Date,Open,High,Low,Close,Adj Close,Volume,Name
2012-12-06,341.573395,345.557495,340.043335,343.33197,343.33197,2943600,GOOG
2012-12-07,345.254456,346.188385,339.005096,339.894318,339.894318,3863500,GOOG
2012-12-10,340.480499,343.590271,339.685669,340.495392,340.495392,2751100,GOOG
2012-12-11,342.770599,348.692108,341.63797,346.188385,346.188385,5410000,GOOG
2012-12-12,347.355774,349.481964,344.49935899999997,346.526184,346.526184,4883500,GOOG
2012-12-13,355.64685099999997,355.920074,347.51474,349.07955899999996,349.07955899999996,6934500,GOOG
2012-12-14,347.325989,351.623016,346.95837400000005,348.711975,348.711975,4287800,GOOG
2012-12-17,350.47052,358.627472,349.735321,358.061157,358.061157,6110100,GOOG
2012-12-18,355.98465,362.194275,355.214661,358.205231,358.205231,6048900,GOOG
2012-12-19,358.026398,359.163971,356.02441400000004,357.728333,357.728333,3862100,GOOG
2012-12-20,359.293152,359.98364300000003,356.168457,358.846039,358.846039,3335500,GOOG
2012-12-21,354.678162,357.087494,352.964294,355.502808,355.502808,7097700,GOOG
2012-12-24,354.946411,355.27923599999997,351.449158,352.457611,352.457611,1692600,GOOG
2012-12-26,351.747223,354.136688,348.935516,352.144653,352.144653,2380000,GOOG
2012-12-27,351.285217,352.12973,347.047791,350.862976,350.862976,3316100,GOOG
2012-12-28,348.57785,351.170959,347.74325600000003,347.74325600000003,347.74325600000003,2822200,GOOG
2012-12-31,347.738312,352.989136,345.751221,351.404449,351.404449,4020600,GOOG
2013-01-02,357.385559,361.151062,355.959839,359.288177,359.288177,5115500,GOOG
2013-01-03,360.122742,363.600128,358.031342,359.496826,359.496826,4666500,GOOG
2013-01-04,362.31350699999996,368.339294,361.488861,366.600616,366.600616,5562800,GOOG
2013-01-07,365.348755,367.301056,362.929504,365.00100699999996,365.00100699999996,3332900,GOOG
2013-01-08,365.393463,365.771027,359.87435899999997,364.28070099999997,364.28070099999997,3373900,GOOG
2013-01-09,363.769043,366.789398,361.945892,366.67514,366.67514,4075700,GOOG
2013-01-10,369.014923,370.092896,364.380066,368.344269,368.344269,3695100,GOOG
2013-01-11,368.6026,368.816193,365.771027,367.60409500000003,367.60409500000003,2587000,GOOG
2013-01-14,366.118744,368.701935,358.841095,359.288177,359.288177,5765000,GOOG
2013-01-15,357.340851,365.125214,353.74920699999996,360.122742,360.122742,7906300,GOOG
2013-01-16,358.865936,359.82965099999996,354.529144,355.28421000000003,355.28421000000003,4073100,GOOG
2013-01-17,356.53607200000005,357.494843,353.212677,353.361725,353.361725,4451700,GOOG
2013-01-18,352.88482700000003,354.08203100000003,348.39898700000003,349.978729,349.978729,6495500,GOOG
2013-01-22,350.053253,350.391052,345.512787,349.16403199999996,349.16403199999996,7634000,GOOG
2013-01-23,365.617004,372.079987,365.51767,368.354218,368.354218,11895000,GOOG
2013-01-24,368.225037,375.969666,367.862396,374.668152,374.668152,6809200,GOOG
2013-01-25,372.959259,376.789337,372.700928,374.399902,374.399902,4480700,GOOG
2013-01-28,373.45105,375.35864300000003,371.528564,372.939392,372.939392,3275300,GOOG
2013-01-29,370.96225,376.02929700000004,370.85794100000004,374.404846,374.404846,3516800,GOOG
2013-01-30,374.434662,378.01635699999997,374.022339,374.47937,374.47937,3488500,GOOG
2013-01-31,372.830109,376.362122,372.700928,375.403351,375.403351,3289500,GOOG
2013-02-01,376.650238,385.790802,376.60058599999996,385.294037,385.294037,7540700,GOOG
2013-02-04,381.364594,382.74560499999995,376.685028,377.057617,377.057617,6120500,GOOG
2013-02-05,378.105774,383.063538,377.281158,380.39590499999997,380.39590499999997,3765600,GOOG
2013-02-06,377.082428,383.982574,376.799286,382.596588,382.596588,4183200,GOOG
2013-02-07,382.363098,386.88867200000004,380.276672,384.474365,384.474365,5717300,GOOG
2013-02-08,387.544403,390.793274,387.26122999999995,390.14746099999996,390.14746099999996,6079300,GOOG
2013-02-11,386.684998,388.970123,384.375,388.682007,388.682007,4363700,GOOG
2013-02-12,388.349152,391.40429700000004,387.16684,387.82754500000004,387.82754500000004,3742100,GOOG
2013-02-13,387.544403,390.137543,387.464905,388.900574,388.900574,2411800,GOOG
2013-02-14,387.34570299999996,391.821564,386.372009,391.364563,391.364563,3493100,GOOG
2013-02-15,391.155914,394.066986,390.991974,393.883179,393.883179,5495000,GOOG
2013-02-19,395.423157,400.89257799999996,395.07043500000003,400.818054,400.818054,5901700,GOOG
2013-02-20,400.048065,401.871216,393.336731,393.669556,393.669556,5564200,GOOG
2013-02-21,396.421661,400.122589,393.053558,395.194641,395.194641,7058300,GOOG
2013-02-22,397.047577,398.036163,394.335236,397.27114900000004,397.27114900000004,4134400,GOOG
2013-02-25,398.55777,401.59301800000003,392.690918,392.830017,392.830017,4637700,GOOG
2013-02-26,394.931366,395.40328999999997,389.665588,392.512085,392.512085,4433600,GOOG
2013-02-27,394.832001,399.77484100000004,392.99893199999997,397.305908,397.305908,4078500,GOOG
2013-02-28,397.961639,400.887604,397.92688,398.011322,398.011322,4561000,GOOG
2013-03-01,396.322296,400.962128,395.502625,400.490204,400.490204,4379000,GOOG
2013-03-04,400.048065,408.761414,399.899048,408.095734,408.095734,5587200,GOOG
2013-03-05,411.78671299999996,417.360474,411.77182,416.590485,416.590485,8140700,GOOG
2013-03-06,417.797638,419.27304100000003,411.72711200000003,413.003815,413.003815,5783200,GOOG
2013-03-07,414.335144,415.606873,412.109619,413.60986299999996,413.60986299999996,4132000,GOOG
2013-03-08,414.553741,414.76236,409.85925299999997,413.073364,413.073364,5861600,GOOG
2013-03-11,413.157806,417.136932,413.063416,414.712708,414.712708,3210000,GOOG
2013-03-12,412.670959,413.257172,409.173706,411.130981,411.130981,4042700,GOOG
2013-03-13,411.275055,412.661041,408.498108,409.988434,409.988434,3303800,GOOG
2013-03-14,410.822998,410.822998,406.054016,408.11560099999997,408.11560099999997,3323800,GOOG
2013-03-15,406.605438,407.499603,404.042084,404.518982,404.518982,6239600,GOOG
2013-03-18,399.899048,403.753967,398.14544700000005,401.285034,401.285034,3700400,GOOG
2013-03-19,402.998871,406.977997,400.619354,403.038635,403.038635,4223600,GOOG
2013-03-20,405.775818,406.113617,403.098236,404.72265600000003,404.72265600000003,2946600,GOOG
2013-03-21,403.023712,405.820526,402.30838,403.00882,403.00882,2974300,GOOG
2013-03-22,404.737579,404.98596200000003,402.204041,402.536896,402.536896,2995600,GOOG
2013-03-25,403.580109,406.968079,400.803162,402.204041,402.204041,3446200,GOOG
2013-03-26,404.121582,404.369965,401.285034,403.585083,403.585083,2399200,GOOG
2013-03-27,400.733612,400.89257799999996,398.075897,398.736603,398.736603,4354400,GOOG
2013-03-28,399.397308,400.082855,394.08685299999996,394.528961,394.528961,4605200,GOOG
2013-04-01,394.93631,398.53292799999997,394.06201200000004,398.006348,398.006348,3638100,GOOG
2013-04-02,399.670532,404.782288,399.402283,403.89306600000003,403.89306600000003,4109500,GOOG
2013-04-03,404.101715,404.46932999999996,397.74804700000004,400.49517799999995,400.49517799999995,3499500,GOOG
2013-04-04,399.526459,400.271606,393.093292,394.966125,394.966125,4926900,GOOG
2013-04-05,390.490234,390.95224,385.691437,388.994965,388.994965,6912300,GOOG
2013-04-08,386.858856,387.256256,381.717285,384.921448,384.921448,5700900,GOOG
2013-04-09,385.244354,389.342712,384.057068,386.312408,386.312408,4342600,GOOG
2013-04-10,388.930389,393.614929,385.49273700000003,392.536926,392.536926,3982800,GOOG
2013-04-11,393.878204,393.987488,389.496704,392.641235,392.641235,4083700,GOOG
2013-04-12,393.43606600000004,393.490723,388.935364,392.472351,392.472351,3294500,GOOG
2013-04-15,390.435608,395.924896,385.99945099999997,388.43856800000003,388.43856800000003,4938000,GOOG
2013-04-16,390.75354,395.428131,389.42715499999997,394.12161299999997,394.12161299999997,3506500,GOOG
2013-04-17,390.833008,392.864807,386.53595,388.751556,388.751556,4100300,GOOG
2013-04-18,390.137543,390.361084,378.17037999999997,380.480347,380.480347,6688100,GOOG
2013-04-19,382.094849,399.124084,380.654205,397.350616,397.350616,11681800,GOOG
2013-04-22,397.713257,399.38241600000003,384.995972,397.469849,397.469849,5804200,GOOG
2013-04-23,397.911957,405.115112,397.594025,401.339661,401.339661,4614200,GOOG
2013-04-24,401.444,406.357025,401.389343,404.096741,404.096741,3681900,GOOG
2013-04-25,405.48770099999996,405.596985,401.205536,401.935791,401.935791,4010200,GOOG
2013-04-26,401.190643,401.260193,395.716248,398.12060499999995,398.12060499999995,5007600,GOOG
2013-04-29,399.029694,408.691864,398.90551800000003,406.883606,406.883606,4631500,GOOG
2013-04-30,406.853821,411.14590499999997,406.198059,409.620819,409.620819,4643300,GOOG
2013-05-01,408.970032,409.695313,405.542328,407.56417799999997,407.56417799999997,2928800,GOOG
2013-05-02,407.400269,414.578552,406.878632,412.124542,412.124542,4062700,GOOG
2013-05-03,415.77578700000004,420.663971,415.29888900000003,420.12747199999995,420.12747199999995,5057800,GOOG
2013-05-06,421.38928200000004,428.14035,421.38928200000004,427.991333,427.991333,4310300,GOOG
2013-05-07,428.716614,429.143829,422.58648700000003,425.84527599999996,425.84527599999996,3943400,GOOG
2013-05-08,425.73101799999995,434.116486,423.699249,433.99231,433.99231,4968600,GOOG
2013-05-09,432.60632300000003,436.98782300000005,431.309753,432.92425499999996,432.92425499999996,4429700,GOOG
2013-05-10,434.82687400000003,437.424957,433.262054,437.270966,437.270966,3820000,GOOG
2013-05-13,436.605316,438.383728,433.868103,435.929688,435.929688,2915700,GOOG
2013-05-14,435.914795,441.473633,435.73596200000003,440.68377699999996,440.68377699999996,3179000,GOOG
2013-05-15,444.856628,455.229187,444.121429,454.98574800000006,454.98574800000006,8023600,GOOG
2013-05-16,456.53070099999997,457.01754800000003,448.09060700000003,449.014587,449.014587,6460900,GOOG
2013-05-17,452.069733,453.79351799999995,447.35040300000003,451.65243499999997,451.65243499999997,5620200,GOOG
2013-05-20,449.57592800000003,457.32553099999996,449.57592800000003,451.329529,451.329529,4574800,GOOG
2013-05-21,451.076172,452.88443,445.90481600000004,450.554565,450.554565,3991600,GOOG
2013-05-22,448.36383099999995,451.71700999999996,440.57449299999996,441.83627300000006,441.83627300000006,5154400,GOOG
2013-05-23,435.66641200000004,442.10452300000003,434.176117,438.54269400000004,438.54269400000004,4579700,GOOG
2013-05-24,434.80203200000005,436.570526,432.69076500000006,433.83828700000004,433.83828700000004,4623400,GOOG
2013-05-28,438.895416,443.1875,437.355438,437.78762800000004,437.78762800000004,4544300,GOOG
2013-05-29,435.025574,436.158203,429.352478,431.349487,431.349487,4052900,GOOG
2013-05-30,432.149292,436.61026,430.40564000000006,432.566559,432.566559,4268900,GOOG
2013-05-31,431.255096,435.66641200000004,430.957031,432.795074,432.795074,3964400,GOOG
2013-06-03,433.679321,434.161194,424.747437,431.011688,431.011688,4983500,GOOG
2013-06-04,431.120972,432.482117,424.275482,426.774231,426.774231,3761400,GOOG
2013-06-05,428.46823099999995,431.9158019999999,425.79562400000003,427.072296,427.072296,4240900,GOOG
2013-06-06,429.35745199999997,430.365875,420.87262000000004,429.526337,429.526337,5191600,GOOG
2013-06-07,432.397675,437.156708,429.86413600000003,437.022583,437.022583,5383900,GOOG
2013-06-10,438.199921,442.62118499999997,437.201416,442.233704,442.233704,4705900,GOOG
2013-06-11,439.128876,440.63409400000006,436.918274,437.062317,437.062317,3538000,GOOG
2013-06-12,439.86908,440.137329,432.015167,433.172638,433.172638,4438300,GOOG
2013-06-13,431.682312,436.98782300000005,429.95355199999995,435.66641200000004,435.66641200000004,4166600,GOOG
2013-06-14,437.20639000000006,439.491516,434.24069199999997,434.69274900000005,434.69274900000005,4519100,GOOG
2013-06-17,436.7742,441.84124800000006,436.30227699999995,440.26153600000004,440.26153600000004,4320300,GOOG
2013-06-18,441.45376600000003,447.588867,441.304749,447.400085,447.400085,4361900,GOOG
2013-06-19,447.772675,452.47708099999994,445.85018899999994,447.429901,447.429901,5869700,GOOG
2013-06-20,444.10650599999997,447.588867,438.801025,439.51141399999995,439.51141399999995,6787800,GOOG
2013-06-21,441.299774,442.06478899999996,433.71411100000006,437.618713,437.618713,8016200,GOOG
2013-06-24,433.122955,435.32861299999996,428.835846,432.084717,432.084717,6072900,GOOG
2013-06-25,435.795563,436.997742,429.461761,430.3013,430.3013,5139600,GOOG
2013-06-26,434.05190999999996,436.16317699999996,432.47219800000005,434.002228,434.002228,3686500,GOOG
