01-Jan-11,103,AAL1298,1,MD82,3000,BAL,Green,NO,Baltimore,Maryland
01-Jan-11,140,SWA48,1,B737,8000,TRL,Green,NO,Terrell,Texas
01-Jan-11,155,UAL718,1,A319,6000,NUQ,Green,NO,Mountain View ,California
01-Jan-11,200,AAY893,1,MD83,6000,BKV,Green,NO,Brooksville,Florida
01-Jan-11,240,BYA227,1,SW4,8500,ONT,Green,NO,Ontario,California
01-Jan-11,455,HAL375,1,B737,10000,HNL,Green,NO,Honolulu,Hawaii
01-Jan-11,546,HAL387,1,B712,1500,HNL,Green,NO,Honolulu,Hawaii
01-Jan-11,554,AAY337,1,MD83,3200,LAX,Green,NO,Los Angeles,California
01-Jan-11,606,Sheriff0001,1,HELO,550,APF,Green,NO,Naples,Florida
01-Jan-11,742,TV8,1,B06,3000,LAS,Green,NO,Las Vegas,Nevada
02-Jan-11,214,ASA618,1,B737,11800,LAS,Green,NO,Las Vegas,Nevada
02-Jan-11,348,TRS1749,1,B712,10000,PIT,Green,NO,Pittsburgh,Pennsylvania
02-Jan-11,416,EGF2842,1,E145,5000,MAF,Green,NO,Midland,Texas
02-Jan-11,1507,N613WF,1,GLEX,4200,HNL,Green,NO,Honolulu,Hawaii
02-Jan-11,2343,SWA214,1,B735,4000,MTN,Green,NO, Baltimore,Maryland
03-Jan-11,22,JBU140,1,E190,1700,AUS,Green,NO,Austin,Texas
03-Jan-11,108,AAL1509,1,MD80,1700,AUS,Green,NO,Austin,Texas
03-Jan-11,120,AAL1601,1,B737,3000,30F,Green,NO,Lake Dallas,Texas
03-Jan-11,133,AMF1989,1,SW4,6000,DFW,Green,NO,Dallas-Fort Worth,Texas
03-Jan-11,202,UPS937,1,B752,2500,ONT,Green,NO,Ontario,California
03-Jan-11,456,SWA660,1,B737,1000,SFO,Green,NO,San Francisco,California
03-Jan-11,917,HAL324,1,B712,6000,HNL,Green,NO,Honolulu,Hawaii
03-Jan-11,1749,AIR21,1,UNKN,5500,RIU,Green,NO,Rancho Murieta ,California
03-Jan-11,2328,EGF4884,1,AT72,8500,JIG,Green,NO,San Juan,Puerto Rico
03-Jan-11,2347,JBU826,1,A320,2000,JIG,White,NO,San Juan,Puerto Rico
05-Jan-11,45,CHQ1215,1,E135,4600,SDF,Green,NO,Louisville,Kentucky
05-Jan-11,48,N78WV,1,C210,5000,SAT,Green,NO,San Antonio,Texas
05-Jan-11,156,AAL1195,1,MD82,FL320,DEQ,Green,NO,De Queen,Arkansas
05-Jan-11,217,AAL1069,1,MD83,FL360,DEQ,Green,NO,De Queen,Arkansas
05-Jan-11,244,AWE1899,2,A319,4000,SAT,Green,NO,San Antonio,Texas
05-Jan-11,412,FDX1606,1,DC10,900,ORD,Green,NO,Chicago,Illinois
05-Jan-11,444,N865LS,1,E135,7800,MIA,Green,NO,Miami,Florida
05-Jan-11,450,N6979Q,1,BE23,1500,HNL,Green,NO,Honolulu,Hawaii
05-Jan-11,1055,MES3121,1,CRJ9,FL340,SYR,Green,NO,Syracuse,New York
05-Jan-11,1100,UPS1354,1,A306,2100,BHM,Green,NO,Birmingham,Alabama
05-Jan-11,2307,N187AE,1,AS50,1100,MSS,Green,NO,Massena,New York
06-Jan-11,105,EGF4061,1,E145,4060,SGF,Green,NO,Springfield,Missouri
06-Jan-11,153,SWA1166,1,B737,3500,AUS,Green,NO,Austin,Texas
