DATE,TIME (UTC),ACID,No. A/C,TYPE A/C,ALT,MAJOR CITY,COLOR,Injury Reported,CITY,STATE
8-May-10,0329,N2092L,1,P28A,1800,VNY,Green,NO,Van Nuys,California
8-May-10,0351,GJS7444,1,CRJ7,3000,SAT,Green,NO,San Antonio,Texas
9-May-10,1246,RCH2107,1,UNKN,3000,GUA,UNKN,NO,"Andersen, Mariana Is ",Guam
9-May-10,0150,LOF7590,1,E145,5000,MDW,Green,NO,Chicago,Illinois
9-May-10,0240,COA1593,1,B739,FL220,DQO,Green,NO,Wilmington,Delaware
9-May-10,0315,TCF7710,1,E170,8000,ORD,Green,NO,Chicago,Illinois
9-May-10,0353,SWA324,1,B733,2500,LAX,Green,NO,Los Angeles,California
9-May-10,0356,SWA2274,1,B733,2000,SAN,Green,NO,San Diego,California
10-May-10,0145,LOF7951,1,E145,5000,MDW,Green,NO,Chicago,Illinois
10-May-10,0638,APW1446,1,DC10,4000,MIA,Green,NO,Miami,Florida
10-May-10,0209,N485CT,1,BE40,17000,SBJ,Green,NO,Solberg,New Jersey
10-May-10,0303,CJC9536,1,UNKN,7000,IAH,UNKN,NO,Houston,Texas
10-May-10,0324,UPS1441,1,MD11,1000,SDF,Green,NO,Louisville,Kentucky
10-May-10,0350,N861ZJ,1,C182,3500,ONT,Green,NO,Ontario,California
11-May-10,0425,N125BP,1,PC12,3000,ONT,Green,NO,Ontario,California
11-May-10,0430,QFA108,1,B744,14000,ONT,Green,NO,Ontario,California
11-May-10,0434,N125BP,1,PC12,3000,ONT,Green,NO,Ontario,California
11-May-10,0140,N812SA,1,C172,2000,MFE,Green,NO,McAllen,Texas
12-May-10,0642,UPS805,1,A306,4000,ONT,Green,NO,Ontario,California
12-May-10,0542,TV5,1,HELO,1600,BUR,Green,NO,Burbank,California
12-May-10,0435,SWA1204,1,B737,3000,OAK,Green,NO,Oakland,California
12-May-10,0345,AAL267,1,B757,6300,HNL,Green,NO,Honolulu,Hawaii
13-May-10,0342,C6515,1,HELO,2500,HWD ,Green,NO,Hayward,California
12-May-10,0630,SWA3412,1,B737,1000,OAK,Green,NO,Oakland,California
13-May-10,0423,SWA772,1,B737,4000,OAK,Green,NO,Oakland,California
13-May-10,0420,AAL1553,1,B737,4000,LAX,Green,NO,Los Angeles,California
13-May-10,0444,ASA349,1,B737,5000,TCM,Green,NO,Tacoma,Washington
13-May-10,0449,AWE627,1,A320,4000,OAK,Green,NO,Oakland,California
13-May-10,0540,LN94KC,1,BE20,UNKN,SDF,Green,NO,Louisville,Kentucky
13-May-10,0309,DAL2307,1,MD81,2700,IND,Green,NO,Indianapolis,Indiana
14-May-10,0911,HAL26,1,B763,2500,PDX,Green,NO,Portland,Oregon
14-May-10,0912,SWA2091,1,B733,3000,OAK,Green,NO,Oakland,California
14-May-10,0912,VRD27,1,A320,6000,SJC,Green,NO,San Jose,California
14-May-10,0243,N54859,1,C172,4500,APF,Green,NO,Naples,Florida
14-May-10,0356,PDT4109,1,DH8B,8000,CHO,Green,NO,Charlottesville,Virginia
15-May-10,0235,RPA3388,1,E170,6000,PHL,Green,NO,Philadelphia,Pennsylvania
15-May-10,0610,SKW63E,1,CRJ2,5000,ONT,Green,NO,Ontario,California
15-May-10,0219,MES2690,1,CRJ9,9000,MDT,Green,NO,Harrisburg,Pennsylvania
15-May-10,0222,PSA289,1,CRJ9,2000,SAV,Green,NO,Savannah,Georgia
15-May-10,0311,LOF7974,1,E145,7000,ARD,Green,NO,Yardley,Pennsylvania
15-May-10,0417,TRS365*,2,B712,4000,LGA,Green,NO,New York City,New York
15-May-10,0431,N4624D,1,C172,4500,SAC,Green,NO,Sacramento,California
15-May-10,0509,SWA186,1,B737,7000,BOS,Green,NO,Boston,Massachusetts
16-May-10,0557,UAR9409,1,B737,7000,DEN,Green,NO,Denver,Colorado
16-May-10,0712,N72EH,1,SK70,800,BOS,Green,NO,Boston,Massachusetts
16-May-10,0715,NATIVE8,1,HELO,2400,LAS,Green,NO,Las Vegas,Nevada
16-May-10,0624,LN381AL,1,LJ31,9500,DEN,Green,NO,Denver,Colorado
16-May-10,0157,BTA2460,1,E145,FL270,PSF,Green,NO,Pittsfield,Massachusetts
16-May-10,0159,RPA1530,1,E170,FL280,PSF,Green,NO,Pittsfield,Massachusetts
16-May-10,0010,ULTJET425,1,J328,3000,CAK,Green,NO,Akron,Ohio
16-May-10,0310,TVA7974,1,E145,7000,EWR,Green,NO,Newark,New Jersey
16-May-10,0321,UAL338,1,B752,3000,DFW,Green,NO,Dallas-Fort Worth,Texas
16-May-10,0350,SWA1033,1,B737,12000,PHX,Green,NO,Phoenix,Arizona
16-May-10,0435,MEDFL2,1,SK76,800,BOS,Green,NO,Boston,Massachusetts
17-May-10,0412,SWA143,1,B733,7000,SLC,Green,NO,Salt Lake City,Utah
17-May-10,0424,N900SF,1,B733,6000,VNY,Green,NO,Van Nuys,California
17-May-10,0430,AAL480,1,MD83,4000,DFW,Green,NO,Dallas-Fort Worth,Texas
17-May-10,0431,SWA619,1,B733,4000,ORD,Green,NO,Chicago,Illinois
17-May-10,0525,AAL2211,1,MD83,1500,PDX,Green,NO,Portland,Oregon
17-May-10,0135,AAL1877,1,B752,9000,MIA,Green,NO,Miami,Florida
18-May-10,0329,N52AE,1,BH06,1300,EVV,Red,NO,Evansville,Indiana
18-May-10,0242,MAC6033,1,DC10,2000,BGR,Green,NO,Bangar,Maine
18-May-10,0334,BTA2654,1,E145,1400,BRO,Green,NO,Brownsville,Texas
19-May-10,0029,AAL1945,1,B738,7000,FLL,Green,NO,Fort Lauderdale,Florida
19-May-10,0634,IDAHO30,1,UH60,2200,BUR,Green,NO,Burbank,California
19-May-10,0403,VV5G330,1,BE20,2000,CRP,Green,NO,Corpus Christi,Texas
19-May-10,0450,FDX1124,1,DC10,FL200,GVT,Green,NO,Greenville,Texas
19-May-10,0618,USC301,1,LJ35,10000,MDW,Green,NO,Chicago,Illinois
19-May-10,0336,N9075L,1,UNKN,3500,SNA,Blue/Purple,NO,Santa Ana,California
19-May-10,0347,SKW6349,1,CRJ2,2500,BUR,Green,NO,Burbank,California
19-May-10,0352,SWA349,1,B737,3000,BUR,Green,NO,Burbank,California
20-May-10,0430,AMF1080,1,B190,8000,LAX,Green,NO,Los Angeles,California
20-May-10,0402,FLX421,1,C210,4000,LBV,Green,NO,La Belle,Florida
20-May-10,0614,FFT282,1,A319,3000,STL,UNKN,NO,St. Louis,Missouri
20-May-10,0313,FFT387,1,A319,12500,DEN,Green,NO,Denver,Colorado
21-May-10,0429,LXJ327,1,CL60,5000,TEB,Green,NO,Teterboro,New Jersey
21-May-10,0230,UPS1345,1,B757,9000,FLL,Green,NO, Fort Lauderdale,Florida
21-May-10,0535,N1395E,1,C172,2000,OUN,Green,NO,Norman,Oklahoma
21-May-10,0542,AMF135,1,BE99,15000,POM,Green,NO,Pomona,California
21-May-10,0550,Several Aircrat*,5,UNKN,15000,POM,Green,NO,Pomona,California
21-May-10,0847,PDT4279,1,DH80,2500,LYH,Green,NO,Lynchburg,Virginia
21-May-10,0102,N3975A,1,CL30,1500,ISP,Green,NO,Islip,New York
21-May-10,0102,N5928E,1,C172,1500,ISP,Green,NO,Islip,New York
21-May-10,0145,UPS1121,1,B752,3500,BDL,Green,NO,Windsor Locks,Connecticut
22-May-10,0419,GLA199,1,B190,11000,FMN,Green,NO,Farmington,New Mexico
22-May-10,0333,N623AC,1,PC12,7500,SLC,Red,NO,Salt Lake City,Utah
22-May-10,0423,SWA1223,1,B737,3000,FLL,Green,NO,Fort Lauderdale,Florida
22-May-10,0525,DAL2999,1,A320,16000,PHX,Green,NO,Phoenix,Arizona
22-May-10,0512,N757VB,1,C172,4500,LGB,Green,NO,Long Beach,California
22-May-10,0527,AWE257,1,A321,16000,PHX,Green,NO,Phoenix,Arizona
22-May-10,0320,AirEvac,1,UNKN,1500,GDJ,Green,NO,Granbury,Texas
22-May-10,0845,SKQ301,1,PA31,3000,BHM,Green,NO,Birmingham,Alabama
22-May-10,0149,AAL844,1,B737,15000,APF,Green,NO,Naples,Florida
22-May-10,0105,N62770,1,C172,3000,UST,Green,NO,St Augustine,Florida
22-May-10,0255,JBU919,1,A320,6000,ORD,Green,NO,Chicago,Illinois
23-May-10,0420,SWA874,1,B737,10000,OMA,Green,NO,Omaha,Nebraska
23-May-10,0145,AAL1844,1,B738,15000,APF,Green,NO,Naples,Florida
23-May-10,0515,N326RT,1,BE20,16000,HEC,Green,NO,Hector,California
23-May-10,0638,SKW6848,1,E120,3000,SBA,Green,NO,Santa Barbara,California
23-May-10,0105,PDT4631,1,DH8D,UNKN,LGA,Green,NO,New York City,New York
23-May-10,0150,UJC407,1,J328,4000,CVG,Green,NO,Covington,Kentucky
23-May-10,0202,N506BA,1,FA90,4000,BDR,Green,NO,Bridgeport,Connecticut
23-May-10,0220,DAL302,1,MD88,4000,BDR,Green,NO,Bridgeport,Connecticut
23-May-10,0305,TN221CC,1,C650,2200,PTK,Green,NO,Pontiac,Michigan
23-May-10,0255,SKW6035,1,CRJ2,2000,RAP,Green,NO,Rapid City,South Dakota
24-May-10,0409,AAL1147,1,MD82,4000,PHX,Green,NO,Phoenix,Arizona
24-May-10,0846,N866MA,1,C208,1400,HNL,Green,NO,Honolulu,Hawaii
24-May-10,0252,UPS1277,1,MD11,13500,DVK,Green,NO,Danville,Kentucky
24-May-10,0255,JUS231,1,DC93,1500,MYR,Green,NO,Myrtle Beach,South Carolina
24-May-10,0308,AAL1731,1,MD83,8000,AUS,Green,NO,Austin,Texas
24-May-10,0320,FLG4084,1,CRJ2,9000,ITH,Green,NO,Ithaca,New York
24-May-10,0303,EGF4609,1,E145,1100,PVD,Green,NO,Providence,Rhode Island
25-May-10,0354,TRS28,1,B737,2500,MDW,Green,NO,Chicago,Illinois
25-May-10,0347,N54794,1,C172,2500,GYY,Green,NO,Gary,Indiana
25-May-10,0445,SNC1611,1,SH36,6000,IN14,Green,NO,Lanesville,Indiana
25-May-10,0120,JIA557,1,CRJ2,5500,TYS,Green,NO,Knoxville,Tennessee
25-May-10,0310,POLICE4,1,HELO,3500,SAT,Green,NO,San Antonio,Texas
25-May-10,0145,BTA2564,1,E145,FL240,TOL,Green,NO,Toledo,Ohio
26-May-10,0708,KING53,1,C130,5000,NUQ,Green,NO,Mountain View,California
26-May-10,0707,FDX1601,1,DC10,2000,IND,Green,NO,Indianapolis,Indiana
26-May-10,0852,SWA1288,1,B737,8000,LAX,Green,NO,Los Angeles,California
27-May-10,0228,LANDON5,1,H60,500,OQU,UNKN,NO,North Kingstown ,Rhode Island
27-May-10,0417,AAL794,1,B738,3500,ORD,Green,NO,Chicago,Illinois
27-May-10,0418,SKW7787,1,E120,6000,SLC,Green,NO,Salt Lake City,Utah
27-May-10,0419,N535LN,1,EC35,2200,ALB,Green,NO,Albany,New York
27-May-10,0233,GGN7424,1,B190,3000,HPN,Green,NO,Westchester,New York
28-May-10,0423,FLNT7030,1,C206,7500,LAX,Green,NO,Los Angeles,California
28-May-10,0855,SWA2128,1,B737,5000,SFO,Green,NO,San Francisco,California
28-May-10,0855,AIRLIFT6,1,EC35,700,BFI,Red,NO,Seattle,Washington
28-May-10,0223,LOF7969,1,E145,8000,ORD,Green,NO,Chicago,Illinois
28-May-10,0326,SKW87L,1,CRJ7,FL200,OMA,Green,NO,Omaha,Nebraska
28-May-10,0327,SKW45B,1,CRJ7,UNKN,JAC,Green,NO,Jackson,Wyoming
29-May-10,0415,FFT780,1,A319,12000,DEN,Green,NO,Denver,Colorado
29-May-10,0615,N721AM,1,C172,2500,VNY,Green,NO ,Van Nuys,California
29-May-10,0615,N80GD,1,UNKN,5500,GRR,Green,NO,Grand Rapids,Michigan
29-May-10,0616,FFT563,1,A318,4300,SAN,Green,NO,San Diego,California
29-May-10,0700,N7158S,1,R22,1000,HLI,Green,NO,Lihue,Hawaii
30-May-10,0445,DAL1097,1,A319,2200,SJC,Green,NO,San Jose,California
30-May-10,1028,AIRLIFE2,1,B430,2000,SAT,Green,NO,San Antonio,Texas
30-May-10,0300,PDT4174,1,DH8C,4000,PTW,Green,NO,Pottstown,Pennsylvania
31-May-10,0412,SWA3046,1,B733,7000,LAS,Green,NO,Las Vegas,Nevada
31-May-10,0430,SWA1151,1,B733,5500,SJC,Green,NO,San Jose,California
31-May-10,0444,SWA481,1,B737,9000,SJC,Green,NO,San Jose,California
31-May-10,0548,N598EA,1,EA50,6000,ELP,Green,NO,El Paso ,Texas
31-May-10,0220,CHQ3033,1,E145,14000,EWR,Green,NO,Newark,New Jersey
31-May-10,0303,SWA2836,1,B737,4000,BWI,Green,NO,Baltimore,Maryland
31-May-10,0332,TRS401,1,B712,4000,LGA,Green,NO,New York City,New York
1-Jun-10,0658,N827DC,1,C680,1700,CNO,Green,NO,Chino,California
2-Jun-10,0738,AAL18,1,B762,16500,CCR,Green,NO,Concord,California
2-Jun-10,0739,SWA440*,2,B737,UNKN,LAS,Green,NO,Las Vegas,Nevada
2-Jun-10,0911,N54SP,1,B206,2500,VHP,Green,NO,Indianapolis,Indiana
2-Jun-10,0324,FDX1206,1,B722,FL320,HYK,Green,NO,Lexington,Kentucky
2-Jun-10,0335,JANET210,1,B737,2900,LAS,Green,NO,Las Vegas,Nevada
2-Jun-10,0542,SILVRDO76,1,AS35,3000,LAS,Green,NO,Las Vegas,Nevada
2-Jun-10,0845,DAL137,1,B757,12000,LAX,Green,NO,Los Angeles,California
3-Jun-10,0803,UAL522,1,A320,7800,PDX,Green,NO,Portland,Oregon
3-Jun-10,0122,SGB5906,1,B734,10000,MIA,Green,NO,Miami,Florida
4-Jun-10,0430,MAVRICK2*,2,HELOs,3000,LAS,Green,NO,Las Vegas,Nevada
4-Jun-10,0651,SWA3419,1,B737,12000,APA,Green,NO,Denver,Colorado
4-Jun-10,1135,UPS914,1,A306,12000,PMD,Green,NO,Palmdale,California
4-Jun-10,0120,SP3,1,AS55,700,BCT,Green,NO,Boca Raton,Florida
5-Jun-10,0120,MAPD3,1,AS55,700,LWN,Green,NO,Lawrence ,Massachusetts
5-Jun-10,0459,SWA244,1,B737,4000,PHX,Green,NO,Phoenix,Arizona
5-Jun-10,0510,CALSTAR70,1,C421,15000,SCK,Green,NO,Stockton,California
5-Jun-10,0535,PD3,1,B06,1000,SAN,Green,NO,San Diego,California
5-Jun-10,0540,FFT563,1,A319,2000,SAN,Green,NO,San Diego,California
5-Jun-10,0649,N239CD,1,FA20,4000,DFW,Green,NO,Dallas-Fort Worth,Texas
5-Jun-10,0851,AIRMED50,1,BE20,8000,WVI,Green,NO,Watsonville,California
5-Jun-10,0314,SWA8421,1,B737,9000,HAR,Green,NO,Harrisburg,Pennsylvania
6-Jun-10,0350,SWA2883,1,B737,2400,BUR,Green,NO,Burbank,California
6-Jun-10,0516,SPECK96,1,TEX2,14000,PUB,Green,NO,Pueblo,Colorado
6-Jun-10,0730,EAGLE1,1,HELO,1000,FAT,Green ,NO,Fresno,California
7-Jun-10,0424,LXJ538,1,CL30,1500,BUR,Green,NO,Burbank,California
7-Jun-10,0539,CHQ1325,1,E145,3000,DSM,Green,NO,Des Moines,Iowa
8-Jun-10,0412,SWA1951,1,B731,5000,PHX,Green,NO,Phoenix,Arizona
8-Jun-10,0550,SWA627,1,B737,11000,APA,Green,NO,Denver,Colorado
8-Jun-10,0242,COA616,1,B735,3500,MSP,Green,NO, Minneapolis,Minnesota
8-Jun-10,0318,GLA16,1,B19,11000,FMN,Green,NO,Farmington,New Mexico
8-Jun-10,0332,UPS701,1,B752,5000,SDF,Green,NO,Louisville,Kentucky
8-Jun-10,0333,UPS1333,1,B752,1300,LEX,Green,NO,Lexington,Kentucky
8-Jun-10,0636,DAL2487,1,MD90,160,MSP,Green,NO,Minneapolis,Minnesota
9-Jun-10,0425,SWA590,1,B737,8000,PHX,Green,NO,Phoenix,Arizona
9-Jun-10,0600,DAL2477,1,B763,3000,OGG,Red,NO,Kahului,Hawaii
9-Jun-10,1619,UPS701,1,B752,6000,SDF,Green,NO,Louisville,Kentucky
9-Jun-10,0255,COA1488,1,B737,12000,LFR,Green,NO,Litchfield,Michigan
9-Jun-10,0345,SKW5954,1,CRJ7,UNKN,ASE,Green,NO,Aspen,Colorado
9-Jun-10,0346,DAL1054,1,MD88,4000,RDU,Green,NO,Raleigh,North Carolina
10-Jun-10,0536,FDX1247,1,DC10,10000,ORD,Green,NO,Chicago,Illinois
10-Jun-10,0630,HAL376,1,B712,2500,HNL,Green,NO,Honolulu,Hawaii
10-Jun-10,0714,USC105,1,C208,6000,ORD,Green,NO,Chicago,Illinois
10-Jun-10,0742,USC224,1,BE58,2500,SYR,Green,NO,Syracuse,New York
10-Jun-10,0148,SWA1413,1,B733,10000,PIT,Green,NO,Pittsburgh,Pennsylvania
10-Jun-10,0215,DAL2596,1,DC95,4000,DTW,Green,NO,Detroit ,Michigan
10-Jun-10,0311,SWA1164,1,B731,9000,PHX,Green,NO,Phoenix,Arizona
11-Jun-10,0249,NKS852,1,A319,4500,DTW,Green/Yellow,NO,Detroit ,Michigan
11-Jun-10,0432,ASA330,1,B738,5000,SJC,Green ,NO,San Jose,California
11-Jun-10,0450,AWE415,1,A319,4800,SFO,Green,NO,San Francisco,California
11-Jun-10,0454,N208LT,1,CL60,2000,SAN,Green ,NO,San Diego,California
11-Jun-10,0515,SWA1062,1,B737,10000,SJC,Green ,NO,San Jose,California
11-Jun-10,0528,RUF420,1,MU2,4000,OJC,Green,NO,Olathe,Kansas
11-Jun-10,0624,FRG600,1,BE99,3000,OBK,Green,NO,Northbrook,Illinois
11-Jun-10,0142,PDT4336,1,DH8A,4000,PHL,Green,NO,Philadelphia,Pennsylvania
11-Jun-10,0237,EGF3361,1,E145,5000,DFW,Green,NO,Dallas-Fort Worth,Texas
11-Jun-10,0237,EGF3229,1,E135,5000,DFW,Green,NO,Dallas-Fort Worth,Texas
11-Jun-10,0330,SWA3569,1,B733,5000,TUS,Green,NO,Tucson,Arizona
11-Jun-10,0430,N54628,1,C172,1800,OSU,Green,NO,Columbus,Ohio
12-Jun-10,0225,N990M,1,C550,UNKN,AGC,Green,NO,Pittsburgh,Pennsylvania
12-Jun-10,0415,SKW6169,1,E120,9000,BUR,Green,NO,Burbank,California
12-Jun-10,0444,GLA759,1,B190,UNKN,ALS,Green,NO,Alamosa,Colorado
12-Jun-10,0553,DAL736,1,B752,12000,SMF,Green,NO,Sacramento,California
12-Jun-10,0133,FFT672,1,A319,7500,MCO,Green,NO,Orlando,Florida
12-Jun-10,0318,BTA5797,1,E45X,8000,ORD,Green,NO,Chicago,Illinois
12-Jun-10,0325,JBU529,1,A320,3500,MCO,Green,NO,Orlando,Florida
12-Jun-10,0325,AWE1857,1,A321,3500,MCO,Green,NO,Orlando,Florida
13-Jun-10,0542,ASA536,1,B734,5000,ONT,Green,NO,Ontario,California
13-Jun-10,0005,G72069,1,EC45,6000,SJU,Green,NO,San Juan,Puerto Rico
14-Jun-10,0120,UAL95,1,A310,1000,SFO,Green,NO,San Francisco,California
14-Jun-10,0513,SWA2274,1,B737,6000,LAS,Green,NO,Las Vegas,Nevada
14-Jun-10,0514,SLAM95,1,C17 ,7300,ONT,Green,NO,Ontario,California
14-Jun-10,0514,DAL3850,1,CRJ9,6000,I19,Green ,NO,Dayton,Ohio
14-Jun-10,0800,UAL455,1,A320,5500,LAS,Green,NO,Las Vegas,Nevada
14-Jun-10,0120,RPA3391,1,E170,FL200,MOD,Green,NO,Modesto,California
14-Jun-10,0336,AAY435,1,UNKN,4000,MFE,Green,NO,McAllen,Texas
14-Jun-10,0339,ASH2033,1,E145,7000,CLE,Green,NO ,Cleveland,Ohio
14-Jun-10,0108,FLG3850,1,CRJ9,6000,DAY,Green,NO,Dayton,Ohio
15-Jun-10,0130,DAL2880,1,B763,11000,ATL,Green,NO,Atlanta,Georgia
15-Jun-10,0130,EJA332P,1,C560,10000,ORH,Green,NO,Worcestor,Massachusetts
15-Jun-10,0215,AAL1624,1,B738,8000,JOT,Green,NO,Joliet,Illinois
15-Jun-10,0439,SKW6431,1,CRJ7,5000,LAX,Green,NO,Los Angeles,California
15-Jun-10,0426,FDX86,1,DC10,UNKN,STS,Green,NO,Santa Rosa,California
15-Jun-10,0444,AAL661,1,MD80,4000,ONT,Green,NO,Ontario,California
16-Jun-10,1200,AAH222,1,B732,4000,HNL,Green,NO,Honolulu,Hawaii
16-Jun-10,0614,LOF7993,1,E145,3000,ORD,UNKN,NO,Chicago,Illinois
16-Jun-10,0615,JBU471,1,A320,2300,SJC,Green,NO,San Jose,California
16-Jun-10,0616,JBU1761,1,A320,1900,TJSJ,Green,NO,San Juan,Puerto Rico
16-Jun-10,0124,AAL532,1,B737,2000,BWI,Green,NO,Baltimore,Maryland
17-Jun-10,0505,SWA2706,1,B734,5000,SNA,Green,NO,Santa Ana,California
17-Jun-10,0546,UAL140,1,A320,5000,SNA,Green,NO,Santa Ana,California
17-Jun-10,0630,FRHELOs,1,HELO,5600,DEN,Green,NO,Denver,Colorado
17-Jun-10,0835,HAL516,1,B717,500,HI50,Green,NO,Lahaina,Hawaii
17-Jun-10,0620,SKW6451,1,E120,10000,VTU,Green,NO,Oxnard,California
17-Jun-10,0837,UPS1332,1,B752,3500,SDF,Green/White,NO,Louisville,Kentucky
17-Jun-10,1016,BVN8281,1,C208,7000,AUS,White,NO,Austin,Texas
17-Jun-10,0321,N362SP,1,C172,3500,CVG,Green,NO,Covington,Kentucky
18-Jun-10,0630,JODY23,1,C130,1300,LRF,Red,No,Jacksonville,Arkansas
18-Jun-10,0758,USC105,1,C208,4000,MDW,Green,NO,Chicago,Illinois
18-Jun-10,0638,AIRWAR2,1,A10,7500,TUS,Green,NO,Tucson,Arizona
18-Jun-10,0638,N227L,1,BE55,6000,ONT,Green,NO,Ontario,California
18-Jun-10,0639,N7802N,1,C172,7000,COS,Green,NO,Colorado Springs,Colorado
18-Jun-10,0355,DAL1027,1,B752,8700,TUS,Green,NO,Tucson,Arizona
18-Jun-10,0207,N16789,1,C172,7500,BDR,Green,NO,Bridgeport,Connecticut
18-Jun-10,0345,MES7246,1,CRJ7,3500,ORD,Green,NO,Chicago,Illinois
18-Jun-10,0332,EMD39,1,UH1,5500,SLC,Green,NO,Salt Lake City,Utah
19-Jun-10,0342,NKS710,1,A319,4000,LGA,Green,NO,New York City,New York
19-Jun-10,0431,SKW6431,1,CRJ7,5500,LAX,Green,NO,Los Angeles,California
19-Jun-10,0459,EMD3 ,1,UH1,5500,SLC,Green,NO,Salt Lake City,Utah
19-Jun-10,0455,ASH7246,1,CRJ7,5000,ORD,Green,NO,Chicago,Illinois
19-Jun-10,0509,COA410,1,B737,3000,EWR,Green,NO,Newark,New Jersey
19-Jun-10,0553,UAL346,1,A319,7000,ORD ,Green,NO,Chicago,Illinois
20-Jun-10,0438,AAL397,1,B738,8000,LAX,Green,NO,Los Angeles,California
20-Jun-10,0222,N1282D,1,LCA,3000,ADS,Green,NO,Addison,Texas
20-Jun-10,0301,N45LK,1,M7,6500,SUS,Green,NO,St. Louis,Missouri
20-Jun-10,0545,SKW6962,1,CRJ7,12000,SFO,Green,NO,San Francisco,California
20-Jun-10,0755,N513DL,1,CL60,6000,SFO,Green,NO,San Francisco,California
20-Jun-10,0755,UAL155,1,B752,6000,SFO,Green,NO,San Francisco,California
20-Jun-10,1310,S330,1,H1T,10000,HNL,Green,NO,Honolulu,Hawaii
20-Jun-10,0122,JBU35,1,A320,4000,PBI,Green,NO,West Palm Beach,Florida
20-Jun-10,0230,EMD9,1,UH1,500,74PN,Green,NO,Altoona,Pennsylvania
20-Jun-10,0253,COM622,1,CRJ7,9000,JOT,Green,NO,Joliet,Illinois
20-Jun-10,0345,USA69,1,A319,8000,LAS,Green,NO,Las Vegas,Nevada
21-Jun-10,0558,N1032H,1,P46T,6000,PHX,Green,NO,Phoenix,Arizona
21-Jun-10,0623,UAL158,1,B752,FL180,OAK,Green,NO,Oakland,California
21-Jun-10,0618,ASH1018,1,CRJ1,2800,HI50,Green,NO,Lahaina,Hawaii
21-Jun-10,0247,EGF3284,1,E135,2000,BTR,Green,NO,Baton Rouge,Louisiana
21-Jun-10,0410,N624AF,1,PC12,22000,TOL,Green,NO,Toledo,Ohio
22-Jun-10,0450,SKW6650,1,E120,7000,OAK,Green,NO,Oakland,California
22-Jun-10,0510,CAP4311,1,C182,6500,SLC,Green,NO,Salt Lake City,Utah
22-Jun-10,0615,UPS805,1,A306,2800,ONT,Green,NO,Ontario,California
22-Jun-10,0617,UAL44,1,B763,2500,POM,Green,NO,Pomona,California
23-Jun-10,0349,UPS3085,1,B752,3000,EWR,UNKN,NO,Newark,New Jersey
23-Jun-10,0357,HAL44,1,B763,4500,SJC,Green,NO,San Jose,California
23-Jun-10,0458,FFT269,1,A319,10000,DEN,Blue,NO,Denver,Colorado
23-Jun-10,0544,SKW6453,1,CRJ2,4700,PHX,Green,NO,Phoenix,Arizona
23-Jun-10,0251,UPS1153,1,B752,6000,MXE,Green,NO,Modena,Pennsylvania
24-Jun-10,0409,UPS1269,1,A306,17000,DVK,Green,NO,Danville,Kentucky
24-Jun-10,0301,UPS741*,1,B752,8000,1II4,Green,NO,Corydon,Indiana
24-Jun-10,0445,DAL41,1,B738,5000,LAX,Green,NO,Los Angeles,California
24-Jun-10,0535,SWA2088,1,B737,7000,LAS,Green,NO,Las Vegas,Nevada
24-Jun-10,0722,HAL586,1,B712,5000,HNL,Green,NO,Honolulu,Hawaii
24-Jun-10,0855,N421HB,1,DA20,2500,SEA,Green,NO,Seattle,Washington
24-Jun-10,0313,FDX1350,1,B722,10000,SJI,Green,NO,Mobile,Alabama
25-Jun-10,0351,N5223E,1,C172,3800,SAN,Green,NO,San Diego,California
25-Jun-10,0535,N151LN,1,EC30,1000,RIC,Green,NO,Richmond,Virginia
25-Jun-10,0605,UAL158,1,B763,15000,CCR,Green,NO,Concord,California
25-Jun-10,0626,BUG14,1,C208,5500,KOA,Green,NO,Kailua/Kona,Hawaii
25-Jun-10,0604,N320LE,1,Helo,1500,MKC,Green,NO,Kansas City,Missouri
25-Jun-10,0435,UAL150,1,A320,7000,ORD,Green,NO,Chicago,Illinois
25-Jun-10,0310,N51827,1,C172,3500,BLV,Green,NO,Belleville,Illinois
25-Jun-10,0305,PETON35,1,C130,6400,CYS,Green,NO,Cheyenne,Wyoming
25-Jun-10,0337,UPS1231,1,B752,15000,DVK,Green,NO,Danville,Kentucky
25-Jun-10,0340,UPS1213,1,A306,11000,DVK,Green,NO,Danville,Kentucky
25-Jun-10,0335,UPS1277,1,MD11,17000,DVK,Green,NO,Danville,Kentucky
25-Jun-10,0330,EGF3251,1,E135,15000,AGJ,Green,NO,Lampasas,Texas
25-Jun-10,0250,FDX1350,1,B722,10000,GCV,Green,NO,Leakesville,Mississippi
26-Jun-10,0545,LBQ960,1,BE58,4000,0W3,Green,NO,Churchville,Maryland
26-Jun-10,0205,FRL184,1,E145,UNKN,DTW,Green,NO,Detroit ,Michigan
26-Jun-10,0225,EGF3945,1,E145,3000,PIT,Green,NO,Pittsburgh,Pennsylvania
26-Jun-10,0252,SKW4484,1,CRJ9,400,LAS,Red/Green,NO,Las Vegas,Nevada
26-Jun-10,0200,N858MJ,1,ERJ,UNKN,DTW,Green,NO,Detroit ,Michigan
27-Jun-10,0354,SKW6680*,3,CRJ7,9800,DEN,Green,NO,Denver,Colorado
27-Jun-10,0413,AAL699,1,B738,FL240,ONT,Green,NO,Ontario,California
27-Jun-10,0430,JIA405,1,CRJ2,2000,XNA,Green,NO,Fayetteville/Springdale,Arkansas
27-Jun-10,0510,N445PA,1,P28A,5000,PHX,Red,NO,Phoenix,Arizona
