01-Jan-13,51,N166CA,1,PA44,5000,CRG,Green,NO,Jacksonville,Florida
01-Jan-13,53,ASA671,1,B739,4200,AUS,Green,NO,Austin,Texas
01-Jan-13,130,SKW6491,1,CRJ2,9800,DEN,Green,NO,Denver,Colorado
01-Jan-13,309,SKW514G,1,CRJ7,3000,AUS,Green,NO,Austin,Texas
01-Jan-13,330,SKW4843,1,CRJ9,8000,LAX,Green,NO,Los Angeles,California
01-Jan-13,333,AWE34,1,A319,8000,LAX,Green,NO,Los Angeles,California
01-Jan-13,350,QXE218,1,DH8D,1500,SEA,Red,NO,Seattle,Washington
01-Jan-13,354,QXE397,1,DH8D,9000,SEA,Green,NO,Seattle,Washington
01-Jan-13,420,EGF4280,1,E135,7000,RDU,Green,NO,Raleigh-Durham,North Carolina
01-Jan-13,443,AWE496,1,A319,8800,PHX,White,NO,Phoenix,Arizona
01-Jan-13,530,SWA2531,1,B733,3000,SEA,Green,NO,Seattle,Washington
01-Jan-13,824,HAL516,1,B712,5000,OGG,Green,NO,Kahului,Hawaii 
02-Jan-13,30,AMF6902,1,B190,7000,SJU,Blue,NO,San Juan,Puerto Rico
02-Jan-13,59,SWA2827,1,B737,16000,GSH,Green,NO,Goshen,Indiana
02-Jan-13,120,N4170L,1,P28A,2200,CCC,Green,NO,Calverton,New York
02-Jan-13,125,N26264,1,C182,7000,BJC,Green,NO,Denver,Colorado
02-Jan-13,207,AWE1193,1,B752,12000,MXE,Green,NO,Modena,Pennsylvania
02-Jan-13,207,MEDIVAC1,1,UNKN,2500,EHF,Green,NO,Bakersfield,California
02-Jan-13,209,SWA3342,1,B737,5000,PDX,Green,NO,Portland,Oregon
02-Jan-13,545,AWE309,1,A321,5000,PHX,Green,NO,Phoenix,Arizona
02-Jan-13,2307,JBU845,1,A320,3000,SJU,Green,NO,San Juan,Puerto Rico
03-Jan-13,38,TRS475,1,B712,1600,RSW,Green,NO,Fort Myers,Florida
03-Jan-13,44,DAL970,1,MD88,8000,MSP,Green,NO,Minneapolis,Minnesota
03-Jan-13,54,UAL1516,1,B738,2000,IAH,Green,NO,Houston,Texas
03-Jan-13,108,EGF3456,1,E145,8000,MIA,Green,NO,Miami,Florida
03-Jan-13,458,N17CX,1,C750,7000,FIM,Green,NO,Fillmore,California
04-Jan-13,18,ASQ4300,1,E145,UNKN,EWR,Green,NO,Newark,New Jersey
04-Jan-13,43,JZA32,1,CRJ2,16000,BWG,Green,NO,Bowling Green,Kentucky
04-Jan-13,210,AMF1080,1,B190,10000,TUS,UNKN,NO,Tucson,Arizona
04-Jan-13,210,AMF2131,1,B190,10000,TUS,UNKN,NO,Tucson,Arizona
04-Jan-13,217,TRS599,1,B712,12000,PHL,UNKN,NO,Philadelphia,Pennsylvania
04-Jan-13,317,SWA1162,1,B737,1800,MDW,Green,NO,Chicago,Illinois
04-Jan-13,348,SWA195,1,B737,4000,ORD,Green,NO,Chicago,Illinois
04-Jan-13,350,QXE54,1,DH8D,10000,PDX,Green,NO,Portland,Oregon
04-Jan-13,458,SWA2680,1,B737,7000,MZB,Green,NO,San Diego,California
04-Jan-13,500,AAL1412,1,UNKN,5000,MIA,Green,NO,Miami, Florida
04-Jan-13,712,ASQ6009,1,E145,6000,DFW,Green,NO,Dallas-Fort Worth,Texas
04-Jan-13,713,AAL696,1,MD88,2200,STL,Green,NO,St. Louis,Missouri
04-Jan-13,715,SKW2694,1,CRJ2,10000,OXR,Green,NO,Oxnard,California
04-Jan-13,932,FDX1124,1,DC10,2500,AFW,Green,NO,Fort Worth,Texas
04-Jan-13,934,ASA859,1,B739,7000,HNL,Green,NO,Honolulu,Hawaii 
04-Jan-13,2337,SEA4300,1,E145,UNKN,EWR,Green,NO,Newark,New Jersey
05-Jan-13,42,JBU1736,1,E190,10000,TJSJ,Green,NO,San Juan,Puerto Rico
05-Jan-13,117,NKS720,1,A319,6000,LAS,Green,NO,Las Vegas,Nevada
05-Jan-13,203,RPA3361,1,E170,9000,CLT,Green,NO,Charlotte,North Carolina
05-Jan-13,320,N8147Y,1,PA30,1000,ELP,Green,NO,El Paso ,Texas
05-Jan-13,406,ASA245,1,B738,4000,LAX,Green,NO,Los Angeles,California
05-Jan-13,500,AAY901,1,MD88,4000,FLL,Blue,NO,Fort Lauderdale,Florida
05-Jan-13,551,ASQ6147,1,E45X,7500,LNK,Green,NO,Lincoln,Nebraska
05-Jan-13,625,BUG11,1,C208,1200,OGG,Green,NO,Kahului,Hawaii 
05-Jan-13,643,FDX86,1,MD10,15000,STS,Green,NO,Santa Rosa,California
05-Jan-13,1213,FLG3999,1,CRJ9,FL270,TUL,Multiple,NO,Tulsa,Oklahoma
05-Jan-13,2332,ASH3728,1,CRJ7,6000,4J6,Green,NO,St. Mary's,Georgia
06-Jan-13,17,UAL242,1,B752,9000,PIE,Green,NO,St. Petersburg-Clearwater,Florida
06-Jan-13,54,N229T,1,PA18,4500,4A5,Red,NO,Marshall,Arkansas
06-Jan-13,55,SKW4729,1,CRJ7,15000,SAT,Green,NO,San Antonio,Texas
06-Jan-13,148,SKW4755,1,CRJ7,13000,PHX,Green,NO,Phoenix,Arizona
06-Jan-13,406,SkW359V,1,E120,1000,BFL,Green,NO,Bakersfield,California
06-Jan-13,411,ASQ3263,1,E135,10000,IAH,Green,NO,Houston,Texas
06-Jan-13,414,AAL1337,1,MD83,11000,DFW,Green,NO,Dallas-Fort Worth,Texas
