01-Jan-14,8,CHQ6045,1,E145,8000,CAE,Green,NO,Columbia,South Carolina
01-Jan-14,35,PSA,1,CRJ2,2100,PHL,Green,NO,Philadelphia,Pennsylvania
01-Jan-14,202,SWA563,1,B737,4200,PHX,Green,NO,Phoenix,Arizona
01-Jan-14,235,RPA3242,1,E175,FL240,EWR,Green,NO,Newark ,New Jersey 
01-Jan-14,259,AAL1153,1,B738,12000,POM,Green,NO,Pomona,California
01-Jan-14,300,AWE1954,1,A321,2000,LGA,UNKN,NO,New York,New York
01-Jan-14,302,SWA549,1,B737,FL260,SBA,Green,NO,Santa Barbara,California
01-Jan-14,307,SKW2617,1,CRJ2,4000,SMO,Green,NO,Santa Monica,California
01-Jan-14,350,SQH208,1,C208,8000,IPL,Green,NO,Imperial,California
01-Jan-14,507,AIR1,1,B407,1000,OMN,Green,NO,Ormond Beach,Florida
01-Jan-14,507,AAL1507,1,MD80,3000,SAN,Green,NO,San Diego,California
01-Jan-14,515,AAL1507,1,UNKN,3000,SAN,Green,NO,San Diego,California
01-Jan-14,2334,N250JH,1,SR22,9000,SDF,Green,NO,Louisville ,Kentucky
01-Jan-14,2340,ASQ5240,1,CRJ9,12000,ATL,Green,NO,Atlanta,Georgia
02-Jan-14,305,SKW4714,1,CRJ2,UNKN,SBN,Green,NO,South Bend,Indiana
02-Jan-14,550,HAL223,1,B712,1000,HLI,Green,NO,Lihue,Hawaii
03-Jan-14,40,VV7E065,1,B06,4000,NUN,Green,NO,Pensacola,Florida
03-Jan-14,46,UAL1483,1,B738,7000,DWH,Green,NO,Houston,Texas
03-Jan-14,121,MEDEVAC4,1,HELO,2400,SAT,Green,NO,San Antonio,Texas
03-Jan-14,435,N358ME,1,C182,8500,IPL,Green,NO,Imperial,California
03-Jan-14,2015,CHP40,1,AS350,501,VIS,Green,NO,Visalia,California
03-Jan-14,2358,N9858P,1,PA18,1000,PBI,Green,NO,West Palm Beach,Florida
04-Jan-14,43,CG2113,1,UNKN,1600,NGP,Green,NO,Corpus Christi,Texas
04-Jan-14,50,N38CP,1,LJ60,12000,SJU,Green,NO,San Juan ,Puerto Rico
04-Jan-14,100,JBU1134,1,E190,2000,TJSJ,Green,NO,San Juan ,Puerto Rico
04-Jan-14,126,C2113,1,FA20,1600,CRP,Green,NO,Corpus Christi,Texas
04-Jan-14,200,ASQ5940,1,E145,5500,AML,Blue,NO,Herndon,Virginia
04-Jan-14,215,ASA588,1,B737,17000,ONT,Green,NO,Ontario,California
04-Jan-14,225,N2241H,1,C152,2500,SUA,Green,NO,Newburgh,Florida
04-Jan-14,345,DAL976,1,MD88,4000,LGA,Green,NO,New York,New York
04-Jan-14,346,UAL1017,1,B737,3700,SAN,Green,NO,San Diego,California
04-Jan-14,435,N358ME,1,C182,8500,IPL,Green,NO,Imperial,California
04-Jan-14,505,SWA1912,1,B733,2000,SAN,Green,NO,San Diego,California
04-Jan-14,510,PD18,1,AS50,500,LAX,Green,NO,Los Angeles,California
04-Jan-14,513,SKW298Z,1,CRJ9,10500,FAT,Green,NO,Fresno,California
04-Jan-14,534,EJA667,1,C56X,8500,VNY,Green,NO,Van Nuys,California
04-Jan-14,610,PD18,1,AS50,500,LAX,Green,NO,Los Angeles,California
04-Jan-14,651,ASH3798,1,CRJ7,7000,BDL,Blue,NO,Windsor Locks,Connecticut
04-Jan-14,701,AAL1377,1,B738,FL320,MSO,Green,NO,Missoula,Montana
04-Jan-14,2342,ASQ4885,1,CRJ9,4000,IAD,Blue,NO,Washington, District of Columbia
05-Jan-14,100,ASQ5940,1,E145,5500,AML,Blue,NO,Herndon,Virginia
05-Jan-14,320,N327NM,1,SR22,4000,ONT,Green,NO,Ontario,California
05-Jan-14,327,N2774J,1,C172,3000,ONT,Green,NO,Ontario,California
05-Jan-14,331,N733AM,1,C172,7500,POM,Green,NO,Pomona,California
05-Jan-14,340,AAL907,1,B772,FL350,TJBQ,Green,NO,Aguadilla,Puerto Rico
05-Jan-14,345,DAL976,1,MD88,4000,LGA,Green,NO,New York,New York
05-Jan-14,351,AAL1138,1,A319,FL230,POM,Green,NO,Pomona,California
05-Jan-14,640,N915PA,1,P28A,2500,DVT,Green,NO,Phoenix,Arizona
06-Jan-14,147,UAL995,1,A320,4000,SMO,Green,NO,Santa Monica,California
06-Jan-14,240,QXE573,1,DH8D,6000,W52,Green,NO,Battle Ground,Washington
06-Jan-14,322,N10A,1,GZ20A,1500,BUR,Green,NO,Burbank,California
06-Jan-14,349,ASQ4106,1,E145,9000,EWR,Red,NO,Newark ,New Jersey
06-Jan-14,349,UPS3085,1,A306,9000,EWR,Red,NO,Newark ,New Jersey
06-Jan-14,417,UPS1381,1,B752,5000,SDF,Green,NO,Louisville ,Kentucky
06-Jan-14,501,RPA3884,1,DH8D,6000,4G0,Green,NO,Monroeville,Pittsburgh
06-Jan-14,534,DAL1435,1,MD88,UNKN,TPA,Green,NO,Tampa,Florida
06-Jan-14,603,AAY423,1,MD83,4000,LAS,Green,NO,Las Vegas,Nevada
06-Jan-14,604,AAY501,1,MD83,5000,LAS,Green,NO,Las Vegas,Nevada
06-Jan-14,646,SWA441,1,B737,FL400,ONT,Green,NO,Ontario,California
06-Jan-14,2320,AWE793,1,A319,13000,0VA,Green,NO  ,Brookneal,Virginia
07-Jan-14,54,EGF3062,1,E145,5000,CVG,Green,NO,Covington,Kentucky
07-Jan-14,120,N793US,1,DA40,1001,MKC,Green,NO,Kansas City,Missouri
07-Jan-14,142,N793US,1,DA40,2500,MKC,Green,NO,Kansas City,Missouri
07-Jan-14,210,N496TS,1,DA42,2900,SEE,Green,NO,San Diego/El Cajon,California
07-Jan-14,236,N721HG,1,C172,1500,HOU,Green,NO,Houston,Texas
07-Jan-14,240,QXE573,1,DH8D,6000,W52,Green,NO,Battle Ground,Washington
07-Jan-14,317,N44032,1,P28A,2500,FFZ,Red,NO,Mesa,Arizona
07-Jan-14,345,UPS3085,1,A300,10000,EWR,UNKN,NO,Newark ,New Jersey
07-Jan-14,349,ASQ4106,1,E145,9000,EWR,Red,NO,Newark ,New Jersey
07-Jan-14,349,UPS3085,1,A306,9000,EWR,Red,NO,Newark ,New Jersey
07-Jan-14,349,EAF4106,1,E145,9000,EWR,Red,NO,Newark ,New Jersey
07-Jan-14,530,DRAGON99,1,P3C,1001,PHKO,Green,NO,Kailua/Kona,Hawaii
07-Jan-14,630,DRAGON99,1,P3C,501,PHNG,Green,NO,Kaneohe,Hawaii
