,ACID,No. A/C,TYPE A/C,ALT,MAJOR CITY,COLOR,Injury Reported,CITY,STATE,hr_adj,date_time,day_of_week,holidays
11468,ASQ4146,1,E135,11000,IAH,Green,NO,Houston,Texas,2,13-06-07 2:57,Friday,FALSE
11469,FLG3601,1,CRJ2,2000,MLI,Green,NO,Moline,Illinois,3,13-06-07 3:20,Friday,FALSE
11470,XPERT71,1,F18,15000,L05,Green,NO,Kernville,California,4,13-06-07 4:50,Friday,FALSE
11471,TSU1047,1,CVLT,500,LAX,Green,NO,Los Angeles,California,5,13-06-07 5:32,Friday,FALSE
11472,UAl664,1,B752,22000,SJC,Green,NO,San Jose,California,6,13-06-07 6:55,Friday,FALSE
11473,N901SB,1,F900,19000,SJC,Green,NO,San Jose,California,6,13-06-07 6:58,Friday,FALSE
11474,C2310,1,HELO,1500,TJBQ,Green,NO,Aguadilla,Puerto Rico,2,13-06-08 2:41,Saturday,FALSE
11475,ASQ6087,1,E145,12000,MKE,Green,NO,Milwaukee,Wisconsin,2,13-06-08 2:58,Saturday,FALSE
11476,N36616,1,PA28                           ,2500,MRB,Green,NO,Martinsburg,West Virginia,3,13-06-08 3:12,Saturday,FALSE
11477,AWE155,1,A320,500,SAN,Green,NO,San Diego,California,3,13-06-08 3:38,Saturday,FALSE
11478,ASQ1358,1,E145,10000,DKB,Green,NO,De Kalb,Illinois,3,13-06-08 3:45,Saturday,FALSE
11479,PDAIR1,1,HELO,500,LEX,Green,NO,Lexington,Kentucky,3,13-06-08 3:47,Saturday,FALSE
11480,SWA365,1,B737,9000,LAS,Green,NO,Las Vegas,Nevada,4,13-06-08 4:18,Saturday,FALSE
11481,SKW2917,1,CRJ2,9000,ELP,Green,NO,El Paso ,Texas,4,13-06-08 4:31,Saturday,FALSE
11482,N50917,1,C172,8500,DEN,Green,NO,Denver,Colorado,5,13-06-08 5:00,Saturday,FALSE
11483,ASQ6037,1,E45X,18000,LRU,Green,NO,Las Cruces,New Mexico,6,13-06-08 6:00,Saturday,FALSE
11484,QXE461,1,DH8D,8000,SEA,Green,NO,Seattle,Washington,6,13-06-08 6:05,Saturday,FALSE
11485,DAL1926,1,MD90,12000,ATL,Green,NO,Atlanta,Georgia,2,13-06-09 2:20,Sunday,FALSE
11486,DAL1929,1,B752,14000,ATL,Green,NO,Atlanta,Georgia,2,13-06-09 2:23,Sunday,FALSE
11487,CPA846,1,B77W,31000,ALB,Green,NO,Albany,New York,2,13-06-09 2:25,Sunday,FALSE
11488,ASQ4368,1,E45X,3000,DAY,Green,NO,Dayton,Ohio,3,13-06-09 3:03,Sunday,FALSE
11489,AAL344,1,MD82,11000,ABE,Green,NO,Allentown,Pennsylvania,3,13-06-09 3:13,Sunday,FALSE
11490,ASQ6171,1,E145,6000,DFW,Green,NO,Dallas-Fort Worth,Texas,3,13-06-09 3:42,Sunday,FALSE
11491,ASQ6029,1,E45X,6000,AMA,Green,NO,Amarillo,Texas,4,13-06-09 4:37,Sunday,FALSE
11492,BNKR8,1,K35R,2500,PHX,Green,NO,Phoenix,Arizona,4,13-06-09 4:40,Sunday,FALSE
11493,UAL117,1,B737,8000,SFO,Green,NO,San Francisco,California,5,13-06-09 5:15,Sunday,FALSE
11494,N750TT,1,BE20,21000,EHF,Blue,NO,Bakersfield,California,5,13-06-09 5:32,Sunday,FALSE
11495,SKW284J,1,CRJ2,9000,ELP,Green,NO,El Paso ,Texas,5,13-06-09 5:49,Sunday,FALSE
11496,N120PD,1,AS50,6200,ABQ,Red,NO,Albuquerque,New Mexico,6,13-06-09 6:46,Sunday,FALSE
11497,QXE582A,1,DH8D,11000,BOI,Green,NO,Boise,Idaho,6,13-06-09 6:56,Sunday,FALSE
11498,AWE392,1,A321,10000,LAS,Blue,NO,Las Vegas,Nevada,8,13-06-09 8:51,Sunday,FALSE
11499,HAL324,1,B712,2300,HNL,Green,NO,Honolulu,Hawaii,9,13-06-09 9:38,Sunday,FALSE
11500,HAL8,1,UNKN,3000,HNL,Green,NO,Honolulu,Hawaii,12,13-06-09 12:32,Sunday,FALSE
11501,JBU87,1,A320,6000,SLC,Green,NO,Salt Lake City,Utah,4,13-06-10 4:45,Monday,FALSE
11502,SWA1901,1,B737,5000,SJC,Green,NO,San Jose,California,4,13-06-10 4:50,Monday,FALSE
11503,SWA534,1,B737,4000,OAK,Green,NO,Oakland,California,4,13-06-10 4:58,Monday,FALSE
11504,SWA1178,1,B737,8000,SJC,Green,NO,San Jose,California,6,13-06-10 6:14,Monday,FALSE
11505,SKW5304,1,E120,2000,FAT,Green,NO,Fresno,California,6,13-06-10 6:16,Monday,FALSE
11506,SI84W,1,AS50,3400,TUS,Green,NO,Tucson,Arizona,6,13-06-10 6:27,Monday,FALSE
11507,QXE282,1,DH8D,UNKN,GPI,Green,NO,Kalispell,Montana,6,13-06-10 6:31,Monday,FALSE
11508,SKW426W,1,E120,UNKN,ACV,Green,NO,Arcata/Eureka,California,6,13-06-10 6:37,Monday,FALSE
11509,EVAC7,1,AS50,1600,PHX,Green,NO,Phoenix,Arizona,7,13-06-10 7:57,Monday,FALSE
11510,MUI3,1,SH36,1500,HNL,Green,NO,Honolulu,Hawaii,11,13-06-10 11:27,Monday,FALSE
11511,FDX251,1,MD11,UNKN,TJSJ,Green,NO,San Juan,Puerto Rico,0,13-06-11 0:06,Tuesday,FALSE
11512,FDX1210,1,DC10,2000,MEM,Green,NO,Memphis ,Tennessee,2,13-06-11 2:10,Tuesday,FALSE
11513,CTL309,1,AC50,6000,BKL,Green,NO,Cleveland,Ohio,2,13-06-11 2:15,Tuesday,FALSE
11514,ASQ4223,1,E145,3500,ICT,Green,NO,Wichita,Kansas,2,13-06-11 2:50,Tuesday,FALSE
11515,N910SE,1,C172,2500,BUR,Green,NO,Burbank,California,3,13-06-11 3:40,Tuesday,FALSE
11516,AWE373,1,A321,3000,ADS,Green,NO,Dallas,Texas,4,13-06-11 4:41,Tuesday,FALSE
11517,IFL7567,1,FA20,27000,TVK,Green,NO,Centerville,Iowa,4,13-06-11 4:49,Tuesday,FALSE
11518,N44XL,1,R44,1000,PBI,Green,NO,West Palm Beach,Florida,4,13-06-11 4:55,Tuesday,FALSE
11519,SKW874P,1,CRJ7,4000,CZQ,Green,NO,Fresno,California,5,13-06-11 5:15,Tuesday,FALSE
11520,SWA4225,1,B737,3000,SJC,Green,NO,San Jose,California,5,13-06-11 5:40,Tuesday,FALSE
11521,SWA1514,1,B737,30000,SJC,Green,NO*,San Jose,California,5,13-06-11 5:40,Tuesday,FALSE
11522,OMAHA53,1,BE9L,2000,TJSJ,Green,NO,San Juan,Puerto Rico,1,13-06-12 1:04,Wednesday,FALSE
11523,ABX2261,1,B763,4000,MIA,Green,NO,Miami,Florida,1,13-06-12 1:45,Wednesday,FALSE
11524,MYSTC25,1,UH60,2500,HAR,Green,NO,Harrisburg,Pennsylvania,1,13-06-12 1:50,Wednesday,FALSE
11525,EMPIRE014,1,UH60,1400,ISP,Green,NO,Islip,New York,1,13-06-12 1:51,Wednesday,FALSE
11526,JIA445,1,CRJ2,3000,CAK,Green,NO,Akron,Ohio,2,13-06-12 2:00,Wednesday,FALSE
11527,N5370M,1,C172,3000,DTO,Green,NO,Denton,Texas,2,13-06-12 2:50,Wednesday,FALSE
11528,UPS1139,1,B752,8000,PHL,Green,NO,Philadelphia,Pennsylvania,2,13-06-12 2:50,Wednesday,FALSE
11529,FFT861,1,A319,22000,4CO8,Green,NO,Castle Rock,Colorado,3,13-06-12 3:32,Wednesday,FALSE
11530,FDX1602,1,MD11,10500,GEZ,Green,NO,Shelbyville,Indiana,3,13-06-12 3:38,Wednesday,FALSE
11531,SLVRDO94,1,AS350,3000,LAS,Green,NO,Las Vegas,Nevada,3,13-06-12 3:43,Wednesday,FALSE
11532,ASQ5786,1,E145,4000,ICT,Green,NO,Wichita,Kansas,3,13-06-12 3:44,Wednesday,FALSE
11533,SKW586C,1,CRJ7,6500,BFL,Green,NO,Bakersfield,California,5,13-06-12 5:28,Wednesday,FALSE
11534,VRD415,1,A320,8000,LAX,Green,NO,Los Angeles,California,5,13-06-12 5:42,Wednesday,FALSE
11535,N911SV,1,AS350,5000,BIL,Green,NO,Billings,Montana,3,13-06-13 3:32,Thursday,FALSE
11536,SKW5555,1,CRJ2,1500,DEN,Green,NO,Denver,Colorado,4,13-06-13 4:20,Thursday,FALSE
11537,C6566,1,HH65,300,BQN,Green,NO,Aguadilla,Puerto Rico,1,13-06-14 1:00,Friday,FALSE
11538,SBS4619,1,SF34,3500,TJSJ,Green,NO,San Juan,Puerto Rico,1,13-06-14 1:15,Friday,FALSE
11539,AWE1296,1,A319,500,MDT,Green,NO,Harrisburg,Pennsylvania,2,13-06-14 2:23,Friday,FALSE
11540,CHQ4976,1,E145,6000,SDF,Green,NO,Louisville,Kentucky,2,13-06-14 2:35,Friday,FALSE
11541,N454TB,1,B350,4000,AUS,Purple,NO,Austin,Texas,2,13-06-14 2:57,Friday,FALSE
11542,N9801V,1,C172,3500,GYY,Green,NO,Gary,Indiana,2,13-06-14 2:59,Friday,FALSE
11543,DAL1445,1,MD90,12000,MCI,Green,NO,Kansas City,Missouri,3,13-06-14 3:50,Friday,FALSE
11544,NDU80,1,PA44,5000,BRD,White,NO,"Brainerd, MN",Minnesota,4,13-06-14 4:06,Friday,FALSE
11545,SWA499,1,B737,5000,TUS,Green,NO,Tucson,Arizona,4,13-06-14 4:25,Friday,FALSE
11546,LFRCE2,1,B06,2000,CHA,Green,NO,Chattanooga,Tennessee,4,13-06-14 4:35,Friday,FALSE
11547,ABLE01,1,B06,2000,OMA,Green,NO,Omaha,Nebraska,4,13-06-14 4:39,Friday,FALSE
11548,SKW3490,1,CRJ7,400,FAT,White,NO,Fresno,California,5,13-06-14 5:05,Friday,FALSE
11549,UAl405,1,B752,9000,RIV,Green,NO,Riverside,California,5,13-06-14 5:45,Friday,FALSE
11550,METRO2,1,MD52,2700,VGT,Green,NO,Las Vegas,Nevada,6,13-06-14 6:53,Friday,FALSE
11551,JBU1736,1,E190,7000,TJSJ,Green,NO,San Juan,Puerto Rico,0,13-06-15 0:45,Saturday,FALSE
11552,NKS188,1,A320,2000,MYR,Green,NO,Myrtle Beach,South Carolina,1,13-06-15 1:12,Saturday,FALSE
11553,ARBEAR1,1,EC35,1800,YNG,Green,NO,Youngstown/Warren,Ohio,1,13-06-15 1:18,Saturday,FALSE
11554,AAL1252,1,B752,3000,MIA,Green,NO,Miami,Florida,1,13-06-15 1:30,Saturday,FALSE
11555,EGF3269,1,E145,3000,DFW,Green,NO,Dallas-Fort Worth,Texas,2,13-06-15 2:00,Saturday,FALSE
11556,RPA3426,1,E170,1000,ALB,Green,NO,Albany,New York,2,13-06-15 2:09,Saturday,FALSE
11557,RPA3242,1,E170,1000,ALB,Green,NO,Albany,New York,2,13-06-15 2:12,Saturday,FALSE
11558,ASQ3827,1,E145,29000,BGM,Yellow,NO,Binghamton,New York,2,13-06-15 2:15,Saturday,FALSE
11559,N6701V,1,BE76,7000,MLB,Green,NO,Melbourne,Florida,2,13-06-15 2:33,Saturday,FALSE
11560,ASQ4356,1,E145,5000,MAF,Green,NO,Midland,Texas,2,13-06-15 2:34,Saturday,FALSE
11561,DAL1630,1,B752,7000,SAT,Green,NO,San Antonio,Texas,2,13-06-15 2:51,Saturday,FALSE
11562,UPS671,1,A306,5000,SGF,Green,NO,Springfield,Missouri,2,13-06-15 2:57,Saturday,FALSE
11563,NKS710A,1,A320,600,LGA,White,NO,New York,New York,2,13-06-15 2:57,Saturday,FALSE
11564,JIA445,1,CRJ2,9000,CAK,Green,NO,Akron,Ohio,3,13-06-15 3:20,Saturday,FALSE
11565,DAL1541,1,MD88,16000,GAD,Green,NO,Gadsen,Alabama,3,13-06-15 3:35,Saturday,FALSE
11566,AAL586Q,1,MD82,4500,DTW,Red,NO,Detroit,Michigan,3,13-06-15 3:36,Saturday,FALSE
11567,ASQ5940,1,E145,8500,RIC,Green,NO,Richmond,Virginia,4,13-06-15 4:01,Saturday,FALSE
11568,N3000UP,1,C210,11500,HVE,Green,NO,Hanksville,Utah,4,13-06-15 4:31,Saturday,FALSE
11569,N6045W,1,C162,4500,PDX,Green,NO,Portland,Oregon,5,13-06-15 5:20,Saturday,FALSE
11570,N4807G,1,C172,4500,RBL,Green,NO,Red Bluff,California,5,13-06-15 5:41,Saturday,FALSE
11571,N592DR,1,C25A,6000,BFL,Green,NO,Bakersfield,California,5,13-06-15 5:49,Saturday,FALSE
11572,N7957G,1,C172,3500,MLB,Green,NO,Melbourne,Florida,2,13-06-16 2:43,Sunday,FALSE
11573,DAL2363,1,B763,11000,COL,Green,NO,Colts Neck,New Jersey,2,13-06-16 2:45,Sunday,FALSE
11574,AWI4075,1,CRJ2,10000,CKZ,Green,NO,Perkasie,Pennsylvania,3,13-06-16 3:27,Sunday,FALSE
11575,TRS502,1,B712,10000,ORL,Green,NO,Orlando,Florida,3,13-06-16 3:38,Sunday,FALSE
11576,N38SK,1,LJ31,3000,HIO,Green,NO,Hillsboro,Oregon,5,13-06-16 5:32,Sunday,FALSE
11577,XLS1032,1,E135,5000,PDX,Green,NO,Portland,Oregon,6,13-06-16 6:19,Sunday,FALSE
11578,QXE175,1,DH8D,7500,PDX,Green,NO,Portland,Oregon,6,13-06-16 6:24,Sunday,FALSE
11579,TUS8460,1,B763,1500,MIA,Green,NO,Miami,Florida,7,13-06-16 7:03,Sunday,FALSE
11580,AAL141,1,B772,12000,HWV,Green,NO,Shirley,New York,1,13-06-17 1:39,Monday,FALSE
11581,JIA254,1,CRJ7,17000,CLT,Green,NO,Charlotte,North Carolina,2,13-06-17 2:55,Monday,FALSE
11582,TRS403,1,B712,14000,LGD,Green,NO,La Grande,Oregon,3,13-06-17 3:08,Monday,FALSE
11583,UPS1139,1,B752,7000,PHL,Green,NO,Philadelphia,Pennsylvania,3,13-06-17 3:11,Monday,FALSE
11584,JBU378,1,A320,4000,LGA,Green,NO,New York,New York,3,13-06-17 3:32,Monday,FALSE
11585,EGF3587,1,CRJ7,4000,LGA,Green,NO,New York,New York,3,13-06-17 3:32,Monday,FALSE
11586,JBU396,1,A320,4000,LGA,Green,NO,New York,New York,3,13-06-17 3:32,Monday,FALSE
11587,ASQ4357,1,E45X,16000,DEN,Green,NO,Denver,Colorado,4,13-06-17 4:14,Monday,FALSE
11588,HOUND98,1,D328,7700,GPI,Green,NO,Kalispell,Montana,5,13-06-17 5:40,Monday,FALSE
11589,N88HQ,1,C182,3500,E16,Green,NO,San Martin ,California,6,13-06-17 6:10,Monday,FALSE
11590,ASA372,1,B738,11000,SAC,Green,NO,Sacramento,California,6,13-06-17 6:30,Monday,FALSE
11591,NKS612,1,A320,5000,LAS,Green,NO,Las Vegas,Nevada,8,13-06-17 8:39,Monday,FALSE
11592,G08237,1,HELO,300,MUI,Green,NO*,Fort Indiantown Gap (Annville),Pennsylvania,2,13-06-18 2:00,Tuesday,FALSE
11593,C6547,1,HELO,500,OAK,Green,NO,Oakland,California,4,13-06-18 4:06,Tuesday,FALSE
11594,UPS833,1,A320,3700,ONT,Green,NO,Ontario,California,4,13-06-18 4:38,Tuesday,FALSE
11595,SWK4528,1,CRJ2,12000,OGD,Green,NO,Ogden,Utah,5,13-06-18 5:00,Tuesday,FALSE
11596,SWA1514,1,B737,7000,SJC,Green,NO,San Jose,California,5,13-06-18 5:49,Tuesday,FALSE
11597,ASA893,1,B738,1500,HNL,Green,NO,Honolulu,Hawaii,8,13-06-18 8:58,Tuesday,FALSE
11598,N1699R,1,C182,2000,MFD,Green,NO,Mansfield,Ohio,2,13-06-19 2:17,Wednesday,FALSE
11599,N1529M,1,C182,4000,IGN,Green,NO,Kingston,New York,2,13-06-19 2:26,Wednesday,FALSE
11600,DAL2194,1,MD88,8000,GPT,Green,NO,Gulfport,Mississippi,2,13-06-19 2:41,Wednesday,FALSE
11601,AAL1913,1,MD82,15000,STL,Green,NO,St. Louis,Missouri,2,13-06-19 2:54,Wednesday,FALSE
11602,N2JD,1,S1,3000,1WI2,Green,NO,Port Washington,Wisconsin,3,13-06-19 3:48,Wednesday,FALSE
11603,EGF2976,1,E145,2500,ORD,Green,NO,Chicago,Illinois,4,13-06-19 4:02,Wednesday,FALSE
11604,N771PD,1,BE9L,8000,BIL,Green,NO,Billings,Montana,4,13-06-19 4:43,Wednesday,FALSE
11605,ASQ6071,1,E45X,7500,BIL,Green,NO,Billings,Montana,4,13-06-19 4:46,Wednesday,FALSE
11606,SWA225,1,B733,FL280,LYH,Green,NO,Lynchburg,Virginia,4,13-06-19 4:47,Wednesday,FALSE
11607,FLG3298,1,CRJ9,5000,AUS,Green,NO,Austin,Texas,5,13-06-19 5:00,Wednesday,FALSE
11608,MELON1,1,F16,7500,TUS,Green,NO,Tucson,Arizona,5,13-06-19 5:17,Wednesday,FALSE
11609,N69016,1,C152,3000,MMV,Red/Green,NO,Medford,Oregon,6,13-06-19 6:49,Wednesday,FALSE
11610,SWA3053,1,B737,14000,MYV,Green,NO,Marysville,California,6,13-06-19 6:51,Wednesday,FALSE
11611,UAL1439,1,B738,16000,ONT,Green,NO,Ontario,California,8,13-06-19 8:02,Wednesday,FALSE
11612,LREH,1,A109,4000,SAU,Green,NO,Sausalito,California,8,13-06-19 8:11,Wednesday,FALSE
11613,SWA232,1,B737,17000,RDG,Green,NO,Reading,Pennsylvania,2,13-06-20 2:04,Thursday,FALSE
11614,EGF3451,1,E135,14500,BDR,Green,NO,Bridgeport,Connecticut,2,13-06-20 2:37,Thursday,FALSE
11615,UPS1275,1,MD11,16000,DVK,Green,NO,Danville,Kentucky,3,13-06-20 3:12,Thursday,FALSE
11616,ASQ4602,1,E45X,4300,SBJ,Green,NO,Solberg,New Jersey,3,13-06-20 3:18,Thursday,FALSE
11617,RPA3152,1,E170,11000,BTV,Green,NO,Burlington,Vermont,3,13-06-20 3:47,Thursday,FALSE
11618,UPS1333,1,B752,FL190,DVK,Green,NO,Danville,Kentucky,3,13-06-20 3:49,Thursday,FALSE
11619,SKW4741,1,CRJ7,8000,APA,Green,NO,Denver,Colorado,3,13-06-20 3:58,Thursday,FALSE
11620,SKW5659,1,CRJ2,8000,APA,Green,NO,Denver,Colorado,3,13-06-20 3:58,Thursday,FALSE
11621,SWA2866,1,B737,8000,APA,Green,NO,Denver,Colorado,3,13-06-20 3:58,Thursday,FALSE
11622,FDX1607,1,DC10,4500,IND,Green,NO,Indianapolis,Indiana,4,13-06-20 4:45,Thursday,FALSE
11623,LN575EW,1,C550,7000,JAX,Green,NO,Jacksonville,Florida,4,13-06-20 4:47,Thursday,FALSE
11624,TAHOE31,1,C17,14000,MYV,Green,NO,Marysville,California,5,13-06-20 5:06,Thursday,FALSE
11625,SWA3211,1,B737,14000,MYV,Green,NO,Marysville,California,5,13-06-20 5:06,Thursday,FALSE
11626,N7526S,1,R22,2300,PDX,Green,NO,Portland,Oregon,5,13-06-20 5:08,Thursday,FALSE
11627,AAL267,1,B752,8000,HNL,Green,NO,Honolulu,Hawaii,7,13-06-20 7:45,Thursday,FALSE
11628,ASQ4409,1,E45X,5000,IAH,Green,NO,Houston,Texas,2,13-06-21 2:17,Friday,FALSE
11629,N168F,1,PA28                           ,2000,RDG,Green,NO,Reading,Pennsylvania,2,13-06-21 2:23,Friday,FALSE
11630,SYX5552,1,CRJ2,2500,AUS,Green,NO,Austin,Texas,3,13-06-21 3:16,Friday,FALSE
11631,EGF2772,1,E135,4000,ORD,Green,NO,Chicago,Illinois,3,13-06-21 3:18,Friday,FALSE
11632,GLA70C,1,B190,10000,DEN,Green,NO,Denver,Colorado,3,13-06-21 3:23,Friday,FALSE
11633,N47TN,1,C172,4000,CQY,Green,NO,Cedar Creek,Texas,3,13-06-21 3:45,Friday,FALSE
11634,FFT266,1,A319,8500,APA,Green,NO,Denver,Colorado,4,13-06-21 4:04,Friday,FALSE
11635,UPS1307,1,B752,10000,PHL,Green,NO,Philadelphia,Pennsylvania,4,13-06-21 4:21,Friday,FALSE
11636,CFS284,1,AT72,10000,UKW,Green,NO,Bowie,Texas,4,13-06-21 4:37,Friday,FALSE
11637,CTL383,1,AC50,2000,MKC,Green,NO,Kansas City,Missouri,4,13-06-21 4:45,Friday,FALSE
11638,UAL1189,1,B739,11000,SAN,Green,NO,San Diego,California,4,13-06-21 4:58,Friday,FALSE
11639,UAL658T,1,B752,300,IAD,Green/Orange,NO,Washington,District of Columbia,5,13-06-21 5:01,Friday,FALSE
11640,UAL587,1,B752,2300,SNA,Green,NO,Santa Ana,California,5,13-06-21 5:03,Friday,FALSE
11641,POW384,1,C210,7000,OMA,Green,NO,Omaha,Nebraska,5,13-06-21 5:39,Friday,FALSE
11642,UAL1061,1,B738,1800,SAN,Green,NO,San Diego,California,5,13-06-21 5:58,Friday,FALSE
11643,SKW581K,1,CRJ7,7000,TUS,Green,NO,Tucson,Arizona,6,13-06-21 6:07,Friday,FALSE
11644,ASA636,1,B737,13000,PHX,Green,NO,Phoenix,Arizona,6,13-06-21 6:49,Friday,FALSE
11645,AIR20,1,HELO,1400,SDF,Green,NO,Louisville,Kentucky,2,13-06-22 2:33,Saturday,FALSE
11646,LOF3337,1,E145,7000,ILM,Green,NO,Wilmington,North Carolina,3,13-06-22 3:22,Saturday,FALSE
11647,BOISE234,1,HELO,3500,BRO,Green,NO,Brownsville,Texas,4,13-06-22 4:05,Saturday,FALSE
11648,N9200B,1,C172,4300,AUS,Green,NO,Austin,Texas,4,13-06-22 4:22,Saturday,FALSE
11649,N350FW,1,B350,11000,LHM,Green,NO,Lincoln,California,4,13-06-22 4:32,Saturday,FALSE
11650,AAL266,1,B752,1500,LAX,Green,NO,Los Angeles,California,4,13-06-22 4:53,Saturday,FALSE
11651,SWA263,1,B738,8000,LAX,Green,NO,Los Angeles,California,7,13-06-22 7:28,Saturday,FALSE
11652,DPS149,1,HELO,4800,ELP,Green,NO,El Paso ,Texas,8,13-06-22 8:47,Saturday,FALSE
11653,SWA2262,1,B737,2500,ROC,Green,NO,Rochester ,New York,2,13-06-23 2:28,Sunday,FALSE
11654,SWA609,1,B737,5000,HOU,Green,NO,Houston,Texas,3,13-06-23 3:52,Sunday,FALSE
11655,DAL1835,1,B752,17500,PVU,Green,NO,Provo,Utah,5,13-06-23 5:39,Sunday,FALSE
11656,ACA558,1,A320,800,LAX,Green,NO,Los Angeles,California,6,13-06-23 6:17,Sunday,FALSE
11657,SKW2681,1,CRJ2,1200,SJC,Green,NO,San Jose,California,6,13-06-23 6:37,Sunday,FALSE
11658,N2475M,1,HELO,1000,SDF,Green,NO,Louisville,Kentucky,8,13-06-23 8:08,Sunday,FALSE
11659,SKW4477,1,CRJ2,10000,ORD,Green,NO,Chicago,Illinois,3,13-06-24 3:06,Monday,FALSE
11660,UPS1441,1,MD11,13000,CLE,Green,NO,Cleveland,Ohio,3,13-06-24 3:26,Monday,FALSE
11661,ASQ5920,1,E45X,11000,ORD,Green,NO,Chicago,Illinois,3,13-06-24 3:38,Monday,FALSE
11662,N4922D,1,C172,1200,MYF,Green,NO,San Diego,California,4,13-06-24 4:27,Monday,FALSE
11663,DAL1067,1,MD88,7900,BHM,Green,NO,Birmingham,Alabama,6,13-06-24 6:13,Monday,FALSE
11664,AWE1200,1,A321,4100,PHX,Green,NO,Phoenix,Arizona,8,13-06-24 8:14,Monday,FALSE
11665,WIG7102,1,C208,3000,ABE,Green,NO,Allentown,Pennsylvania,3,13-06-25 3:02,Tuesday,FALSE
11666,FLX413,1,C210,3000,FXE,Green,NO,Fort Lauderdale,Florida,3,13-06-25 3:08,Tuesday,FALSE
11667,DAL2080,1,A320,11000,U42,Green,NO,Salt Lake City,Utah,4,13-06-25 4:02,Tuesday,FALSE
11668,UPS1803,1,B763,6000,SEA,Green,NO,Seattle,Washington,5,13-06-25 5:37,Tuesday,FALSE
11669,DAL1253,1,A320,7000,OAK,Green,NO,Oakland,California,7,13-06-25 7:48,Tuesday,FALSE
11670,SKW5531,1,CRJ2,4500,GTF,Green,NO,Great Falls,Montana,7,13-06-25 7:57,Tuesday,FALSE
11671,VVAD227,1,F18,2000,NTU,Green,NO,Virginia Beach,Virginia,4,13-06-26 4:34,Wednesday,FALSE
11672,BLADE07,1,UH1,4500,GTF,Green,NO,Great Falls,Montana,4,13-06-26 4:36,Wednesday,FALSE
11673,CHP43,1,C206,5500,FCH,Green,NO,Fresno,California,5,13-06-26 5:07,Wednesday,FALSE
11674,AAL1775,1,B738,9000,RAL,Green,NO,Riverside,California,5,13-06-26 5:39,Wednesday,FALSE
11675,AWE449,1,A320,17000,FFU,Green,NO,Provo,Utah,6,13-06-26 6:01,Wednesday,FALSE
11676,CHIP,1,B06,3400,SCK,Green,NO,Stockton,California,11,13-06-26 11:46,Wednesday,FALSE
11677,TRS650,1,B712,10000,ANX,Green,NO,Napoleon,Missouri,3,13-06-26 3:03,Wednesday,FALSE
11678,NKS171,1,A320,6000,FLL,Green,NO,Fort Lauderdale,Florida,1,13-06-27 1:54,Thursday,FALSE
11679,FLG4322,1,CRJ2,5000,DTW,Green,NO,Detroit,Michigan,2,13-06-27 2:14,Thursday,FALSE
11680,ASQ4423,1,E145,2900,IAH,Green,NO,Houston,Texas,2,13-06-27 2:25,Thursday,FALSE
11681,N45F,1,N45F,3000,ADS,Green,NO,Dallas,Texas,2,13-06-27 2:25,Thursday,FALSE
11682,N76KQ,1,KODI,8000,AID,Green,NO,Anderson,Indiana,2,13-06-27 2:30,Thursday,FALSE
11683,UPS1153,1,B752,2000,PHL,Green,NO,Philadelphia,Pennsylvania,3,13-06-27 3:00,Thursday,FALSE
11684,SWA508,1,B738,FL230,VRB,Green,NO,Vero Beach,Florida,3,13-06-27 3:15,Thursday,FALSE
11685,SWA442,1,B737,11000,LEE,Green,NO,Leesburg,Florida,3,13-06-27 3:16,Thursday,FALSE
11686,SKW866M,1,CRJ7,10000,DEN,Green,NO,Denver,Colorado,3,13-06-27 3:18,Thursday,FALSE
11687,DAL9935,1,B752,9000,APA,Green,NO,Denver,Colorado,3,13-06-27 3:23,Thursday,FALSE
11688,FDX1249,1,A306,5000,MEM,Green,NO,Memphis ,Tennessee,3,13-06-27 3:50,Thursday,FALSE
11689,AAL2499,1,B738,3000,LAX,Green,NO,Los Angeles,California,6,13-06-27 6:38,Thursday,FALSE
11690,JENA42,1,C182,4000,CLT,Green,NO,Charlotte,North Carolina,2,13-06-28 2:40,Friday,FALSE
11691,JBU2038,1,E190,5000,TJSJ,Green,NO,San Juan,Puerto Rico,3,13-06-28 3:00,Friday,FALSE
11692,SKW331V,1,CRJ7,2000,MFE,Green,NO,McAllen,Texas,3,13-06-28 3:20,Friday,FALSE
11693,ASQ2765,1,CRJ9,11000,PHX,Green,NO,Phoenix,Arizona,3,13-06-28 3:30,Friday,FALSE
11694,EGF2976,1,E145,7000,ORD,Green,NO,Chicago,Illinois,3,13-06-28 3:30,Friday,FALSE
11695,AIRCAR4,1,B06,4000,LBB,Green,NO,Lubbock,Texas,3,13-06-28 3:34,Friday,FALSE
11696,SKW5351,1,CRJ2,5000,ORD,Green,NO,Chicago,Illinois,3,13-06-28 3:34,Friday,FALSE
11697,CHQ4765,1,E145,5000,UMP,Green,NO,Indianapolis,Indiana,3,13-06-28 3:43,Friday,FALSE
11698,SKW5437,1,E120,12500,PDX,Green,NO,Portland,Oregon,5,13-06-28 5:00,Friday,FALSE
11699,SWA11778,1,B737,3000,SJC,Green,NO,San Jose,California,5,13-06-28 5:25,Friday,FALSE
11700,ASA300,1,B738,3000,SJC,Green,NO,San Jose,California,6,13-06-28 6:10,Friday,FALSE
11701,SKW5352,1,CRJ2,2000,MRY,Green,NO,Monterey,California,6,13-06-28 6:25,Friday,FALSE
