"","Salary","Born","City","Pr.St","Cntry","Nat","Ht","Wt","DftYr","DftRd","Ovrl","Hand","Last.Name","First.Name","Position","GP","G","A","A1","A2","PTS","X...","E...","PIM","Shifts","TOI","TOIX","TOI.GP","TOI.GP.1","TOI.","IPP.","SH.","SV.","PDO","F.60","A.60","Pct.","Diff","Diff.60","iCF","iCF.1","iFF","iSF","iSF.1","iSF.2","ixG","iSCF","iRB","iRS","iDS","sDist","sDist.1","Pass","iHF","iHF.1","iHA","iHDf","iMiss","iGVA","iTKA","iBLK","iGVA.1","iTKA.1","iBLK.1","BLK.","iFOW","iFOL","iFOW.1","iFOL.1","FO.","X.FOT","dzFOW","dzFOL","nzFOW","nzFOL","ozFOW","ozFOL","FOW.Up","FOL.Up","FOW.Down","FOL.Down","FOW.Close","FOL.Close","OTG","X1G","GWG","ENG","PSG","PSA","G.Bkhd","G.Dflct","G.Slap","G.Snap","G.Tip","G.Wrap","G.Wrst","CBar","Post","Over","Wide","S.Bkhd","S.Dflct","S.Slap","S.Snap","S.Tip","S.Wrap","S.Wrst","iPenT","iPenD","iPENT","iPEND","iPenDf","NPD","Min","Maj","Match","Misc","Game","CF","CA","FF","FA","SF","SA","xGF","xGA","SCF","SCA","GF","GA","RBF","RBA","RSF","RSA","DSF","DSA","FOW","FOL","HF","HA","GVA","TKA","PENT","PEND","OPS","DPS","PS","OTOI","Grit","DAP","Pace","GS","GS.G","TrainTest","undrafted","ANA","FLA","N.J","VAN","ARI","CGY","MIN","NYR","TOR","BOS","WPG","BUF","CAR","OTT","PIT","STL","CBJ","DAL","CHI","COL","MTL","NSH","S.J","DET","EDM","L.A","T.B","NYI","PHI","WSH","C","D","LW","RW","birth_year","birth_month","birth_day","born_AUT","born_CAN","born_CHE","born_CZE","born_DEU","born_DNK","born_EST","born_FIN","born_FRA","born_GBR","born_HRV","born_ITA","born_LVA","born_NOR","born_RUS","born_SVK","born_SWE","born_USA","born_SVN","nation_AUT","nation_CAN","nation_CHE","nation_CZE","nation_DEU","nation_DNK","nation_FIN","nation_FRA","nation_GBR","nation_HRV","nation_LVA","nation_NOR","nation_RUS","nation_SVK","nation_SWE","nation_USA","nation_SVN"
"138",8e+05,"92-11-16","Rochester","NY","USA","USA",71,185,2011,2,61,"L","Prince","Shane","LW/C",50,5,13,7,6,18,-9,-1.1,18,862,38912,647,12.97,12.96,23.7,72,7.9,0.905,984,2.32,2.87,44.6,-6,-0.56,124,124,89,71,71,71,6.8,26,2,7,9,27.1,23.2,156.5,36,36,56,-20,18,19,23,12,19,23,12,1.9,4,3,4,3,57.1,1.3,0,0,1,0,3,3,0,1,3,0,2,2,0,1,2,0,0,0,0,0,0,2,0,0,3,0,2,4,12,7,0,5,9,4,1,45,9,18,9,12,9,3.8,9,0,0,0,0,610,643,446,463,318,327,29.4,28.2,91,92,25,31,21,17,35,33,56,50,236,297,223,257,102,71,36,32,0.8,0.2,1,2081.34,66,6.6,116.2,11.7,0.23,"train",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1992,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"139",925000,"95-04-08","Northbrook","IL","USA","USA",72,193,2013,2,35,"R","Compher","J.T.","LW/C",21,3,2,1,1,5,0,1,4,415,18811,313.5,14.93,14.93,25.9,41.7,9.3,0.923,1016,2.3,2.11,52.2,1,0.19,59,59,43,30,30,30,3.03,12,3,4,7,30.5,28,33,11,11,22,-11,13,8,6,21,8,6,21,8.1,78,86,78,86,47.6,58.6,31,36,31,34,16,16,24,22,27,41,50,51,0,0,1,0,0,0,0,0,0,1,0,0,2,0,5,0,8,2,1,1,1,3,0,22,2,5,2,4,3,0.5,2,0,0,0,0,264,260,185,190,129,142,10.72,9.95,36,33,12,11,9,10,14,10,23,20,147,133,86,75,42,30,13,13,0,0.4,0.4,898.66,36,8.5,100.3,6.1,0.3,"train",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1995,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"140",4e+06,"83-04-01","Kalajoki","INT","FIN","FIN",71,198,2001,6,192,"L","Jokinen","Jussi","LW/RW/C",69,11,17,11,6,28,-15,-1.2,39,1598,72080,1197.6,17.42,17.39,29.4,60.9,6.7,0.911,977,2.3,2.66,46.5,-7,-0.35,199,199,158,118,118,118,10.9,34,10,6,16,35.2,31.7,267.5,28,28,44,-16,40,59,27,33,59,27,33,3.4,75,69,75,69,52.1,11.2,19,19,16,10,40,40,30,30,21,13,41,48,0,2,2,1,0,0,0,0,0,1,0,1,9,0,1,2,37,9,3,13,22,9,1,61,18,15,16,10,-3,-3.1,17,1,0,0,0,1252,971,943,780,691,593,55.3,51.1,158,158,46,53,39,41,45,50,84,91,637,647,335,325,233,130,64,72,1,1,1.9,2882.13,101,3.2,111.4,32.2,0.47,"train",FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1983,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"141",5750000,"92-10-27","Pittsburgh","PA","USA","USA",73,206,2011,2,43,"L","Saad","Brandon","LW/RW",82,24,29,18,11,53,23,12.6,8,1888,83786,1395.6,17.03,17.03,29.3,75.7,9,0.935,1025,3.01,1.63,64.8,32,1.38,370,369,289,210,210,210,22.1,81,13,17,30,28.8,26.8,327.6,24,24,52,-28,79,29,43,26,29,43,26,2.4,4,5,4,5,44.4,0.7,1,2,2,1,1,2,0,0,1,1,3,5,0,5,4,1,0,1,1,2,0,10,2,0,9,1,6,4,68,36,4,8,57,7,0,98,4,10,4,10,6,6.6,4,0,0,0,0,1390,1098,1059,824,777,587,67.9,53.3,228,178,70,38,39,42,49,41,88,83,638,675,361,363,170,164,53,62,4.8,2.4,7.2,3361.63,58,16.8,107,67.4,0.82,"train",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1992,10,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"142",892500,"91-12-01","Johnston","RI","USA","USA",70,208,2010,2,47,"R","Acciari","Noel","C",29,2,3,1,2,5,3,0.5,16,431,18047,300.5,10.23,10.32,20.8,55.6,7.6,0.959,1035,1.8,1.2,60,3,0.6,137,43,105,74,24,24,2.6,10,4,2,10,23.8,29.2,25.6,80,80,59,21,8,4,10,5,4,10,5,2,11,18,11,18,37.9,10.5,3,6,2,3,6,9,7,3,1,6,6,12,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,1,0,0,5,2,1,14,4,5,4,2,1,-2,3,0,0,1,0,232,251,172,193,118,146,10.3,9.3,31,24,9,6,8,3,10,13,18,16,144,132,184,177,28,45,29,23,0,0.5,0.5,1141.29,101,30,96.4,4.8,0.17,"train",TRUE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1991,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"143",7250000,"87-04-24","Montreal","QC","CAN","CAN",72,201,2005,3,62,"R","Letang","Kris","D",41,5,29,9,20,34,2,8.9,32,1207,62774,1041.3,25.52,25.48,43,55.7,9.6,0.904,999,3.51,3,54,9,0.52,227,227,163,122,122,122,6.7,15,5,4,9,45.4,42.7,145.5,70,70,94,-24,41,43,30,70,43,30,70,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1,1,1,0,2,0,1,5,35,3,1,30,12,2,0,74,16,14,16,8,-2,0.6,16,0,0,0,0,1089,924,825,711,637,539,63.8,52.5,235,198,61,52,62,41,34,45,96,86,556,603,367,457,152,118,67,71,3,1.5,4.5,1381.44,172,6.3,116,37.4,0.91,"train",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1987,4,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"144",3500000,"80-02-10","Montreal","QC","CAN","CAN",72,179,1998,2,45,"L","Ribeiro","Mike","C",46,4,21,10,11,25,-5,-0.2,14,927,44077,732,15.97,15.95,28.3,67.6,8.5,0.919,1004,3.03,2.46,55.2,7,0.57,74,74,50,38,38,38,4.2,14,4,3,7,28.9,26.9,230.3,33,33,38,-5,12,27,10,6,27,10,6,1,183,261,183,261,41.2,72.5,22,27,70,106,91,128,37,59,82,93,116,175,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,10,0,0,10,4,6,0,18,7,4,8,0,-3,-5.5,7,0,0,0,0,844,609,617,489,436,372,37.9,28,106,80,37,30,24,23,32,31,56,54,261,351,238,240,116,73,50,42,1.2,0.6,1.8,1854.42,53,6.1,119.1,21.1,0.46,"train",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1980,2,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"145",575000,"90-05-30","Marshfield","MA","USA","USA",69,170,2008,4,95,"L","Warsofsky","David","D",7,0,1,1,0,1,-3,-1,6,158,6608,109.6,15.73,15.71,28.2,20,7.7,0.894,971,2.74,3.83,41.7,-2,-1.09,31,31,23,14,14,14,0.5,0,0,1,1,65.8,50.3,25.8,3,3,3,0,9,3,2,12,3,2,12,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,5,1,0,0,8,3,0,3,0,-3,-1.4,3,0,0,0,0,115,121,87,93,65,66,5,7.4,14,30,5,7,4,9,6,2,10,11,45,68,38,50,15,12,7,4,0,-0.1,-0.1,279.53,21,1.7,129.2,1.7,0.24,"train",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1990,5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"146",10900000,"87-08-07","Cole Harbour","NS","CAN","CAN",71,200,2005,1,1,"L","Crosby","Sidney","C",75,44,45,28,17,89,17,18.4,24,1852,89450,1489.6,19.88,19.87,34.1,74.2,11.4,0.917,1031,4.83,2.38,67,61,2.46,411,411,325,255,255,255,29.8,113,34,22,56,23.7,22.9,404.2,80,80,91,-11,70,70,39,27,70,39,27,2.1,842,906,842,906,48.2,98.5,157,190,293,326,392,390,256,275,253,302,546,549,1,11,5,2,0,0,5,2,2,10,6,1,18,1,4,10,55,39,5,23,45,19,3,121,12,19,12,19,7,6.2,12,0,0,0,0,1841,1272,1393,959,1056,715,111.1,65.9,419,231,120,59,106,58,60,64,166,122,857,917,482,651,223,160,82,110,10.5,1.7,12.3,2880.93,131,9.9,125.4,94.6,1.26,"train",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1987,8,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"147",667500,"97-01-02","Sault Ste. Marie","ON","CAN","CAN",71,185,2015,3,67,"R","Speers","Blake","C",3,0,0,0,0,0,0,0.3,0,43,1707,28.4,9.48,9.48,17.4,0,0,1,1000,0,0,0,0,0,3,3,3,3,3,3,0.2,1,0,0,0,44.7,44.1,0,1,1,2,-1,0,0,1,1,0,1,1,3.3,0,2,0,2,0,9.1,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,30,15,20,15,14,0.8,0.8,4,2,0,0,0,0,1,0,1,0,18,4,10,12,2,3,2,1,-0.1,0,0,135.24,2,0,94.9,-0.2,-0.08,"train",FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1997,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"148",832500,"95-02-04","Hamilton","ON","CAN","CAN",76,220,2013,1,7,"L","Nurse","Darnell","D",44,5,6,2,4,11,0,-1.7,33,962,44927,744.2,17.02,16.98,30.9,37.9,7.8,0.917,995,2.34,2.9,44.6,-7,-0.56,145,145,110,85,85,85,3.1,4,1,4,5,48.5,47.6,22.6,107,107,50,57,25,36,11,53,36,11,53,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,23,8,0,17,21,0,2,37,12,2,11,1,-10,-4.6,9,3,0,0,0,663,728,494,563,370,433,32.1,39.5,124,145,29,36,28,28,29,47,57,75,337,338,449,282,143,84,53,46,0.9,1.5,2.4,1666.12,196,13.1,112.2,16.2,0.37,"train",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1995,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"149",8e+06,"91-12-13","Yaroslavl","INT","RUS","RUS",72,219,2010,1,16,"L","Tarasenko","Vladimir","RW",82,39,36,18,18,75,-1,4.1,12,2064,90872,1508.7,18.47,18.45,31.8,77.3,11,0.913,1024,3.86,2.19,63.8,42,1.67,526,525,398,286,286,286,25.4,82,14,14,28,29.3,27.4,309.9,50,50,94,-44,112,31,29,31,31,29,31,2.6,5,5,5,5,50,0.6,0,0,2,1,3,4,1,1,0,3,4,4,3,7,8,2,0,0,2,0,1,5,1,0,30,3,9,10,90,12,2,11,42,5,0,214,6,19,5,17,13,13,6,0,0,0,0,1606,1190,1198,866,879,635,80.2,52.8,271,174,97,55,55,40,54,54,109,94,783,791,358,493,165,144,73,83,8.4,1.7,10.2,3229.59,93,13.2,111.2,84.3,1.03,"train",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1991,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"150",692500,"95-08-02","Zilina","INT","SVK","SVK",74,202,2013,3,90,"L","Cehlarik","Peter","LW/RW",11,0,2,1,1,2,0,0.4,0,197,9183,153,13.92,13.91,26.4,25,10.4,0.897,1000,3.14,2.35,57.1,2,0.78,15,15,14,8,8,8,1.5,9,1,0,1,19.4,18.6,21.3,7,7,6,1,6,10,8,4,10,8,4,3.2,2,1,2,1,66.7,1.8,0,0,0,0,2,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,3,0,0,4,0,1,0,1,1,1.2,0,0,0,0,0,148,124,120,90,77,58,7.7,5.8,31,22,8,6,3,4,4,5,7,9,80,83,51,74,44,31,3,9,-0.2,0.2,0,426.56,11,0,106.7,2.7,0.24,"train",FALSE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1995,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"151",3500000,"84-10-29","Thunder Bay","ON","CAN","CAN",76,208,2003,1,2,"L","Staal","Eric","C",82,28,37,24,13,65,17,17.7,34,1926,91548,1521,18.6,18.59,31,72.2,10.2,0.916,1018,3.55,2.41,59.6,29,1.14,361,360,274,211,211,211,22,75,20,18,38,28.9,26.1,315.2,42,42,70,-28,63,24,51,39,24,51,39,2.9,577,597,577,597,49.1,79.1,156,199,208,201,213,197,191,166,187,192,346,377,0,3,8,4,0,1,3,0,3,2,2,0,18,0,1,4,58,22,5,15,21,7,2,139,17,17,17,15,0,1.2,17,0,0,0,0,1568,1344,1162,1006,886,726,81.5,56.9,289,171,90,61,73,41,79,50,152,91,726,759,318,457,144,171,81,78,6,2,8.1,3383.28,115,5.5,114.9,67,0.82,"train",FALSE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1984,10,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"152",9e+05,"92-04-20","Swan River","MB","CAN","CAN",74,208,2010,5,133,"L","Ferland","Micheal","LW/RW",76,15,10,6,4,25,-1,-1.4,50,1291,52736,878.6,11.57,11.56,22.7,67.6,8.8,0.921,1010,2.53,2.32,52.1,3,0.2,172,172,145,106,106,106,11.1,41,7,16,23,28,27.4,117.7,149,149,52,97,39,38,36,26,38,36,26,3.3,3,4,3,4,42.9,0.8,0,2,1,2,2,0,0,0,1,3,3,2,0,3,1,0,0,0,2,0,2,4,1,0,6,0,0,3,36,10,1,9,12,5,0,69,12,7,11,10,-5,-0.5,5,6,0,1,0,813,781,586,601,419,433,37.9,36.1,130,127,37,34,36,34,46,50,82,84,438,439,415,249,139,106,68,53,1.9,1,2.9,2993.79,231,37,108.9,26.2,0.35,"train",FALSE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1992,4,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"153",575000,"89-01-21","North Andover","MA","USA","USA",70,190,2010,2,47,"L","Farnham","Bobby","RW",3,0,0,0,0,0,0,-0.3,17,43,1489,24.7,8.27,8.26,16.5,0,0,1,1000,0,0,0,0,0,4,4,4,4,4,4,0.4,3,0,0,0,26.8,26.2,0,8,8,3,5,0,0,0,2,0,0,2,5.7,1,0,1,0,100,5.6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,3,0,1,1,-3,0,1,1,0,0,1,17,35,14,24,11,20,1.2,1.3,7,3,0,0,0,2,1,3,1,5,9,9,23,15,1,1,3,5,-0.1,0,0,125.01,28,8,126.3,-0.6,-0.2,"train",TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1989,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"154",6e+05,"91-05-17","Pickering","ON","CAN","CAN",73,210,2011,3,80,"L","Andreoff","Andy","LW/C",36,0,2,2,0,2,-2,0.5,70,527,22888,381.1,10.6,10.59,20.7,33.3,3.5,0.939,973,0.94,1.42,40,-3,-0.47,81,81,57,38,38,38,4.1,12,5,2,7,27.2,24.5,116.5,70,70,47,23,19,10,5,7,10,5,7,2.3,41,28,41,28,59.4,24.1,12,13,14,5,15,10,15,10,14,11,22,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,17,5,0,2,9,1,0,21,19,9,18,8,-10,-11,14,2,0,2,1,359,308,254,228,173,147,16.2,15.7,47,55,6,9,18,13,15,27,33,40,136,150,242,215,52,28,46,27,-0.9,0.5,-0.4,1457.01,149,5.4,105,5.4,0.15,"train",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1991,5,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"155",705000,"94-01-07","Ottawa","ON","CAN","CAN",72,212,2013,7,206,"R","Weegar","Mackenzie","D",3,0,0,0,0,0,0,0.1,4,62,3140,52.3,17.45,17.44,29.9,0,8,0.957,1037,2.29,1.15,66.7,1,1.15,5,5,5,3,3,3,0.2,0,0,0,0,46,46.4,0,4,4,1,3,2,0,1,1,0,1,1,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,2,0,2,0,-2,-1.7,2,0,0,0,0,44,34,34,30,25,23,2.3,2.2,8,9,2,1,2,2,1,1,3,3,12,15,9,9,9,3,4,2,-0.1,0.1,0.1,122.57,9,2.5,89.4,0.1,0.03,"train",FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1994,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"156",9e+05,"96-10-31","Stockholm","INT","SWE","SWE",73,184,2015,2,45,"R","Forsbacka Karlsson","Jakob","C",1,0,0,0,0,0,0,0.4,0,13,505,8.4,8.42,8.42,16,0,0,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.2,0,0,0,0,0,0,0,0,1,0,0,1,20,1,1,1,1,50,66.7,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,3,3,2,0.4,0,2,0,0,0,0,0,1,0,1,0,1,2,7,2,0,1,0,2,0,0,0,44.24,1,0,85.5,0.2,0.15,"train",FALSE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1996,10,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"157",8e+06,"84-06-16","Brampton","ON","CAN","CAN",76,212,2002,1,1,"L","Nash","Rick","RW/LW",67,23,15,13,2,38,9,0.4,26,1656,66186,1101.7,16.47,16.46,27.5,63.3,11,0.919,1029,3.27,2.51,56.6,14,0.76,319,319,265,195,195,195,22.4,84,14,18,32,27.1,23.4,202,63,63,53,10,70,46,43,35,46,43,35,3.2,0,1,0,1,0,0.1,0,0,0,0,0,1,0,1,0,0,0,0,0,5,3,2,0,0,3,0,0,3,2,0,15,1,5,4,60,19,1,6,25,16,2,126,13,21,13,16,8,3.5,13,0,0,0,0,1021,1089,783,801,545,570,56.8,49.9,202,164,60,46,41,33,46,52,87,85,593,650,295,329,209,138,54,64,3.7,1.4,5,2898.12,124,8.2,114.9,39.4,0.59,"train",FALSE,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1984,6,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"158",4e+06,"90-06-07","Winnipeg","MB","CAN","CAN",75,210,2008,3,69,"R","Stone","Michael","D",64,3,12,6,6,15,0,-13.1,32,1705,76099,1264.2,19.82,19.8,34.2,34.1,8.5,0.925,1010,2.09,2.47,45.8,-8,-0.38,186,186,127,81,81,81,3.2,0,4,1,5,52.8,49.2,145,125,125,86,39,46,26,5,143,26,5,143,10.7,1,0,1,0,100,0.1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,9,37,0,0,46,7,0,0,28,16,6,16,5,-10,-0.8,16,0,0,0,0,999,1334,736,985,517,694,47.1,63.9,162,213,44,52,42,47,53,55,95,102,624,649,512,373,167,112,68,68,0.4,2.9,3.3,2434.38,300,8.1,110.7,8.4,0.13,"train",FALSE,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1990,6,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"159",575000,"90-05-18","Roseau","MN","USA","USA",70,184,2008,2,40,"L","Ness","Aaron","D",2,0,0,0,0,0,-1,-0.3,0,33,1540,25.7,12.83,12.83,24.3,0,0,0.923,923,0,2.34,0,-1,-2.34,1,1,1,0,0,0,0,0,0,0,0,0,44.7,0,2,2,2,0,1,1,0,2,1,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,15,25,9,20,7,13,1,0.9,3,3,0,1,1,2,0,0,1,2,5,12,8,13,3,2,0,1,0,0,-0.1,80.15,4,0,93.5,-0.6,-0.28,"train",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1990,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"160",1850000,"90-07-18","Lycksele","INT","SWE","SWE",72,180,2010,2,47,"R","Karlsson","Melker","C/RW",67,11,11,5,6,22,7,1.4,22,1337,51459,855.9,12.8,12.79,23.4,78.6,8.5,0.922,1006,1.96,2.24,46.7,-4,-0.28,133,132,105,73,73,73,9.2,38,6,9,15,25.1,22.2,129.4,67,67,106,-39,32,23,17,59,23,17,59,6.9,1,5,1,5,16.7,0.8,0,0,0,2,1,3,1,0,0,5,0,3,0,1,1,0,1,1,1,2,1,0,3,0,4,0,0,1,31,6,5,6,4,7,0,45,11,16,10,16,5,3.9,11,0,0,0,0,702,852,502,584,331,408,26.9,39.8,81,143,28,32,17,33,36,32,53,65,357,425,318,366,152,107,47,55,1.2,1.4,2.6,2795.11,148,7.6,108.9,25.9,0.39,"train",TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1990,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
