Date,Open,High,Low,Close,Volume,Name
2012-08-13,47.0,47.6,46.61,47.36,2081689,LYB
2012-08-14,47.48,48.16,47.38,47.55,3439362,LYB
2012-08-15,47.56,47.93,47.16,47.77,2588356,LYB
2012-08-16,47.97,48.71,47.78,48.52,2076705,LYB
2012-08-17,48.68,49.32,48.4,49.24,2187247,LYB
2012-08-20,49.16,49.87,49.1,49.86,2986128,LYB
2012-08-21,49.96,49.96,48.94,49.06,2687788,LYB
2012-08-22,48.7,48.93,47.76,48.58,2142126,LYB
2012-08-23,48.05,48.33,47.25,47.73,2337947,LYB
2012-08-24,47.83,48.32,47.66,47.9,1938370,LYB
2012-08-27,46.52,47.4,46.31,47.13,2639453,LYB
2012-08-28,46.74,48.03,46.61,47.48,2961112,LYB
2012-08-29,47.47,47.72,46.64,47.29,3061894,LYB
2012-08-30,48.93,49.04,48.47,48.67,12325433,LYB
2012-08-31,48.99,49.09,48.6,48.84,4806426,LYB
2012-09-04,47.8,48.2,46.88,47.01,41142714,LYB
2012-09-05,47.11,47.53,46.66,46.97,10550528,LYB
2012-09-06,47.44,49.42,47.2,48.46,5915932,LYB
2012-09-07,48.64,49.71,48.4,49.46,3160050,LYB
2012-09-10,49.26,50.02,49.23,49.33,3123528,LYB
2012-09-11,49.59,50.23,49.17,49.4,2210721,LYB
2012-09-12,49.49,49.72,48.75,49.61,2819594,LYB
2012-09-13,49.59,52.35,49.58,51.92,7526329,LYB
2012-09-14,52.65,53.77,52.18,53.42,6535026,LYB
2012-09-17,53.15,53.2,51.8,51.98,3217285,LYB
2012-09-18,51.87,52.09,51.36,51.94,4171590,LYB
2012-09-19,52.41,53.62,52.22,52.5,4731998,LYB
2012-09-20,51.88,52.62,50.57,52.52,4663712,LYB
2012-09-21,52.95,53.21,52.13,52.37,6898752,LYB
2012-09-24,52.43,52.88,51.57,52.04,2775503,LYB
2012-09-25,52.52,52.69,50.69,50.8,4550762,LYB
2012-09-26,50.98,51.18,50.15,50.96,3356717,LYB
2012-09-27,51.23,52.21,50.89,51.88,2210129,LYB
2012-09-28,51.46,51.79,50.92,51.66,2528061,LYB
2012-10-01,52.06,52.75,51.95,52.2,2844288,LYB
2012-10-02,52.39,52.91,52.02,52.91,3158140,LYB
2012-10-03,52.99,52.99,52.1,52.34,3184580,LYB
2012-10-04,52.94,53.37,51.93,52.0,3639220,LYB
2012-10-05,52.69,53.18,52.45,52.68,3932157,LYB
2012-10-08,52.45,52.5,51.99,52.38,1969618,LYB
2012-10-09,52.41,52.56,51.17,51.22,3021343,LYB
2012-10-10,51.33,51.46,50.47,50.7,2428449,LYB
2012-10-11,51.37,51.89,51.31,51.35,2672233,LYB
2012-10-12,51.25,51.71,50.58,50.86,3602919,LYB
2012-10-15,50.92,51.48,50.62,51.42,2848986,LYB
2012-10-16,51.96,55.38,51.96,54.36,9418591,LYB
2012-10-17,54.79,55.76,54.5,55.74,4689267,LYB
2012-10-18,55.35,56.0,54.7,55.23,3071302,LYB
2012-10-19,55.0,55.09,54.0,54.33,3232632,LYB
2012-10-22,54.31,55.55,53.76,55.47,2880807,LYB
2012-10-23,54.15,54.27,52.5,53.03,4477139,LYB
2012-10-24,53.89,54.76,53.07,53.83,4199561,LYB
2012-10-25,54.33,54.57,52.92,53.4,3619246,LYB
2012-10-26,51.86,55.63,50.91,53.75,8962408,LYB
2012-10-31,53.81,54.04,52.7,53.39,4680877,LYB
2012-11-01,53.54,55.25,53.51,55.05,5695314,LYB
2012-11-02,53.6,53.75,52.87,53.06,10595558,LYB
2012-11-05,53.18,53.51,52.74,53.41,3529143,LYB
2012-11-06,53.69,54.09,53.26,53.82,8930375,LYB
2012-11-07,53.36,53.36,51.92,52.78,4930174,LYB
2012-11-08,52.81,53.14,51.83,51.92,2220947,LYB
2012-11-09,52.19,52.19,50.7,50.85,5490617,LYB
2012-11-12,51.02,51.2,50.45,50.65,2926388,LYB
2012-11-13,49.72,51.01,49.11,50.06,5199344,LYB
2012-11-14,50.68,50.68,49.04,49.21,5946564,LYB
2012-11-15,46.18,46.61,44.87,45.41,6339415,LYB
2012-11-16,45.5,47.04,45.35,46.87,6006475,LYB
2012-11-19,47.76,48.11,47.44,48.0,5383332,LYB
2012-11-20,48.0,48.1,46.95,47.55,3609957,LYB
2012-11-21,47.69,48.53,47.5,47.99,2726430,LYB
2012-11-23,48.4,50.94,48.03,48.62,1913951,LYB
2012-11-26,48.35,48.6,47.55,48.0,3507297,LYB
2012-11-27,47.97,48.15,47.32,47.55,3792119,LYB
2012-11-28,47.07,48.12,46.86,48.07,2783367,LYB
2012-11-29,48.2,49.02,48.15,48.74,4103955,LYB
2012-11-30,49.0,49.94,48.78,49.73,7394720,LYB
2012-12-03,49.89,50.23,48.46,48.88,4396442,LYB
2012-12-04,48.8,49.82,48.73,49.76,4103093,LYB
2012-12-05,49.0,51.85,48.77,51.85,19056892,LYB
2012-12-06,51.85,52.15,51.52,51.9,5978148,LYB
2012-12-07,52.48,53.86,52.4,53.81,5393095,LYB
2012-12-10,53.61,54.74,53.16,54.37,4282295,LYB
2012-12-11,54.56,54.72,53.62,54.05,4627220,LYB
2012-12-12,54.4,54.63,53.82,54.02,3597310,LYB
2012-12-13,54.02,54.25,52.8,52.98,2586370,LYB
2012-12-14,53.01,53.98,52.79,53.79,4281911,LYB
2012-12-17,54.1,54.77,53.81,54.75,3251205,LYB
2012-12-18,54.81,55.11,54.55,54.9,3091379,LYB
2012-12-19,55.12,55.25,54.77,54.85,3289057,LYB
2012-12-20,54.83,55.57,54.41,55.56,3457733,LYB
2012-12-21,54.85,55.22,54.12,55.14,6384417,LYB
2012-12-24,55.5,56.06,55.16,55.86,1752767,LYB
2012-12-26,56.13,57.05,55.82,56.49,4722301,LYB
2012-12-27,56.57,56.64,55.19,56.39,2458551,LYB
2012-12-28,55.91,56.39,55.43,55.51,2363649,LYB
2012-12-31,55.45,57.16,55.29,57.09,2679573,LYB
2013-01-02,58.41,59.59,57.94,59.17,4491841,LYB
2013-01-03,58.42,58.88,57.35,57.64,3561434,LYB
2013-01-04,58.01,58.65,57.89,58.41,2964008,LYB
2013-01-07,58.01,59.15,57.76,59.14,2329818,LYB
2013-01-08,58.93,59.8,58.28,59.74,3778722,LYB
2013-01-09,60.1,60.17,59.43,59.6,2962656,LYB
2013-01-10,60.19,60.74,59.55,60.61,3617368,LYB
2013-01-11,60.72,60.96,60.2,60.91,1993546,LYB
2013-01-14,60.78,61.42,60.73,61.2,3198298,LYB
2013-01-15,60.93,61.65,60.88,61.34,2181371,LYB
2013-01-16,61.02,61.07,60.26,60.52,2614697,LYB
2013-01-17,61.16,62.22,61.02,62.13,3670504,LYB
2013-01-18,62.05,62.59,61.53,62.59,2673677,LYB
2013-01-22,62.6,62.7,61.46,61.47,3584675,LYB
2013-01-23,61.25,62.16,61.16,62.11,4122167,LYB
2013-01-24,62.26,62.82,62.21,62.52,2663969,LYB
2013-01-25,62.91,62.97,62.18,62.75,2333067,LYB
2013-01-28,62.67,62.69,60.86,61.24,5244877,LYB
2013-01-29,61.5,63.55,61.5,63.26,5483348,LYB
2013-01-30,63.22,63.55,62.76,63.02,2486127,LYB
2013-01-31,62.56,64.2,62.2,63.42,4500600,LYB
2013-02-01,61.9,63.22,60.32,61.37,8408076,LYB
2013-02-04,61.14,62.42,61.04,61.09,4988070,LYB
2013-02-05,61.71,62.27,61.22,61.25,3935215,LYB
2013-02-06,61.29,61.49,60.46,61.06,3376322,LYB
2013-02-07,61.2,61.75,60.37,61.42,2845074,LYB
2013-02-08,61.56,62.23,60.94,62.11,3317232,LYB
2013-02-11,61.82,61.82,60.29,60.54,3176456,LYB
2013-02-12,60.62,60.89,60.12,60.51,2784366,LYB
2013-02-13,61.71,63.3,61.6,62.3,3862173,LYB
2013-02-14,61.57,61.9,61.06,61.17,9634675,LYB
2013-02-15,61.19,61.28,59.88,60.4,7182955,LYB
2013-02-19,60.84,61.18,60.38,61.18,3519548,LYB
2013-02-20,61.15,61.4,60.17,60.26,8481898,LYB
2013-02-21,58.63,59.31,56.91,57.68,7842839,LYB
2013-02-22,58.3,59.32,57.97,59.32,3974434,LYB
2013-02-25,59.38,59.68,56.97,56.98,4838513,LYB
2013-02-26,57.46,57.72,55.94,56.84,7557170,LYB
2013-02-27,57.01,58.44,56.5,58.2,5336945,LYB
2013-02-28,58.38,59.46,58.17,58.62,3650753,LYB
2013-03-01,58.19,60.64,57.43,59.69,5650043,LYB
2013-03-04,59.47,60.44,58.75,60.44,3376669,LYB
2013-03-05,60.54,61.42,60.53,60.77,4685385,LYB
2013-03-06,61.9,62.79,61.41,62.52,4936967,LYB
