Date,Open,High,Low,Close,Volume,Name
2012-08-13,35.8,35.83,34.7,34.91,1479011,AIZ
2012-08-14,34.8,35.01,34.21,34.29,1945866,AIZ
2012-08-15,34.3,34.64,34.24,34.37,1935855,AIZ
2012-08-16,34.36,34.58,34.31,34.42,1274917,AIZ
2012-08-17,34.47,34.86,34.4,34.63,1987678,AIZ
2012-08-20,34.63,34.82,34.47,34.64,1144882,AIZ
2012-08-21,34.67,35.03,34.5,34.63,904122,AIZ
2012-08-22,34.58,34.89,34.37,34.55,632150,AIZ
2012-08-23,34.35,34.43,33.89,33.89,394975,AIZ
2012-08-24,33.85,34.2,33.81,34.18,548984,AIZ
2012-08-27,34.3,34.33,33.97,34.06,445261,AIZ
2012-08-28,33.98,34.04,33.45,33.47,678338,AIZ
2012-08-29,33.56,33.99,33.36,33.98,610487,AIZ
2012-08-30,33.89,34.72,33.82,34.59,1011767,AIZ
2012-08-31,34.67,35.44,34.67,35.25,1100895,AIZ
2012-09-04,34.92,35.51,34.84,35.26,919269,AIZ
2012-09-05,35.35,35.88,35.2,35.88,1139677,AIZ
2012-09-06,36.03,36.44,35.82,36.42,1431159,AIZ
2012-09-07,36.42,36.73,36.3,36.54,736554,AIZ
2012-09-10,36.5,36.81,36.42,36.47,927363,AIZ
2012-09-11,36.41,37.07,36.35,37.06,850664,AIZ
2012-09-12,37.17,37.67,37.16,37.44,808552,AIZ
2012-09-13,37.37,38.0,36.96,37.92,729151,AIZ
2012-09-14,38.0,38.31,37.83,38.16,1086994,AIZ
2012-09-17,38.11,38.11,37.6,37.7,722330,AIZ
2012-09-18,37.68,37.82,37.3,37.6,1022162,AIZ
2012-09-19,37.64,37.75,37.22,37.53,917988,AIZ
2012-09-20,37.39,37.56,37.2,37.43,689632,AIZ
2012-09-21,37.69,37.93,37.34,37.35,621183,AIZ
2012-09-24,37.19,37.54,37.14,37.35,508631,AIZ
2012-09-25,37.41,37.46,37.09,37.14,772905,AIZ
2012-09-26,37.09,37.33,36.98,37.23,599635,AIZ
2012-09-27,37.47,37.47,36.92,37.16,543480,AIZ
2012-09-28,37.0,37.46,36.94,37.3,549078,AIZ
2012-10-01,37.44,37.75,37.18,37.31,507085,AIZ
2012-10-02,37.43,38.11,37.37,37.69,898277,AIZ
2012-10-03,38.27,38.71,38.02,38.33,1096811,AIZ
2012-10-04,38.58,39.07,38.37,39.06,866778,AIZ
2012-10-05,39.17,39.7,39.02,39.68,974307,AIZ
2012-10-08,39.44,39.82,39.31,39.34,563060,AIZ
2012-10-09,39.27,39.27,38.86,38.95,797970,AIZ
2012-10-10,38.88,39.35,38.85,39.14,546661,AIZ
2012-10-11,39.48,39.98,39.45,39.86,870897,AIZ
2012-10-12,39.8,39.87,39.26,39.38,587855,AIZ
2012-10-15,39.44,39.98,39.29,39.96,669334,AIZ
2012-10-16,40.19,40.69,40.12,40.51,521867,AIZ
2012-10-17,40.51,40.89,40.39,40.88,612860,AIZ
2012-10-18,40.86,41.27,40.86,41.0,491788,AIZ
2012-10-19,40.85,40.85,40.24,40.33,581374,AIZ
2012-10-22,40.38,41.36,40.38,40.89,962582,AIZ
2012-10-23,39.88,39.92,37.0,38.64,2192852,AIZ
2012-10-24,38.67,39.54,38.57,38.88,1328695,AIZ
2012-10-25,39.26,39.26,37.73,38.02,1279262,AIZ
2012-10-26,38.01,38.13,37.76,37.85,790235,AIZ
2012-10-31,37.87,38.14,37.58,37.81,694834,AIZ
2012-11-01,37.95,38.43,37.57,37.99,664881,AIZ
2012-11-02,38.03,38.1,37.22,37.6,811100,AIZ
2012-11-05,37.48,37.67,37.29,37.47,709360,AIZ
2012-11-06,38.02,38.03,37.66,37.82,854642,AIZ
2012-11-07,37.37,37.85,36.5,36.69,593583,AIZ
2012-11-08,36.69,36.96,36.07,36.07,727386,AIZ
2012-11-09,36.04,36.74,35.81,36.64,643704,AIZ
2012-11-12,36.69,36.69,36.06,36.29,516546,AIZ
2012-11-13,36.11,36.25,35.84,35.88,948399,AIZ
2012-11-14,36.03,36.04,34.76,34.85,632870,AIZ
2012-11-15,34.94,35.08,34.58,34.97,656634,AIZ
2012-11-16,34.98,35.67,34.9,35.56,852318,AIZ
2012-11-19,35.91,36.01,34.42,34.61,1948803,AIZ
2012-11-20,34.58,34.63,33.92,34.4,1409248,AIZ
2012-11-21,34.22,34.24,33.77,33.98,817860,AIZ
2012-11-23,34.21,34.37,33.9,34.35,270495,AIZ
2012-11-26,34.18,34.46,33.99,34.22,900079,AIZ
2012-11-27,34.21,34.36,33.8,33.83,1621807,AIZ
2012-11-28,33.62,34.05,33.62,33.99,1263281,AIZ
2012-11-29,34.0,34.3,33.75,33.98,2070065,AIZ
2012-11-30,33.87,34.23,33.8,34.21,1628334,AIZ
2012-12-03,34.28,34.4,33.68,33.96,1369492,AIZ
2012-12-04,34.0,34.82,33.86,34.81,1117650,AIZ
2012-12-05,34.79,35.0,34.63,34.81,925054,AIZ
2012-12-06,34.7,34.94,34.32,34.59,857098,AIZ
2012-12-07,34.65,34.85,34.45,34.81,694444,AIZ
2012-12-10,34.73,35.09,34.59,34.9,572783,AIZ
2012-12-11,35.09,35.12,34.71,35.03,786546,AIZ
2012-12-12,35.1,35.53,34.94,35.06,854298,AIZ
2012-12-13,34.96,35.39,34.95,35.01,660530,AIZ
2012-12-14,34.79,35.12,34.45,34.54,949887,AIZ
2012-12-17,34.67,35.15,34.63,35.08,562422,AIZ
2012-12-18,35.19,35.67,35.08,35.52,843859,AIZ
2012-12-19,35.49,35.84,35.41,35.43,759583,AIZ
2012-12-20,35.38,35.63,35.04,35.23,637525,AIZ
2012-12-21,34.89,35.07,34.56,34.79,1246848,AIZ
2012-12-24,34.71,35.19,34.66,34.82,229242,AIZ
2012-12-26,34.89,35.17,34.82,34.84,357012,AIZ
2012-12-27,34.9,35.0,34.13,34.51,492270,AIZ
2012-12-28,34.29,34.66,34.24,34.3,398524,AIZ
2012-12-31,34.3,34.73,34.12,34.7,946754,AIZ
2013-01-02,35.28,35.48,34.94,35.48,537152,AIZ
2013-01-03,35.46,35.49,35.15,35.39,778296,AIZ
2013-01-04,35.49,35.97,35.41,35.93,555100,AIZ
2013-01-07,35.8,35.89,34.88,35.17,687507,AIZ
2013-01-08,35.1,35.31,34.82,35.24,489352,AIZ
2013-01-09,35.24,35.56,35.13,35.44,497366,AIZ
2013-01-10,35.65,36.09,35.65,36.09,616536,AIZ
2013-01-11,36.21,36.34,35.75,36.19,1017358,AIZ
2013-01-14,36.22,36.92,36.2,36.92,1036936,AIZ
2013-01-15,36.78,36.96,36.27,36.78,1074860,AIZ
2013-01-16,36.69,36.76,36.27,36.3,1144919,AIZ
2013-01-17,36.6,37.98,36.6,37.18,1395091,AIZ
2013-01-18,37.28,37.37,36.98,37.29,786285,AIZ
2013-01-22,37.31,38.57,37.28,38.53,980205,AIZ
2013-01-23,38.35,38.52,37.69,37.95,893840,AIZ
2013-01-24,38.09,38.43,37.96,38.2,881947,AIZ
2013-01-25,38.34,38.62,38.13,38.62,617330,AIZ
2013-01-28,38.59,38.94,38.43,38.84,742524,AIZ
2013-01-29,38.78,38.98,38.42,38.83,996976,AIZ
2013-01-30,38.76,38.78,38.15,38.47,761996,AIZ
2013-01-31,38.26,38.41,37.87,38.24,802277,AIZ
2013-02-01,38.51,39.25,38.31,39.0,1069539,AIZ
2013-02-04,38.86,38.86,37.94,38.16,1062996,AIZ
2013-02-05,38.36,38.72,38.0,38.58,1024480,AIZ
2013-02-06,38.28,38.91,38.2,38.81,945880,AIZ
2013-02-07,39.82,40.33,38.14,38.39,2148751,AIZ
2013-02-08,38.55,38.74,38.09,38.56,651874,AIZ
2013-02-11,38.5,38.79,38.36,38.48,452892,AIZ
2013-02-12,39.15,41.35,39.05,41.05,2462236,AIZ
2013-02-13,41.06,41.39,40.83,41.39,1101830,AIZ
2013-02-14,41.15,42.18,41.06,42.01,1435436,AIZ
2013-02-15,41.92,42.13,41.57,41.84,1198038,AIZ
2013-02-19,41.81,42.38,41.67,42.21,1372301,AIZ
2013-02-20,42.03,42.05,41.26,41.29,1058179,AIZ
2013-02-21,41.19,41.19,40.72,41.01,1011224,AIZ
2013-02-22,41.17,41.79,41.17,41.64,844821,AIZ
2013-02-25,41.83,41.83,40.47,40.47,851874,AIZ
2013-02-26,40.68,41.01,40.17,40.65,897490,AIZ
2013-02-27,40.63,41.13,40.24,41.04,867138,AIZ
2013-02-28,40.97,42.27,40.78,41.99,1367919,AIZ
2013-03-01,41.74,41.9,41.32,41.82,893629,AIZ
2013-03-04,41.63,41.93,41.29,41.92,759899,AIZ
2013-03-05,42.13,42.76,42.0,42.6,986023,AIZ
2013-03-06,42.85,43.11,42.12,42.34,1126853,AIZ
2013-03-07,42.37,42.62,42.16,42.58,602633,AIZ
2013-03-08,42.78,42.94,42.6,42.84,437020,AIZ
2013-03-11,42.71,43.65,42.71,43.57,558941,AIZ
2013-03-12,43.62,43.9,43.41,43.82,652740,AIZ
2013-03-13,43.83,44.04,43.68,43.72,837634,AIZ
2013-03-14,43.79,44.47,43.72,44.21,440947,AIZ
2013-03-15,44.08,44.45,43.94,44.04,1121987,AIZ
2013-03-18,43.55,44.33,43.55,43.97,597307,AIZ
2013-03-19,44.07,44.52,43.92,44.38,608853,AIZ
2013-03-20,44.66,44.79,44.34,44.54,498474,AIZ
2013-03-21,44.37,44.68,43.07,43.85,1575660,AIZ
2013-03-22,44.09,44.2,43.58,44.02,1372375,AIZ
2013-03-25,44.3,44.4,43.95,44.0,1121221,AIZ
2013-03-26,42.9,44.52,42.9,44.06,2193614,AIZ
2013-03-27,43.86,44.54,43.72,44.4,1013384,AIZ
2013-03-28,44.37,45.05,44.23,45.01,803071,AIZ
2013-04-01,45.01,45.11,44.79,44.98,506175,AIZ
2013-04-02,45.24,45.46,45.02,45.3,662329,AIZ
2013-04-03,45.39,45.57,45.0,45.01,875163,AIZ
2013-04-04,45.14,45.46,45.01,45.37,973946,AIZ
2013-04-05,44.8,45.09,44.74,45.01,675798,AIZ
2013-04-08,45.09,45.78,45.01,45.77,584853,AIZ
2013-04-09,45.77,45.94,45.44,45.64,741704,AIZ
2013-04-10,46.59,47.23,46.49,47.16,1188380,AIZ
2013-04-11,47.34,47.86,47.06,47.5,1080687,AIZ
2013-04-12,47.31,47.6,47.31,47.49,369077,AIZ
2013-04-15,47.24,47.57,46.53,46.53,694291,AIZ
2013-04-16,46.87,47.56,46.81,47.51,660514,AIZ
2013-04-17,47.16,47.41,46.67,46.72,904554,AIZ
2013-04-18,46.86,46.96,45.96,46.11,1092930,AIZ
2013-04-19,46.47,46.73,46.27,46.66,857085,AIZ
2013-04-22,46.61,46.98,45.93,46.81,512252,AIZ
2013-04-23,47.03,47.52,46.91,47.28,645620,AIZ
2013-04-24,47.43,47.75,47.3,47.69,938299,AIZ
2013-04-25,45.03,46.71,45.03,46.6,985373,AIZ
2013-04-26,46.49,46.85,46.44,46.52,539169,AIZ
2013-04-29,46.73,47.25,46.72,47.15,841733,AIZ
2013-04-30,47.13,47.58,47.13,47.54,644588,AIZ
2013-05-01,47.69,47.91,47.34,47.34,574833,AIZ
2013-05-02,47.58,47.88,47.23,47.81,542064,AIZ
2013-05-03,48.23,48.5,47.34,47.45,908516,AIZ
2013-05-06,47.54,48.1,47.54,47.92,676969,AIZ
2013-05-07,48.05,48.16,47.86,48.06,1012441,AIZ
2013-05-08,48.12,48.3,47.84,47.87,1113708,AIZ
2013-05-09,47.93,48.05,47.38,47.52,688308,AIZ
2013-05-10,47.62,47.71,47.29,47.38,625964,AIZ
2013-05-13,47.39,48.03,47.39,47.95,792166,AIZ
2013-05-14,48.06,48.69,47.94,48.64,415009,AIZ
2013-05-15,48.58,49.59,48.52,49.57,664166,AIZ
2013-05-16,49.48,49.7,49.21,49.3,407615,AIZ
2013-05-17,49.39,49.94,49.39,49.84,412690,AIZ
2013-05-20,49.44,50.31,49.44,50.29,578689,AIZ
2013-05-21,50.21,50.8,50.11,50.6,614997,AIZ
2013-05-22,50.61,51.19,49.86,49.94,714063,AIZ
2013-05-23,49.25,50.25,49.13,50.05,578268,AIZ
2013-05-24,49.72,49.88,49.48,49.71,569761,AIZ
2013-05-28,50.33,51.03,49.93,49.97,720576,AIZ
2013-05-29,49.63,49.98,49.41,49.64,868709,AIZ
2013-05-30,49.75,50.8,49.73,50.58,410245,AIZ
2013-05-31,50.26,50.78,49.74,49.74,679839,AIZ
2013-06-03,49.84,50.26,49.02,49.58,538598,AIZ
2013-06-04,49.54,49.67,48.56,48.98,617587,AIZ
2013-06-05,48.85,49.06,48.44,48.62,494650,AIZ
2013-06-06,48.69,49.42,48.41,49.42,558030,AIZ
2013-06-07,49.74,50.04,49.35,49.97,481249,AIZ
2013-06-10,50.03,50.79,50.03,50.7,446955,AIZ
2013-06-11,50.21,50.59,49.94,50.05,298207,AIZ
2013-06-12,50.39,50.7,50.02,50.08,357002,AIZ
2013-06-13,50.08,51.05,49.92,50.86,436185,AIZ
2013-06-14,50.86,51.1,50.38,50.56,521189,AIZ
2013-06-17,50.82,51.49,50.71,51.35,326042,AIZ
2013-06-18,51.42,51.91,51.19,51.82,421133,AIZ
2013-06-19,51.87,51.92,51.02,51.03,376059,AIZ
2013-06-20,50.61,51.12,50.08,50.22,525423,AIZ
2013-06-21,50.68,50.96,49.64,50.24,903146,AIZ
2013-06-24,49.76,49.92,49.03,49.4,600287,AIZ
2013-06-25,49.88,50.12,49.44,49.82,477162,AIZ
2013-06-26,50.2,50.6,50.03,50.26,612531,AIZ
2013-06-27,50.56,51.09,50.51,50.91,521205,AIZ
2013-06-28,50.85,51.42,50.49,50.91,746682,AIZ
2013-07-01,51.17,51.6,50.96,51.51,832053,AIZ
2013-07-02,51.47,51.65,51.2,51.31,453506,AIZ
2013-07-03,50.28,50.86,50.2,50.43,309894,AIZ
2013-07-05,50.88,51.16,50.71,50.95,473184,AIZ
2013-07-08,51.29,51.97,51.29,51.78,596862,AIZ
2013-07-09,52.21,52.75,52.18,52.41,460588,AIZ
2013-07-10,52.24,52.51,51.95,52.3,456919,AIZ
2013-07-11,52.99,52.99,52.24,52.51,511392,AIZ
2013-07-12,52.51,53.09,52.26,53.09,303272,AIZ
2013-07-15,53.28,53.4,52.53,53.19,460435,AIZ
2013-07-16,53.16,53.57,52.98,53.27,348786,AIZ
2013-07-17,53.52,53.72,53.16,53.4,334049,AIZ
2013-07-18,53.48,53.71,53.29,53.52,379163,AIZ
2013-07-19,53.34,53.48,52.84,53.18,438797,AIZ
2013-07-22,53.17,53.6,52.84,53.52,389219,AIZ
2013-07-23,53.69,53.69,53.1,53.12,299642,AIZ
2013-07-24,53.24,53.42,52.46,52.94,601422,AIZ
2013-07-25,52.58,53.03,51.5,52.7,588076,AIZ
2013-07-26,52.43,53.1,52.12,53.09,324154,AIZ
2013-07-29,53.12,53.44,52.68,53.34,476950,AIZ
2013-07-30,53.56,53.87,52.71,53.19,408794,AIZ
2013-07-31,53.24,54.43,52.67,54.16,691480,AIZ
2013-08-01,54.55,55.19,54.5,54.66,499091,AIZ
2013-08-02,54.7,55.0,54.48,54.83,436233,AIZ
2013-08-05,54.73,55.08,54.38,54.51,980319,AIZ
2013-08-06,54.51,54.73,53.94,54.5,398440,AIZ
2013-08-07,54.4,55.02,53.9,54.83,818653,AIZ
2013-08-08,54.95,55.43,54.5,54.82,1599350,AIZ
2013-08-09,54.83,55.29,54.64,55.2,534680,AIZ
2013-08-12,55.03,55.91,54.68,55.69,749908,AIZ
2013-08-13,55.75,55.98,55.28,55.76,804099,AIZ
2013-08-14,55.7,56.12,55.43,55.58,409577,AIZ
2013-08-15,55.15,55.35,54.7,54.73,514850,AIZ
