DATE,TIME (UTC),ACID,No. A/C,TYPE A/C,ALT,MAJOR CITY,COLOR,Injury Reported,CITY,STATE
19-Feb-12,2150,SWA1707,1,B737,750,RNO,Green,NO,Reno,Nevada
20-Feb-12,136,UNKN,1,B734,2200,GTR,Green,NO,Columbus,Mississippi
20-Feb-12,301,LN761AF,1,S76,3500,RUE,Green,NO,Russellville,Arkansas
20-Feb-12,310,SKW4785,1,CRJ7,9000,SLC,Green,NO,Salt Lake City,Utah
20-Feb-12,311,N65259,1,C172,1500,PDX,Green,NO,Portland,Oregon
20-Feb-12,358,EGF3345,1,E135,4000,LEX,Red,NO,Lexington,Kentucky
20-Feb-12,420,FLG3845,1,CRJ9,2000,GSP,Green,NO,Greer,South Carolina
20-Feb-12,707,EGF3064,1,E135,2500,LAX,Green,NO,Los Angeles,California
20-Feb-12,707,SKW6376,1,E120,2500,LAX,Green,NO,Los Angeles,California
20-Feb-12,715,ASA221,1,B739,7500,SFO,Green,NO,San Francisco,California
21-Feb-12,206,EGF4255,1,E145,3000,BNA,Green,NO,Nashville, Tennessee
21-Feb-12,211,SNC7107,1,SH36,2000,SJU,Green,NO,San Juan,Puerto Rico
21-Feb-12,223,MRA682,1,C208,2000,RDU,Green,NO,Raleigh-Durham,North Carolina
21-Feb-12,223,N2130CH,1,UNKN,2000,RDU,Green,NO,Raleigh-Durham,North Carolina
21-Feb-12,327,SWA847,1,B737,3000,MCO,Blue,NO,Orlando,Florida
21-Feb-12,358,ASQ6057,1,E45X,10000,ORD,Green,NO,Chicago,Illinois
21-Feb-12,418,SKW6458,1,CRJ2,7000,SMO,Green,NO,Santa Monica,California
21-Feb-12,755,CPZ5701,1,E170,3000,BDL,Green,NO,Windsor Locks,Connecticut
21-Feb-12,756,AMF2318,1,BE99,2500,LOU,White,NO,Louisville,Kentucky
22-Feb-12,5,N575SP,1,C172,1700,GRB,Green,NO,Green Bay,Wisconsin
22-Feb-12,46,AAL1772,1,B738,7000,MIA,Green,NO,Miami,Florida
22-Feb-12,100,SWA1198,1,B733,2000,AUS,Green,NO,Austin,Texas
22-Feb-12,152,PEG20,1,GLF4,6000,MIA,Green,NO,Miami,Florida
22-Feb-12,534,FDX1618,1,MD10,10000,IND,Green,NO,Indianapolis,Indiana
22-Feb-12,535,SKW520C,1,CRJ2,7000,O32,Green,NO,Reedley,California
23-Feb-12,226,N450MT,1,EC35,3200,CHA,Red,NO,Chattanooga,Tennessee
23-Feb-12,242,AMF242,1,PA31,1000,HWD,Green,NO,Hayward,California
23-Feb-12,256,AWI3819,1,CRJ2,11000,ROC,Green,NO,Rochester,New York
23-Feb-12,314,N554VR,1,PC12,7000,EMT,Purple,NO,El Monte,California
23-Feb-12,358,CHOPPER5,1,B06,1200,APC,Green,NO,Napa,California
23-Feb-12,404,N333VS,1,C525,2800,CHA,Green,NO,Chattanooga,Tennessee
23-Feb-12,557,RATS33,1,K35A,2500,RIV,Green,NO,Riverside,California
23-Feb-12,558,AAL1709,1,B752,4000,MIA,Green,NO,Miami,Florida
23-Feb-12,652,FDX1617,1,A306,9000,IND,Green,NO,Indianapolis,Indiana
23-Feb-12,655,AAL1025,1,B752,2000,MIA,Green,NO,Miami,Florida
23-Feb-12,1007,AAL900,1,B772,2500,MIA,Green,NO,Miami,Florida
23-Feb-12,2149,SWA1131,1,B733,17000,ELP,Green,NO,Austin,Texas
24-Feb-12,113,FDX791,1,B752,1500,CWF,Green,NO,Miami,Florida
24-Feb-12,130,N738UT,1,C172,1900,OMN,Green,NO,Ormond Beach,Florida
24-Feb-12,245,TCF5983,1,E170,3000,DTW,Green,NO,Detroit,Michigan
24-Feb-12,655,DAL1995,1,B738,1500,SAN,Green,NO,San Diego,California
25-Feb-12,40,ASQ4171,1,E145,1300,HGR,Green or White,NO,Hagerstown,Maryland
25-Feb-12,55,AAL2181,1,B738,3000,DFW,Green,NO,Dallas-Fort Worth,Texas
25-Feb-12,157,SWA3076,1,B735,3000,DAL,Green,NO,Dallas,Texas
25-Feb-12,303,SWA1813,1,B737,3600,ONT,Green,NO,Ontario,California
25-Feb-12,2355,AWI3903,1,CRJ2,4000,CLT,Green,NO,Charlotte,North Carolina
25-Feb-12,2355,JBU595,1,E190,9000,TTS,Green,NO,Titusville,Florida
26-Feb-12,2357,N14GD,1,CL60,7000,PHL,Green,NO,Philadelphia,Pennsylvania
27-Feb-12,100,SWA508,1,B733,6000,PDX,Red and green,NO,Portland,Oregon
27-Feb-12,129,N583MT,1,DA40,5000,CSV,Green,NO,Crossville,Tennessee
27-Feb-12,1114,LOF5273,1,E145,7000,DAY,Green,NO,Dayton,Ohio
28-Feb-12,28,LBQ830,1,BE58,1400,JAX,Green,NO,Jacksonville,Florida
28-Feb-12,45,CJC4785,1,SF34,16000,CON,Green,NO,Concord,New Hampshire
28-Feb-12,145,EGF2982,1,E145,7900,DFW,Green,NO,Dallas-Fort Worth,Texas
28-Feb-12,153,HPJ006,1,LJ60,4000,FLL,Green,NO,Fort Lauderdale,Florida
28-Feb-12,508,SKW3488,1,CRJ7,4200,PDX,Green,NO,Portland,Oregon
28-Feb-12,530,N831FC,1,C25B,10000,SEA,Green,NO,Seattle,Washington
28-Feb-12,530,UNKN,1,PD8,2000,PIE,Green,NO,St. Petersburg ,Florida
28-Feb-12,535,UPS1487,1,B752,1500,RFD,UNKN,NO,Chicago/Rockford,Illinois
28-Feb-12,541,ASA372,1,B737,12000,MRT,Green,NO,Marysville,Ohio
29-Feb-12,10,AMF7110,1,E120,5000,TJPS,Green,NO,Ponce,Puerto Rico
29-Feb-12,232,N646SA,1,SYMP,3000,SSF,White,*NO,San Antonio,Texas
29-Feb-12,234,ANZ1,1,B77W,3000,SMO,Green,NO,Santa Monica,California
29-Feb-12,235,CHILI20,1,C5,3000,SSF,White,NO,San Antonio,Texas
29-Feb-12,240,CHASE5,1,B206,700,MCO,Green,NO,Orlando,Florida
29-Feb-12,240,N929MG,1,SR22,1800,MFE,Green,NO,McAllen,Texas
29-Feb-12,327,UAL327,1,A320,17000,DEN,Green,NO,Denver,Colorado
29-Feb-12,352,SKW6281,1,CRJ2,6200,RNO,Green,NO,Reno,Nevada
29-Feb-12,435,SWA1261,1,B737,11000,LAS,Green,NO,Las Vegas,Nevada
01-Mar-12,45,N56OTD,1,C560,4000,PDK,Green,NO,Atlanta,Georgia
01-Mar-12,48,REX351,1,PA34,5000,CLT,Green,NO,Charlotte,North Carolina
01-Mar-12,131,TRS551,1,B712,10200,ATL,Green,NO,Atlanta,Georgia
01-Mar-12,140,SWA1742,1,B733,2400,BNA,Green,NO,Nashville ,Tennessee
01-Mar-12,151,EGF4622,1,CRJ7,2400,BNA,Green,*NO,Nashville,Tennessee
01-Mar-12,153,MUSIC85,1,C130,2400,BNA,Green,NO,Nashville,Tennessee
01-Mar-12,215,SWA452,1,B737,4000,MDW,Green,NO,Chicago,Illinois
01-Mar-12,233,AWE316,1,B752,3200,AZ73,Green,NO,Tempe,Arizona
01-Mar-12,329,NKS304,1,A321,12000,2FA8,Green,NO,Sanford,Florida
02-Mar-12,154,AWE1947,1,B734,2500,FLL,Green,NO,Fort Lauderdale,Florida
02-Mar-12,235,N8059X,1,C172,UNKN,SGJ,Green,NO,Saint Augustine,Florida
02-Mar-12,254,FFT360,1,A319,3000,TPA,Green,NO,Tampa,Florida
02-Mar-12,254,SWA2340,1,B737,4100,PHX,Green,NO,Phoenix,Arizona
02-Mar-12,255,AAY799,1,MD83,3000,DAB,Red,NO,Daytona Beach,Florida
02-Mar-12,255,FLG4995,1,CRJ2,12000,HSV,Green,NO,Huntsville,Alabama
02-Mar-12,255,JBU654,1,A320,3000,TPA,Green,NO,Tampa,Florida
02-Mar-12,300,AAL1242,1,MD83,3000,TPA,Green,NO,Tampa,Florida
02-Mar-12,304,SWA3571,1,B737,3000,TPA,Green,NO,Tampa,Florida
02-Mar-12,343,DPS100,1,A109,1500,CWK,Green,NO,Austin,Texas
02-Mar-12,350,NKS904,1,A319,13000,LAL,Red and Green,NO,Lakeland,Florida
02-Mar-12,442,LJY871,1,C56X,7000,LAS,Green,NO,Las Vegas,Nevada
02-Mar-12,454,SENTRY33,1,E3,6000,TIK,Green,NO,Oklahoma City,Oklahoma
02-Mar-12,635,SWA1951,1,B733,7000,PHX,Green,NO,Phoenix,Arizona
02-Mar-12,1245,FDX1742,1,A306,8000,LAX,Green,NO,Los Angeles,California
03-Mar-12,122,UAL1226,1,B737,4000,FLL,Green,NO,Fort Lauderdale,Florida
03-Mar-12,137,AWI4015,1,CRJ2,60,BWI,Green,NO,Baltimore,Maryland
03-Mar-12,209,N776RW,1,BE20,400,BPK,Green,NO,Mountain Home,Arkansas
03-Mar-12,212,SWA1760,1,B737,3000,HOU,Green,NO,Houston,Texas
03-Mar-12,226,ASQ5266,1,CRJ9,3500,ATL,Green,NO,Atlanta,Georgia
03-Mar-12,308,TRS737,1,B712,4000,MKE,Green,NO,Milwaukee,Wisconsin
03-Mar-12,410,AAL1355,1,MD82,3500,SJC,Green,NO,San Jose,California
03-Mar-12,410,SWA1823,1,B737,3000,SJC,Green,NO,San Jose,California
03-Mar-12,446,SWA144,1,B737,3500,OAK,Green,NO,Oakland,California
03-Mar-12,446,SWA2503,1,B737,3500,OAK,Green,NO,Oakland,California
03-Mar-12,455,UAL447,1,A319,4000,SFO,Green,NO,San Francisco,California
03-Mar-12,624,AR4,1,B06,4700,LBB,Green,NO,Lubbock,Texas
03-Mar-12,650,SKW321U,1,E120,4000,OKB,Green,NO,Oceanside,California
04-Mar-12,32,PENNSTAR2,1,EC35,800,PHL,Green,NO,Philadelphia,Pennsylvania
04-Mar-12,140,AWE1823,1,B737,8000,CLT,Green,NO,Charlotte,North Carolina
04-Mar-12,149,EGF4456,1,E135,6000,LGA,Green,NO,New York,New York
04-Mar-12,325,N5466M,1,C152,5000,PSC,Green,NO,Pasco,Washington
04-Mar-12,410,VRD27,1,A319,6000,SFO,Green,NO,San Francisco,California
04-Mar-12,413,FFT269,1,A319,8000,SNA,White and Green,NO,Santa Ana,California
04-Mar-12,507,JBU1424,1,A320,3500,PDX,Green,NO,Portland,Oregon
04-Mar-12,731,N531TS,1,LJ31,500,BFI,Green,NO,Seattle,Washington
05-Mar-12,202,DAL2003,1,D21,4000,DTW,Green,NO,Detroit,Michigan
05-Mar-12,211,SWA342,1,B737,12000,GMN,Green,NO,Gorman,California
05-Mar-12,327,AWE92,1,A320,UNKN,PDX,Green,NO,Portland,Oregon
05-Mar-12,336,AWE1698,1,B734,11000,CLT,Green,NO,Charlotte,North Carolina
05-Mar-12,417,N222GS,1,BE58,2500,FTW,Purple,NO,Fort Worth,Texas
05-Mar-12,448,UPS705,1,B752,FL320,BNA,Green,NO,Nashville,Tennessee
05-Mar-12,556,EJA663P,1,C56X,4500,TUS,Green,NO,Tucson,Arizona
05-Mar-12,751,SKW358T,1,CRJ7,UNKN,SAN,Green,NO,San Diego,California
05-Mar-12,755,RPA1479,1,E190,5200,LAS,Green,NO,Las Vegas,Nevada
06-Mar-12,42,SWA3561,1,B737,3500,ALB,Green,NO,Albany,New York
06-Mar-12,50,ELJ984,1,C750,13000,PHL,Green,NO,Philadelphia,Pennsylvania
06-Mar-12,54,FJS100,1,LJ55,13000,PHL,Green,NO,Philadelphia,Pennsylvania
06-Mar-12,107,UAL1138,1,B738,6000,HOU,Green,NO,Houston,Texas
06-Mar-12,237,RPA3409,1,E170,11000,LNS,Green,NO,Lancaster,Pennsylvania
06-Mar-12,310,SKW5327,1,CRJ7,5000,SMO,Green,NO,Santa Monica,California
06-Mar-12,314,DAL2229,1,B738,800,MIA,Green,NO,Miami,Florida
06-Mar-12,319,AAL1736,1,B752,800,MIA,Green,NO,Miami,Florida
06-Mar-12,327,SWA3601,1,B737,UNKN,PDX,Green,NO,Portland,Oregon
06-Mar-12,350,CJC3877,1,SF34,17000,HAR,Green,NO,Harrisburg,Pennsylvania
06-Mar-12,615,UAL1115,1,B738,3000,MSY,Green,NO,New Orleans,Louisiana
06-Mar-12,620,SWA2055,1,B733,220,PDX,Green,NO,Portland,Oregon
06-Mar-12,725,AAL2211,1,MD83,200,PDX,Green,NO,Portland,Oregon
06-Mar-12,900,N431GW,1,PAY2,900,SAU,Green,NO,Sausalito,California
07-Mar-12,135,N66ER,1,C172,2000,VRB,Green,NO,Vero Beach,Florida
07-Mar-12,207,ASQ5929,1,E145,2700,GSP,Green,NO,Greer,South Carolina
07-Mar-12,347,RPA3405,1,E170,4000,PIT,Green,NO,Pittsburgh,Pennsylvania
07-Mar-12,502,EGF2774,1,E145,2000,CRP,Green,NO,Corpus Christi,Texas
07-Mar-12,631,FDX1298,1,B722,6000,MEM,Green,NO,Memphis,Tennessee
07-Mar-12,2329,RPA3405,1,E170,3500,DCA,Green,*NO,Washington,District of Columbia
07-Mar-12,2345,FDX753,1,DC10,8000,BWI,Green,NO,Baltimore,Maryland
08-Mar-12,26,LOF3336,1,E145,10000,MXE,Green,NO,Modena,Pennsylvania
08-Mar-12,127,JBU658,1,A320,2000,SYR,Green,NO,Syracuse,New York
08-Mar-12,145,WIG7417,1,C208,2500,SYR,Green,NO,Syracuse,New York
08-Mar-12,202,AWI3895,1,CRJ2,12000,BOS,Green,NO,Boston,Massachusetts
08-Mar-12,221,ASQ4681,1,E45X,8000,PIT,Green,NO,Pittsburgh,Pennsylvania
08-Mar-12,313,TCF5958,1,E170,1000,LGA,Red,NO,New York,New York
08-Mar-12,415,VRD236,1,A320,6000,ORD,Green,NO,Chicago,Illinois
08-Mar-12,559,ASQ6137,1,E45X,2400,E45X,Green,NO,Lansing,Michigan
08-Mar-12,651,AWE942,1,A321,10500,CCR,Green,*NO,Concord,California
08-Mar-12,729,R05560,1,AH64,500,GTB,Green,NO,Fort Drum,New York
08-Mar-12,830,AAL185,1,B762,10000,LAX,Green,NO,Los Angeles,California
09-Mar-12,10,N911LP,1,B06,2000,LEX,Green,NO,Lexington,Kentucky
09-Mar-12,20,N628GB,1,C550,4000,RSW,Green,NO,Fort Myers,Florida
09-Mar-12,25,SWA1173,1,B733,6000,JOT,Green,NO,Joliet,Illinois
09-Mar-12,128,TRS619,1,B712,2500,MKE,Green,NO,Milwaukee,Wisconsin
09-Mar-12,215,RPA3339,1,E170,13000,MXE,Green,NO,Modena,Pennsylvania
09-Mar-12,239,RBY5803,1,B734,7000,ACY,Green,NO,Atlantic City,New Jersey
09-Mar-12,250,FDX1026,1,DC10,11500,BOS,Green,NO,Boston,Massachusetts
09-Mar-12,333,AMF1935,1,SW4,2000,ONT,Green,NO,Ontario,California
09-Mar-12,415,AWI3759,1,CRJ2,10000,MXE,Green,NO,Modena,Pennsylvania
09-Mar-12,417,AMF1026,1,SW4,1600,LUK,Green,NO,Cincinnati,Ohio
09-Mar-12,509,WJA1790,1,B737,1000,LAS,Green,NO,Las Vegas,Nevada
09-Mar-12,510,STAR94,1,AS350,700,RIV,Green,NO,Riverside ,California
09-Mar-12,520,TUMBO70,1,C130,3000,IAB,Green,NO,Wichita,Kansas
09-Mar-12,522,UPS77,1,MD11,6000,SBD,Green,NO,San Bernardino,California
09-Mar-12,625,DAL1465,1,B752,11000,SJC,Green,NO,San Jose,California
09-Mar-12,738,ASA107,1,B738,6000,ANC,Green,NO,Anchorage ,Alaska
10-Mar-12,105,N7146R,1,P28A,3000,AGC,Green,NO,Pittsburgh,Pennsylvania
10-Mar-12,111,UAL1690,1,B753,12000,JOT,Green,NO,Joliet,Illinois
10-Mar-12,250,FLG3529,1,CRJ2,10000,CBG,Green,NO,Cambridge,Minnesota
10-Mar-12,341,N911FA,1,B06,1500,EMT,Green,NO,El Monte,California
10-Mar-12,418,DAL1180,1,B752,6000,MCO,Green,NO,Orlando,Florida
10-Mar-12,440,N943VG,1,SR22,8000,9A5,Red,NO,LaFayette,Georgia
10-Mar-12,600,SWA277,1,B733,10000,SJC,Green,NO,San Jose,California
10-Mar-12,615,N9262R,1,C550,12000,BMI,Green,NO,Bloomington/Normal,Illinois
10-Mar-12,843,QXE297,1,DH8D,7000,DSD,Green,NO,Redmond,Oregon
11-Mar-12,26,AWE1176,1,A320,FL240,DPK,Green,NO,Deer Park,New York
11-Mar-12,40,RBY5903,1,B734,9000,MYR,Green,NO,Myrtle Beach ,South Carolina
11-Mar-12,127,EGF484,1,CRJ7,11000,CLT,Green,NO,Charlotte,North Carolina
11-Mar-12,141,SWA199,1,B737,4000,BAL,Green,NO,Baltimore,Maryland
11-Mar-12,239,SWA2238,1,B733,16600,STL,Green,NO,St. Louis,Missouri
11-Mar-12,328,KENTUCKY11,1,B06,2200,SDF,Green,NO,Louisville,Kentucky
11-Mar-12,618,METRO5,1,H500,2100,LAS,Green,NO,Las Vegas,Nevada
12-Mar-12,26,N496DS,1,P28A,4500,DOV,Green,NO,Dover,Delaware
12-Mar-12,43,EGF4482,1,E135,50,DCA,Green,NO,Washington,District of Columbia
12-Mar-12,107,DAL1016,1,B738,7000,DTW,Green,NO,Detroit,Michigan
12-Mar-12,220,AIRVAC85,1,B06,2000,HTS,Green,NO,Huntington,West Virginia
12-Mar-12,310,SWA1535,1,B733,2000,CCC,Green,NO,Calverton,New York
12-Mar-12,317,CRIMSON6,1,P28A,2200,GZL,Red,NO,Stigler,Oklahoma
12-Mar-12,402,SWA546,1,B737,11000,RNO,Green,NO,Reno,Nevada
12-Mar-12,404,AAL1773,1,MD82,4000,LAS,Green,NO,Las Vegas,Nevada
12-Mar-12,533,AWE430,1,A320,UNKN,LAS,Green,NO,Las Vegas,Nevada
13-Mar-12,19,AAL1726,1,B752,800,MIA,Green,NO,Miami,Florida
13-Mar-12,240,TRS1090,1,B712,5000,MCO,Green,NO,Orlando,Florida
13-Mar-12,242,JIA547,1,CRJ2,12000,CLT,Green,NO,Charlotte,North Carolina
13-Mar-12,248,SWA462,1,B737,9000,AHQ,Green,NO,Wahoo,Nebraska
14-Mar-12,48,N1327N,1,C172,2500,IND,Green,NO,Indianapolis,Indiana
14-Mar-12,50,UAL1407,1,B738,10000,CLE,Green,NO,Cleveland,Ohio
14-Mar-12,130,ASQ4517,1,E45X,10000,1D2,Green,*NO,Plymouth,Michigan
14-Mar-12,237,EGF3682,1,CRJ7,FL180,WBW,Green,NO,Wilkes-Barre,Pennsylvania
14-Mar-12,251,UCA4772,1,DH8B,1000,BDL,Green,NO,Windsor Locks,Connecticut
14-Mar-12,252,ASQ4226,1,E145,7000,MCI,Green,NO,Kansas City,Missouri
14-Mar-12,256,ASQ4372,1,E145,1500,OMA,Green,NO,Omaha,Nebraska
14-Mar-12,511,UAL1669,1,B738,11000,PHX,Green,NO,Phoenix,Arizona
14-Mar-12,526,SHERIFF24,1,B06,500,LGB,Green,NO,Long Beach,California
14-Mar-12,734,HAL596,1,B712,1200,OGG,Green,NO,Kahului,Hawaii
14-Mar-12,2341,RPA3349,1,E170,1700,PHL,Green,NO,Philadelphia,Pennsylvania
15-Mar-12,25,N947DB,1,C172,3000,ICT,Green,NO,Wichita,Kansas
15-Mar-12,119,TRS1620,1,B737,1000,MCO,Green,NO,Orlando,Florida
15-Mar-12,312,N995MS,1,BE20,2000,CID,Green,NO,Cedar Rapids,Iowa
15-Mar-12,1107,TVD995,1,C402,9000,YKM,Blue,NO,Yakima,Washington
16-Mar-12,22,SWA255,1,B733,11000,EMI,Green,NO,Westminster,Maryland
16-Mar-12,105,ASQ96B,1,E45X,11500,MSN,Green,NO,Madison,Wisconsin
16-Mar-12,110,CPZ5775,1,E170,1500,DTW,Green,NO,Detroit,Michigan
16-Mar-12,133,EJM596,1,LJ60,3000,YNG,Green,NO,Youngstown/Warren,Ohio
16-Mar-12,228,N270DS,1,DA40,1900,UES,Green,NO,Waukesha,Wisconsin
16-Mar-12,319,SWA285,1,B737,8000,LAS,Red,NO,Las Vegas,Nevada
16-Mar-12,325,AWE241,1,A319,8000,LAS,Green,NO,Las Vegas,Nevada
16-Mar-12,329,EMD09,1,B06,100,ICT,Green,NO,Wichita,Kansas
16-Mar-12,332,FFT817,1,A320,8000,MCI,Green,NO,Kansas City,Missouri
17-Mar-12,31,PDT4553,1,DH8D,3000,LGA,Green,NO,New York,New York
17-Mar-12,56,ASQ6053,1,E145,5000,ORD,Green,NO,Chicago,Illinois
17-Mar-12,129,SWA966,1,B737,3000,MDW,Green,NO,Chicago,Illinois
17-Mar-12,136,EJA324,1,C650,6000,PIE,Green,NO,St. Petersburg-Clearwater,Florida
17-Mar-12,155,EGF4307,1,E145,FL230,MKG,Green,NO,Muskegon,Michigan
17-Mar-12,155,TRS1950,1,B737,2800,MCO,Green,NO,Orlando,Florida
17-Mar-12,204,AWE1606,1,A320,6000,DTW,Green,NO,Detroit,Michigan
17-Mar-12,221,SWA1365,1,B737,40,MTN,Green,NO,Baltimore,Maryland
17-Mar-12,309,SWA8655,1,B737,6000,JOT,Green,NO,Joliet,Illinois
17-Mar-12,322,SWA1252,1,B737,10500,LAS,Green,NO,Las Vegas,Nevada
17-Mar-12,346,SCX640,1,B738,5000,MSP,Green,NO,Minneapolis,Minnesota
17-Mar-12,410,VVPJ962,1,P3,2000,0S9,Green,NO,Port Townsend,Washington
17-Mar-12,411,SWA793,1,B737,3700,LAS,Green,NO,Las Vegas,Nevada
17-Mar-12,441,SILVER76,1,B06,2600,LAS,Green,NO,Las Vegas,Nevada
17-Mar-12,444,SWA256,1,B737,10000,LAS,Green,NO,Las Vegas,Nevada
17-Mar-12,446,SWA801,1,B737,8000,LAS,Green,NO,Las Vegas,Nevada
17-Mar-12,522,CHQ5031,1,E135,8000,ORD,Green,NO,Chicago,Illinois
17-Mar-12,1104,FDX1469,1,B752,3000,FNT,Green,NO,Flint,Michigan
17-Mar-12,1210,UAL1225,1,B738,13000,PHX,Green,NO,Phoenix,Arizona
18-Mar-12,15,CPZ5785,1,E170,10000,DTW,Green,NO,Detroit,Michigan
18-Mar-12,53,TRS870,1,B712,12000,ATL,Green,NO,Atlanta,Georgia
18-Mar-12,158,UAL394,1,A320,UNKN,LGA,Green,NO,New York,New York
18-Mar-12,206,DAL1208,1,A320,4000,CVG,Red,NO,Covington,Kentucky
18-Mar-12,220,SKW785,1,CRJ2,11000,COS,Green,NO,Colorado Springs,Colorado
18-Mar-12,335,SkW537L,1,CRJ7,9000,COS,Green,NO,Colorado Springs,Colorado
18-Mar-12,512,METRO2,1,H500,2200,LSV,Green,NO,Las Vegas,Nevada
18-Mar-12,516,SWA1070,1,B737,2000,MHT,Green,NO,Manchester,New Hampshire
18-Mar-12,528,EJA876P,1,H25B,5000,HEF,Green,NO,Manassas,Virginia
18-Mar-12,920,ASA16,1,B738,2000,MCI,Green,NO,Kansas City,Missouri
19-Mar-12,27,TRS1493,1,B712,6000,MCO,Green,NO,Orlando,Florida
19-Mar-12,36,KAP67,1,C402,5000,LNS,Green,NO,Lancaster ,Pennsylvania
19-Mar-12,101,AAL1873,1,B752,UNKN,MCO,Green/White,NO,Orlando,Florida
19-Mar-12,115,CJC4903,1,DH8D,2000,MFE,Green,NO,McAllen,Texas
19-Mar-12,135,ASQ4410,1,E145,11000,IND,Green,NO,Indianapolis,Indiana
19-Mar-12,150,EGF4026,1,E135,11000,SBM,Green,NO,Sheboygan,Wisconsin
19-Mar-12,333,PDT4459,1,DH8A,UNKN,BWI,Green,NO,Baltimore,Maryland
19-Mar-12,440,SWA335,1,B735,6000,MCC,Green,NO,Sacramento,California
19-Mar-12,552,WJA1291,1,B737,7000,LAS,Green,NO,Las Vegas,Nevada
19-Mar-12,622,UAL527,1,B752,3000,LAX,Green,NO,Los Angeles,California
20-Mar-12,47,N426PF,1,CL60,7000,ENW,Red,NO,Kenosha,Wisconsin
20-Mar-12,105,JBU1148,1,E190,UNKN,MCO,Green/White,NO,Orlando,Florida
20-Mar-12,109,TCF5879,1,E170,7000,IND,Green,NO,Indianapolis,Indiana
20-Mar-12,122,SWA1078,1,B737,4400,BNA,Green,NO,Nashville,Tennessee
20-Mar-12,134,N8079Y,1,PA28,2000,PIE,Green,NO,St. Petersburg-Clearwater,Florida
20-Mar-12,235,ASQ4499,1,E145,UNKN,BWI,Green,NO,Baltimore,Maryland
20-Mar-12,330,SAFETY149,1,B06,4000,ELP,Green,NO,El Paso, Texas
20-Mar-12,426,SWA894,1,B737,UNKN,BWI,Green,NO,Baltimore,Maryland
20-Mar-12,505,AMF2312,1,B190,3000,SDF,Green,NO,Louisville,Kentucky
20-Mar-12,532,N6756X,1,BE76,2000,VRB,Green,NO,Vero Beach,Florida
20-Mar-12,620,FDX2642,1,A306,3000,IND,Green,NO,Indianapolis,Indiana
20-Mar-12,626,NKS430,1,A320,2500,ORD,Green,NO,Chicago,Illinois
21-Mar-12,157,VADER03,1,C130,3000,YNG,Green,NO,Youngstown/Warren,Ohio
21-Mar-12,158,SWA325,1,B737,2500,SAT,Green,NO,San Antonio,Texas
21-Mar-12,159,DAL2274,1,B752,2000,DTW,Green,NO,Detroit,Michigan
21-Mar-12,200,FLG3802,1,CRJ2,3000,AVP,Green,NO,Wilkes-Barre/Scranton,Pennsylvania
21-Mar-12,203,LN103HN,1,BK17,1500,CAE,Green,NO,Columbia,South Carolina
21-Mar-12,203,UAL1691,1,B738,3500,SAT,Blue,NO,San Antonio,Texas
21-Mar-12,219,TAZZ73,1,K35R,9000,CYO,Green,NO,Circleville,Ohio
21-Mar-12,245,AAL1464,1,B752,13000,TUL,Green,NO,Tulsa,Oklahoma
21-Mar-12,307,N22959,1,C150,1500,ACT,Green,NO,Waco,Texas
21-Mar-12,429,SWA3853,1,B737,9000,ALB,Green,NO,Albany,New York
22-Mar-12,130,C6539,1,H60,2000,VQQ,Green,NO,Jacksonville,Florida
22-Mar-12,141,AAL1667,1,MD82,800,TPA,Green,NO,Tampa,Florida
22-Mar-12,158,AAY653,1,MD83,5000,SFB,Red,NO,Orlando,Florida
22-Mar-12,201,TCF5128,1,E170,FL330,BGR,Green,NO,Bangor,Maine
22-Mar-12,215,TRS951,1,B712,2000,FLL,Green,NO,Fort Lauderdale,Florida
22-Mar-12,222,EGF4569,1,E135,4500,DTW,Green,NO,Detroit,Michigan
22-Mar-12,224,SWA637,1,B735,2000,MDW,Green,NO,Chicago,Illinois
22-Mar-12,245,SKW568H,1,E120,1000,FAT,Green,NO,Fresno,California
22-Mar-12,535,SWA395,1,B737,4200,LAS,Green,NO,Las Vegas,Nevada
23-Mar-12,110,AMF1364,1,BE99,1000,PBG,Green,NO,Plattsburgh,New York
23-Mar-12,138,TRS15,1,B737,3000,MCO,Green,NO,Orlando,Florida
23-Mar-12,139,JENA47,1,C208,3000,MCO,Green,NO,Orlando,Florida
23-Mar-12,211,ASQ4185,1,E45X,2400,CLE,Green,NO,Cleveland,Ohio
23-Mar-12,211,N4188S,1,BE58,3000,M54,Blue,NO,Lebanon,Tennessee
23-Mar-12,338,TCF5991,1,E170,4000,IND,Green,NO,Indianapolis,Indiana
23-Mar-12,359,HI915,1,C550,4500,CRG,Green,NO,Jacksonville,Florida
23-Mar-12,415,JBU91,1,A320,8000,SCK,Green,NO,Stockton,California
23-Mar-12,454,TXHP107,1,B06,1300,SAT,Green,NO,San Antonio,Texas
23-Mar-12,531,WJA1118,1,B738,5200,LAS,Green,NO,Las Vegas,Nevada
23-Mar-12,610,AAY599,1,MD83,4200,LAS,Green,NO,Las Vegas,Nevada
24-Mar-12,238,RPA3198,1,E170,8000,CLT,Green,NO,Charlotte,North Carolina
24-Mar-12,325,EMD11,1,AS350,2200,ICT,Green,NO,Wichita,Kansas
24-Mar-12,340,AAL1098,1,MD82,10000,DFW,Green,NO,Dallas-Fort Worth,Texas
24-Mar-12,352,TRS15,1,B737,800,TJSJ,Green,NO,San Juan,Puerto Rico
