game_id,season,position,dj_score,wager,correct,coryat_score
5608,33,right,13200.0,8800.0,True,9800.0
5607,33,returning_champion,14400.0,3201.0,False,16000.0
5607,33,middle,8600.0,2600.0,False,8600.0
5607,33,right,8800.0,8602.0,True,8000.0
5602,33,returning_champion,13800.0,7599.0,True,13800.0
5602,33,middle,10000.0,9999.0,False,9600.0
5602,33,right,2000.0,401.0,True,5000.0
5606,33,returning_champion,7700.0,6501.0,True,9600.0
5606,33,middle,17200.0,1000.0,False,17200.0
5606,33,right,7100.0,7099.0,False,6200.0
5600,33,returning_champion,12400.0,10000.0,False,12400.0
5600,33,middle,6000.0,3300.0,False,9000.0
5600,33,right,7800.0,7000.0,True,10800.0
5599,33,returning_champion,12200.0,11001.0,False,9000.0
5599,33,middle,11600.0,10000.0,True,14600.0
5599,33,right,10200.0,10198.0,True,10200.0
5598,33,returning_champion,19000.0,2000.0,True,20400.0
5598,33,middle,17200.0,17200.0,False,13000.0
5598,33,right,13600.0,10000.0,True,10200.0
5595,33,returning_champion,12200.0,2000.0,False,13200.0
5595,33,middle,11400.0,1799.0,False,16200.0
5595,33,right,4800.0,1998.0,False,4800.0
5594,33,returning_champion,-800.0,,,8800.0
5594,33,middle,22000.0,7000.0,True,21600.0
5594,33,right,5600.0,5600.0,True,5000.0
5591,33,returning_champion,11800.0,11800.0,True,11800.0
5591,33,middle,14000.0,10000.0,False,13400.0
5591,33,right,7200.0,0.0,False,10800.0
5590,33,returning_champion,15400.0,7500.0,True,15400.0
5590,33,middle,3000.0,2399.0,True,3000.0
5590,33,right,14800.0,12000.0,True,12600.0
5589,33,returning_champion,12800.0,6000.0,True,11400.0
5589,33,middle,8800.0,4200.0,True,8800.0
5589,33,right,9200.0,9199.0,True,10200.0
5581,33,returning_champion,17400.0,201.0,True,10800.0
5581,33,middle,19200.0,9200.0,True,18800.0
5581,33,right,17600.0,17595.0,False,17600.0
5583,33,returning_champion,13400.0,1600.0,False,13400.0
5583,33,middle,13401.0,13400.0,True,9000.0
5583,33,right,11800.0,1602.0,True,11800.0
5573,33,returning_champion,1800.0,1800.0,False,3000.0
5573,33,middle,12400.0,5601.0,False,12000.0
5573,33,right,9000.0,2000.0,True,8600.0
5577,33,returning_champion,12200.0,6601.0,False,16200.0
5577,33,middle,14000.0,10401.0,False,12600.0
5577,33,right,9400.0,8000.0,True,9400.0
5576,33,returning_champion,12400.0,3900.0,True,14200.0
5576,33,middle,4200.0,2600.0,False,4200.0
5576,33,right,15800.0,9001.0,False,14800.0
5569,33,returning_champion,-3200.0,,,1800.0
5569,33,middle,17100.0,1505.0,False,18600.0
5569,33,right,15600.0,1600.0,True,15600.0
5575,33,returning_champion,15800.0,3700.0,False,14600.0
5575,33,middle,4800.0,4700.0,False,5400.0
5575,33,right,6000.0,5998.0,False,4800.0
5566,33,returning_champion,7200.0,2401.0,False,5600.0
5566,33,middle,20200.0,11000.0,True,20200.0
5566,33,right,15400.0,9601.0,False,11400.0
5565,33,returning_champion,11200.0,4601.0,True,15200.0
5565,33,middle,15800.0,6601.0,False,14000.0
5565,33,right,6800.0,0.0,False,6800.0
5558,33,returning_champion,23200.0,6800.0,True,20800.0
5558,33,middle,3300.0,3300.0,True,10800.0
5558,33,right,6900.0,299.0,False,6000.0
5553,33,returning_champion,11600.0,11600.0,True,11600.0
5553,33,middle,10400.0,2027.0,True,9800.0
5553,33,right,13400.0,10000.0,True,10800.0
5557,33,returning_champion,19200.0,700.0,True,17000.0
5557,33,middle,9200.0,8001.0,True,7400.0
5557,33,right,8800.0,401.0,True,8800.0
5564,33,returning_champion,19600.0,11401.0,False,13800.0
5564,33,middle,5800.0,5800.0,True,7800.0
5564,33,right,12400.0,8000.0,True,11200.0
5563,33,returning_champion,15600.0,15600.0,True,14400.0
5563,33,middle,16200.0,15001.0,False,14800.0
5563,33,right,8600.0,8599.0,False,8600.0
5562,33,returning_champion,1000.0,1000.0,True,3400.0
5562,33,middle,3600.0,0.0,False,3600.0
5562,33,right,15600.0,4400.0,True,14200.0
5548,33,returning_champion,4400.0,4400.0,False,4400.0
5548,33,middle,10200.0,1000.0,False,6400.0
5548,33,right,22600.0,1983.0,True,21200.0
5550,33,returning_champion,15200.0,11601.0,False,14800.0
5550,33,middle,13400.0,9800.0,True,10600.0
5550,33,right,8400.0,6801.0,False,6000.0
5561,33,returning_champion,14000.0,0.0,False,14600.0
5561,33,middle,4800.0,0.0,False,4800.0
5561,33,right,6600.0,3001.0,True,6600.0
5560,33,returning_champion,19300.0,700.0,False,17600.0
5560,33,middle,-3000.0,,,-3000.0
5560,33,right,9000.0,1000.0,False,10000.0
5559,33,returning_champion,20400.0,0.0,True,20400.0
5559,33,middle,0.0,,,3200.0
5559,33,right,5800.0,0.0,True,5600.0
5539,33,returning_champion,9800.0,2801.0,True,9800.0
5539,33,middle,12600.0,7001.0,True,12600.0
5539,33,right,-600.0,,,3600.0
5545,33,returning_champion,10200.0,1999.0,False,10000.0
5545,33,middle,8200.0,3601.0,False,8200.0
5545,33,right,11800.0,8601.0,False,13800.0
5533,33,returning_champion,20400.0,0.0,False,17200.0
5533,33,middle,6600.0,4.0,True,6600.0
5533,33,right,3600.0,3600.0,False,7400.0
5532,33,returning_champion,16400.0,4000.0,True,14800.0
5532,33,middle,12600.0,12345.0,True,12600.0
5532,33,right,11200.0,2718.0,False,10800.0
5531,33,returning_champion,22995.0,7006.0,False,23000.0
5531,33,middle,15000.0,15000.0,False,10200.0
5531,33,right,15000.0,10000.0,False,12000.0
5530,33,returning_champion,13400.0,6000.0,False,14400.0
5530,33,middle,15600.0,13201.0,False,14200.0
5530,33,right,14400.0,14300.0,False,14400.0
5529,33,returning_champion,18200.0,8200.0,False,16800.0
5529,33,middle,14800.0,8001.0,True,14800.0
5529,33,right,12600.0,12600.0,False,12600.0
5527,33,returning_champion,6400.0,6400.0,True,6400.0
5527,33,middle,15400.0,9000.0,True,14600.0
5527,33,right,22845.0,0.0,True,21800.0
5526,33,returning_champion,9000.0,4000.0,True,8800.0
5526,33,middle,14800.0,800.0,True,15800.0
5526,33,right,6000.0,5000.0,True,8000.0
5524,33,returning_champion,20000.0,3599.0,True,16400.0
5524,33,middle,8200.0,8001.0,True,7400.0
5524,33,right,18000.0,4000.0,False,18000.0
5522,33,returning_champion,6100.0,6000.0,True,8600.0
5522,33,middle,23000.0,0.0,False,22600.0
5522,33,right,7000.0,6999.0,False,10000.0
5523,33,returning_champion,20000.0,4399.0,True,19600.0
5523,33,middle,7400.0,7400.0,False,7400.0
5523,33,right,15600.0,2400.0,True,13800.0
5521,33,returning_champion,10600.0,5000.0,True,9800.0
5521,33,middle,4800.0,4799.0,True,5800.0
5521,33,right,14000.0,7201.0,False,13600.0
5520,33,returning_champion,17100.0,2499.0,False,16800.0
5520,33,middle,-1000.0,,,-1000.0
5520,33,right,14600.0,14600.0,False,12800.0
5519,33,returning_champion,9400.0,3200.0,False,9400.0
5519,33,middle,12800.0,8801.0,False,15000.0
5519,33,right,10800.0,201.0,True,10600.0
5517,33,returning_champion,12400.0,6001.0,False,11400.0
5517,33,middle,13600.0,12000.0,True,12800.0
5517,33,right,9200.0,6800.0,False,9200.0
5518,33,returning_champion,13000.0,13000.0,False,13400.0
5518,33,middle,13200.0,399.0,False,13200.0
5518,33,right,9800.0,9800.0,False,9800.0
5516,33,returning_champion,13400.0,13400.0,True,13200.0
5516,33,middle,18400.0,8401.0,False,17200.0
5516,33,right,4000.0,3900.0,True,3200.0
5515,33,returning_champion,27500.0,200.0,False,25800.0
5515,33,middle,4400.0,0.0,False,4400.0
5515,33,right,13600.0,13600.0,False,13600.0
5514,33,returning_champion,14200.0,6600.0,True,15200.0
5514,33,middle,1400.0,1398.0,True,1400.0
5514,33,right,10300.0,7499.0,False,9000.0
5512,33,returning_champion,10600.0,10600.0,True,11600.0
5512,33,middle,7400.0,3199.0,True,7400.0
5512,33,right,12000.0,9201.0,False,12200.0
5513,33,returning_champion,14400.0,1000.0,True,14400.0
5513,33,middle,3400.0,3400.0,False,7200.0
5513,33,right,5800.0,1000.0,False,7800.0
5535,33,returning_champion,11400.0,3501.0,False,9200.0
5535,33,middle,13800.0,13800.0,True,9000.0
5535,33,right,14900.0,12701.0,False,15000.0
5534,33,returning_champion,6200.0,3001.0,False,5200.0
5534,33,middle,23600.0,7000.0,True,21800.0
5534,33,right,4600.0,0.0,False,6600.0
5511,33,returning_champion,15400.0,739.0,True,14200.0
5511,33,middle,2200.0,0.0,True,2200.0
5511,33,right,-800.0,,,-800.0
5510,33,returning_champion,3800.0,400.0,False,3800.0
5510,33,middle,5800.0,1800.0,False,10800.0
5510,33,right,20200.0,301.0,False,17600.0
5509,33,returning_champion,12600.0,4601.0,False,15400.0
5509,33,middle,17200.0,8000.0,False,14800.0
5509,33,right,4000.0,0.0,False,4000.0
5508,33,returning_champion,9200.0,3200.0,False,10000.0
5508,33,middle,1200.0,1200.0,True,1200.0
5508,33,right,12200.0,6201.0,False,12000.0
5507,33,returning_champion,7600.0,601.0,True,7200.0
5507,33,middle,8200.0,0.0,True,10200.0
5507,33,right,18400.0,1000.0,True,18000.0
5506,33,returning_champion,14800.0,12401.0,False,14800.0
5506,33,middle,13600.0,12000.0,False,13800.0
5506,33,right,700.0,501.0,False,3200.0
5505,33,returning_champion,24600.0,400.0,False,22400.0
5505,33,middle,11200.0,0.0,True,9400.0
5505,33,right,2400.0,2400.0,False,1400.0
5504,33,returning_champion,8400.0,7000.0,False,8400.0
5504,33,middle,7500.0,6501.0,True,13400.0
5504,33,right,7000.0,6950.0,True,7000.0
5503,33,returning_champion,11600.0,7500.0,False,9800.0
5503,33,middle,9400.0,3173.0,False,9400.0
5503,33,right,2000.0,0.0,False,6200.0
5501,33,returning_champion,10900.0,3000.0,False,11000.0
5501,33,middle,10200.0,10198.0,False,10200.0
5501,33,right,10600.0,10000.0,True,11600.0
5500,33,returning_champion,10200.0,9401.0,False,13200.0
5500,33,middle,9400.0,5000.0,False,9400.0
5500,33,right,6400.0,5000.0,False,6400.0
5499,33,returning_champion,10600.0,4201.0,True,10600.0
5499,33,middle,19800.0,1401.0,False,20800.0
5499,33,right,7400.0,7398.0,False,10400.0
5498,33,returning_champion,8800.0,8000.0,True,9800.0
5498,33,middle,10600.0,6802.0,True,10600.0
5498,33,right,17400.0,4000.0,False,17000.0
5497,33,returning_champion,15000.0,7500.0,True,15000.0
5497,33,middle,17200.0,12801.0,False,13600.0
5497,33,right,3600.0,3600.0,True,3600.0
5496,33,returning_champion,21000.0,7401.0,False,19800.0
5496,33,middle,14200.0,200.0,False,15400.0
5496,33,right,6800.0,6800.0,True,6800.0
5495,33,returning_champion,14000.0,4001.0,False,18200.0
5495,33,middle,1000.0,800.0,False,1000.0
5495,33,right,9000.0,1000.0,False,9000.0
5494,33,returning_champion,4600.0,4598.0,False,4600.0
5494,33,middle,4800.0,4500.0,False,6800.0
5494,33,right,7800.0,1801.0,False,7400.0
5493,33,returning_champion,7800.0,3000.0,True,9800.0
5493,33,middle,16800.0,1000.0,False,16800.0
5493,33,right,6200.0,6199.0,False,4800.0
5492,33,returning_champion,14800.0,4401.0,False,15800.0
5492,33,middle,8800.0,8000.0,False,11800.0
5492,33,right,9600.0,9000.0,False,9600.0
5491,33,returning_champion,17600.0,14000.0,False,14200.0
5491,33,middle,15400.0,6000.0,True,16400.0
5491,33,right,13700.0,1000.0,False,12600.0
5490,33,returning_champion,10000.0,9998.0,False,10000.0
5490,33,middle,17200.0,3000.0,False,16800.0
5490,33,right,7200.0,7200.0,True,8400.0
5489,33,returning_champion,9800.0,4199.0,False,9000.0
5489,33,middle,6600.0,6598.0,False,7600.0
5489,33,right,7000.0,1601.0,False,7000.0
5488,33,returning_champion,6600.0,6600.0,True,6400.0
5488,33,middle,-2200.0,,,-2200.0
5488,33,right,7000.0,6201.0,True,8000.0
5487,33,returning_champion,11800.0,5599.0,True,12000.0
5487,33,middle,2800.0,1000.0,False,2800.0
5487,33,right,13200.0,10401.0,False,13000.0
5477,33,returning_champion,9000.0,7801.0,True,9000.0
5477,33,middle,6200.0,6200.0,False,6200.0
5477,33,right,7800.0,7800.0,False,9400.0
5476,33,returning_champion,10400.0,8801.0,True,10200.0
5476,33,middle,11600.0,10401.0,True,11200.0
5476,33,right,9600.0,2002.0,True,9600.0
5475,33,returning_champion,13600.0,10201.0,True,13600.0
5475,33,middle,23800.0,5000.0,False,23600.0
5475,33,right,2600.0,2599.0,False,2600.0
5474,33,returning_champion,11600.0,6401.0,True,9200.0
5474,33,middle,9000.0,3500.0,False,8800.0
5474,33,right,6200.0,999.0,False,8200.0
5473,33,returning_champion,15400.0,7001.0,True,15400.0
5473,33,middle,5400.0,5400.0,True,12600.0
5473,33,right,11200.0,8800.0,True,11200.0
5472,33,returning_champion,5300.0,3300.0,True,6800.0
5472,33,middle,9600.0,2500.0,False,10200.0
5472,33,right,11600.0,7601.0,False,13600.0
5471,33,returning_champion,13500.0,5301.0,False,14000.0
5471,33,middle,9200.0,8000.0,False,9200.0
5471,33,right,9400.0,3600.0,False,9000.0
5470,33,returning_champion,11400.0,3600.0,False,11400.0
5470,33,middle,2800.0,1000.0,False,2200.0
5470,33,right,12200.0,10601.0,True,9400.0
5486,33,returning_champion,7800.0,2200.0,False,7800.0
5486,33,middle,9200.0,5500.0,False,11200.0
5486,33,right,8800.0,4400.0,False,8800.0
5485,33,returning_champion,17600.0,5000.0,True,16800.0
5485,33,middle,4600.0,400.0,True,3800.0
5485,33,right,5600.0,3610.0,False,5600.0
5484,33,returning_champion,13000.0,5001.0,False,14800.0
5484,33,middle,3000.0,2400.0,False,3000.0
5484,33,right,9000.0,2999.0,False,9200.0
5483,33,returning_champion,12400.0,2600.0,True,12000.0
5483,33,middle,4200.0,1400.0,False,6800.0
5483,33,right,2800.0,700.0,False,2800.0
5469,33,returning_champion,8800.0,300.0,False,8800.0
5469,33,middle,4200.0,4200.0,True,6200.0
5469,33,right,11000.0,6601.0,False,12200.0
5482,33,returning_champion,6800.0,6000.0,True,9800.0
5482,33,middle,12000.0,3300.0,False,13400.0
5482,33,right,7600.0,7600.0,False,11600.0
5481,33,returning_champion,4200.0,4199.0,True,4200.0
5481,33,middle,17000.0,1515.0,True,15200.0
5481,33,right,18000.0,17000.0,True,15800.0
5480,33,returning_champion,9600.0,801.0,False,11600.0
5480,33,middle,-1400.0,,,-1400.0
5480,33,right,5200.0,5199.0,True,5600.0
5479,33,returning_champion,17800.0,3801.0,True,16600.0
5479,33,middle,10800.0,3201.0,False,9000.0
5479,33,right,5800.0,2200.0,True,6800.0
5468,33,returning_champion,15200.0,4801.0,True,15200.0
5468,33,middle,10000.0,9999.0,False,14000.0
5468,33,right,5600.0,1800.0,True,5600.0
5478,33,returning_champion,17000.0,15801.0,False,14000.0
5478,33,middle,16600.0,16000.0,False,16000.0
5478,33,right,13200.0,12800.0,False,9800.0
5467,33,returning_champion,6600.0,5801.0,True,13600.0
5467,33,middle,6200.0,6200.0,False,6200.0
5467,33,right,20300.0,700.0,False,18600.0
5466,33,returning_champion,11600.0,2401.0,True,12400.0
5466,33,middle,7000.0,2201.0,True,7000.0
5466,33,right,3800.0,3799.0,True,7800.0
5465,33,returning_champion,13000.0,6201.0,True,14400.0
5465,33,middle,6000.0,1000.0,True,6000.0
5465,33,right,19200.0,6801.0,True,19200.0
5463,33,returning_champion,7200.0,7000.0,True,7200.0
5463,33,middle,10800.0,901.0,True,14000.0
5463,33,right,11600.0,11600.0,True,11600.0
5462,33,returning_champion,13600.0,13600.0,False,9600.0
5462,33,middle,20000.0,8000.0,True,20000.0
5462,33,right,10000.0,6500.0,True,7000.0
5461,33,returning_champion,25400.0,0.0,False,22000.0
5461,33,middle,-4200.0,,,-4200.0
5461,33,right,8600.0,8600.0,True,8600.0
5460,33,returning_champion,5000.0,3000.0,False,5000.0
5460,33,middle,17200.0,17200.0,False,13200.0
5460,33,right,19200.0,15201.0,False,18200.0
5459,33,returning_champion,16800.0,4201.0,True,11600.0
5459,33,middle,21000.0,12601.0,False,17600.0
5459,33,right,8400.0,8400.0,True,8400.0
5458,33,returning_champion,22800.0,1601.0,True,18600.0
5458,33,middle,12200.0,10601.0,True,12200.0
5458,33,right,6600.0,6599.0,False,6600.0
5457,33,returning_champion,16000.0,800.0,True,15800.0
5457,33,middle,13400.0,6600.0,True,13400.0
5457,33,right,11800.0,11799.0,True,11800.0
5456,33,returning_champion,2600.0,1599.0,False,3600.0
5456,33,middle,18400.0,0.0,True,17200.0
5456,33,right,7600.0,4100.0,False,7600.0
5455,33,returning_champion,11600.0,6000.0,False,9200.0
5455,33,middle,9600.0,9555.0,False,8400.0
5455,33,right,24000.0,799.0,False,24000.0
5454,33,returning_champion,13000.0,2601.0,True,13000.0
5454,33,middle,5300.0,5300.0,False,10000.0
5454,33,right,7800.0,3000.0,True,7800.0
5449,33,returning_champion,7400.0,6601.0,False,10400.0
5449,33,middle,7000.0,3000.0,False,7000.0
5449,33,right,4200.0,3202.0,False,4200.0
5453,33,returning_champion,16400.0,12001.0,False,15200.0
5453,33,middle,8000.0,7990.0,True,8000.0
5453,33,right,14200.0,6199.0,False,12200.0
5452,33,returning_champion,9000.0,8399.0,True,9600.0
5452,33,middle,300.0,0.0,True,6800.0
5452,33,right,13400.0,9000.0,True,12000.0
5451,33,returning_champion,8800.0,8800.0,True,5600.0
5451,33,middle,15300.0,6499.0,True,14200.0
5451,33,right,7200.0,7188.0,True,7200.0
5448,33,returning_champion,15000.0,5001.0,True,15000.0
5448,33,middle,10000.0,2000.0,False,11200.0
5448,33,right,7000.0,3001.0,False,7000.0
5443,33,returning_champion,19200.0,17300.0,False,19200.0
5443,33,middle,17200.0,5999.0,True,13400.0
5443,33,right,5600.0,5600.0,True,8200.0
5447,33,returning_champion,11000.0,6601.0,False,11000.0
5447,33,middle,-400.0,,,-400.0
5447,33,right,13200.0,11200.0,True,17000.0
5446,33,returning_champion,9900.0,7701.0,False,9200.0
5446,33,middle,8800.0,8800.0,False,10800.0
5446,33,right,13200.0,6601.0,False,13200.0
5445,33,returning_champion,10400.0,6601.0,False,11000.0
5445,33,middle,8500.0,7501.0,True,8000.0
5445,33,right,8000.0,8000.0,True,8000.0
5444,33,returning_champion,12200.0,12200.0,True,13400.0
5444,33,middle,14200.0,10601.0,True,14200.0
5444,33,right,12400.0,11000.0,False,11400.0
5441,33,returning_champion,15000.0,0.0,True,15400.0
5441,33,middle,2400.0,2400.0,True,8800.0
5441,33,right,7400.0,7399.0,False,7400.0
5442,33,returning_champion,18800.0,0.0,False,17200.0
5442,33,middle,6600.0,6599.0,True,6600.0
5442,33,right,6800.0,6600.0,False,6000.0
5440,33,returning_champion,6800.0,6800.0,False,10400.0
5440,33,middle,7700.0,0.0,False,8200.0
5440,33,right,16800.0,0.0,True,16800.0
5439,33,returning_champion,5400.0,1601.0,False,7000.0
5439,33,middle,12400.0,0.0,True,10400.0
5439,33,right,6200.0,6200.0,False,6200.0
5438,33,returning_champion,12000.0,3331.0,True,15600.0
5438,33,middle,6600.0,5401.0,False,6600.0
5438,33,right,15300.0,3000.0,True,14400.0
5433,33,returning_champion,18000.0,10431.0,True,13400.0
5433,33,middle,11400.0,3800.0,True,11000.0
5433,33,right,14200.0,12000.0,False,14200.0
5437,33,returning_champion,7000.0,7000.0,True,7000.0
5437,33,middle,10300.0,10299.0,False,12800.0
5437,33,right,12600.0,8031.0,True,8400.0
5432,33,returning_champion,14600.0,14200.0,True,14600.0
5432,33,middle,14400.0,5000.0,False,15000.0
5432,33,right,1400.0,1400.0,False,1400.0
5431,33,returning_champion,9400.0,9000.0,True,14400.0
5431,33,middle,5600.0,5000.0,True,5600.0
5431,33,right,9200.0,2001.0,True,11200.0
5430,33,returning_champion,10200.0,2300.0,False,10000.0
5430,33,middle,6200.0,4001.0,False,6200.0
5430,33,right,22600.0,2000.0,False,18600.0
5429,33,returning_champion,15200.0,1800.0,False,14400.0
5429,33,middle,8400.0,0.0,False,6600.0
5429,33,right,15600.0,15600.0,False,15600.0
5428,33,returning_champion,8800.0,8798.0,True,11800.0
5428,33,middle,7800.0,4000.0,True,9200.0
5428,33,right,11000.0,6601.0,True,11000.0
5427,33,returning_champion,9600.0,9595.0,False,9600.0
5427,33,middle,14600.0,4700.0,True,14800.0
5427,33,right,8300.0,2500.0,False,6800.0
5426,33,returning_champion,1200.0,1200.0,False,6400.0
5426,33,middle,6800.0,800.0,False,10800.0
5426,33,right,17800.0,4000.0,True,16600.0
5424,33,returning_champion,19000.0,5.0,True,19200.0
5424,33,middle,1800.0,1800.0,False,1800.0
5424,33,right,17000.0,17000.0,True,12600.0
5423,33,returning_champion,19400.0,600.0,True,20400.0
5423,33,middle,-400.0,,,3800.0
5423,33,right,6400.0,6400.0,True,6400.0
5422,33,returning_champion,11600.0,1601.0,True,11600.0
5422,33,middle,400.0,398.0,True,7200.0
5422,33,right,6600.0,5000.0,False,7200.0
5421,33,returning_champion,26000.0,4000.0,False,23000.0
5421,33,middle,6200.0,0.0,False,6200.0
5421,33,right,2400.0,2399.0,False,2400.0
5419,33,returning_champion,14100.0,4000.0,True,15600.0
5419,33,middle,5500.0,5499.0,False,6000.0
5419,33,right,9000.0,3499.0,True,10000.0
5418,33,returning_champion,17600.0,7601.0,True,16400.0
5418,33,middle,12600.0,12599.0,False,10200.0
5418,33,right,4400.0,4400.0,True,6400.0
5415,33,returning_champion,15800.0,3000.0,False,15400.0
5415,33,middle,9100.0,1500.0,True,9200.0
5415,33,right,6800.0,6601.0,False,8000.0
5413,33,returning_champion,25400.0,600.0,True,25600.0
5413,33,middle,10600.0,0.0,True,10600.0
5413,33,right,600.0,100.0,False,2600.0
5412,33,returning_champion,21900.0,0.0,False,20200.0
5412,33,middle,18800.0,3101.0,False,11000.0
5412,33,right,4600.0,1601.0,False,4600.0
5411,33,returning_champion,22000.0,0.0,False,23800.0
5411,33,middle,4600.0,3500.0,True,4600.0
5411,33,right,5600.0,3601.0,True,5600.0
5410,33,returning_champion,12800.0,10000.0,True,14600.0
5410,33,middle,10800.0,7000.0,False,12800.0
5410,33,right,10400.0,10000.0,False,10400.0
5408,33,returning_champion,15600.0,15600.0,True,13000.0
5408,33,middle,14800.0,1601.0,False,14800.0
5408,33,right,-1200.0,,,6800.0
5409,33,returning_champion,7000.0,2000.0,True,7000.0
5409,33,middle,16800.0,13001.0,False,13600.0
5409,33,right,14900.0,14900.0,True,16200.0
5407,33,returning_champion,6600.0,66.0,False,6600.0
5407,33,middle,15400.0,15400.0,False,14000.0
5407,33,right,16800.0,14001.0,False,14400.0
5406,33,returning_champion,19000.0,9401.0,False,18200.0
5406,33,middle,14200.0,7401.0,True,11400.0
5406,33,right,10800.0,10750.0,False,10800.0
5405,33,returning_champion,1200.0,1200.0,False,1200.0
5405,33,middle,17600.0,10401.0,True,16200.0
5405,33,right,14000.0,11599.0,True,12200.0
5403,33,returning_champion,10200.0,8701.0,False,10200.0
5403,33,middle,7000.0,7000.0,False,7000.0
5403,33,right,8700.0,5301.0,False,12800.0
5404,33,returning_champion,5100.0,3800.0,False,6200.0
5404,33,middle,9600.0,1601.0,False,9600.0
5404,33,right,10800.0,10300.0,True,11400.0
5384,32,returning_champion,5800.0,5601.0,False,8800.0
5384,32,middle,3600.0,2777.0,False,6600.0
5384,32,right,11400.0,300.0,True,11400.0
5383,32,returning_champion,9200.0,9200.0,True,9200.0
5383,32,middle,18400.0,1.0,False,17200.0
5383,32,right,1300.0,301.0,False,3800.0
5382,32,returning_champion,13200.0,8401.0,False,8600.0
5382,32,middle,4800.0,4799.0,False,4800.0
5382,32,right,10800.0,2401.0,False,14800.0
5368,32,returning_champion,22400.0,7000.0,False,13200.0
5368,32,middle,7600.0,7500.0,True,7600.0
5368,32,right,14600.0,12600.0,False,14600.0
5366,32,returning_champion,22500.0,10000.0,True,24600.0
5366,32,middle,-600.0,,,-600.0
5366,32,right,5900.0,5900.0,True,6400.0
5381,32,returning_champion,21700.0,300.0,True,21600.0
5381,32,middle,7000.0,7000.0,False,8000.0
5381,32,right,10600.0,7001.0,False,10600.0
5380,32,returning_champion,20600.0,4999.0,True,17400.0
5380,32,middle,7800.0,1001.0,True,7200.0
5380,32,right,4400.0,4398.0,True,4400.0
5379,32,returning_champion,16000.0,321.0,False,13800.0
5379,32,middle,800.0,799.0,False,5600.0
5379,32,right,7800.0,100.0,False,7800.0
5363,32,returning_champion,11200.0,11000.0,True,11200.0
5363,32,middle,21410.0,4500.0,True,20200.0
5363,32,right,7000.0,0.0,False,7000.0
5365,32,returning_champion,16800.0,0.0,True,16800.0
5365,32,middle,13000.0,8937.0,False,10200.0
5365,32,right,1800.0,0.0,True,3000.0
5378,32,returning_champion,14800.0,4401.0,True,13800.0
5378,32,middle,4600.0,4000.0,True,5600.0
5378,32,right,9600.0,9000.0,False,6600.0
5377,32,returning_champion,10000.0,9999.0,False,10000.0
5377,32,middle,18400.0,17600.0,False,12200.0
5377,32,right,20400.0,16401.0,False,17600.0
5376,32,returning_champion,13600.0,5601.0,False,9200.0
5376,32,middle,9600.0,9400.0,True,8200.0
