game_id,player_id,seat_location,season
5484,11031,returning_champ,33
5483,11057,right,33
5483,11058,middle,33
5483,11031,returning_champ,33
5469,11029,right,33
5469,11030,middle,33
5469,11031,returning_champ,33
5482,11055,right,33
5482,11056,middle,33
5482,11031,returning_champ,33
5481,11031,right,33
5481,11054,middle,33
5481,11052,returning_champ,33
5480,11052,right,33
5480,11053,middle,33
5480,11025,returning_champ,33
5479,11050,right,33
5479,11051,middle,33
5479,11025,returning_champ,33
5468,11027,right,33
5468,11028,middle,33
5468,11025,returning_champ,33
5478,11048,right,33
5478,11049,middle,33
5478,11025,returning_champ,33
5467,11025,right,33
5467,11026,middle,33
5467,11021,returning_champ,33
5466,11023,right,33
5466,11024,middle,33
5466,11021,returning_champ,33
5465,11021,right,33
5465,11022,middle,33
5465,10994,returning_champ,33
5463,11011,right,33
5463,11017,middle,33
5463,11018,returning_champ,33
5462,11011,right,33
5462,11017,middle,33
5462,11018,returning_champ,33
5461,11004,right,33
5461,11014,middle,33
5461,11018,returning_champ,33
5460,11011,right,33
5460,11007,middle,33
5460,11013,returning_champ,33
5459,11006,right,33
5459,11015,middle,33
5459,11017,returning_champ,33
5458,11016,right,33
5458,11017,middle,33
5458,11018,returning_champ,33
5457,11013,right,33
5457,11014,middle,33
5457,11015,returning_champ,33
5456,11010,right,33
5456,11011,middle,33
5456,11012,returning_champ,33
5455,11007,right,33
5455,11008,middle,33
5455,11009,returning_champ,33
5454,11004,right,33
5454,11005,middle,33
5454,11006,returning_champ,33
5449,10993,right,33
5449,10994,middle,33
5449,10995,returning_champ,33
5453,11003,right,33
5453,10995,middle,33
5453,11001,returning_champ,33
5452,11001,right,33
5452,11002,middle,33
5452,11000,returning_champ,33
5451,10999,right,33
5451,11000,middle,33
5451,10982,returning_champ,33
5448,10991,right,33
5448,10992,middle,33
5448,10982,returning_champ,33
5443,10981,right,33
5443,10982,middle,33
5443,10983,returning_champ,33
5447,10983,right,33
5447,10990,middle,33
5447,10988,returning_champ,33
5446,10988,right,33
5446,10989,middle,33
5446,10987,returning_champ,33
5445,10986,right,33
5445,10987,middle,33
5445,10985,returning_champ,33
5444,10984,right,33
5444,10985,middle,33
5444,10975,returning_champ,33
5441,10977,right,33
5441,10978,middle,33
5441,10975,returning_champ,33
5442,10979,right,33
5442,10980,middle,33
5442,10975,returning_champ,33
5440,10975,right,33
5440,10976,middle,33
5440,10974,returning_champ,33
5439,10973,right,33
5439,10974,middle,33
5439,10971,returning_champ,33
5438,10971,right,33
5438,10972,middle,33
5438,10962,returning_champ,33
5433,10960,right,33
5433,10961,middle,33
5433,10962,returning_champ,33
5437,10962,right,33
5437,10970,middle,33
5437,10954,returning_champ,33
5432,10958,right,33
5432,10959,middle,33
5432,10954,returning_champ,33
5431,10956,right,33
5431,10957,middle,33
5431,10954,returning_champ,33
5430,10954,right,33
5430,10955,middle,33
5430,10950,returning_champ,33
5429,10952,right,33
5429,10953,middle,33
5429,10950,returning_champ,33
5428,10950,right,33
5428,10951,middle,33
5428,10949,returning_champ,33
5427,10948,right,33
5427,10949,middle,33
5427,10946,returning_champ,33
5426,10946,right,33
5426,10947,middle,33
5426,10942,returning_champ,33
5424,10942,right,33
5424,10943,middle,33
5424,10911,returning_champ,33
5423,10940,right,33
5423,10941,middle,33
5423,10911,returning_champ,33
5422,10938,right,33
5422,10939,middle,33
5422,10911,returning_champ,33
5421,10936,right,33
5421,10937,middle,33
5421,10911,returning_champ,33
5419,10932,right,33
5419,10933,middle,33
5419,10911,returning_champ,33
5418,10930,right,33
5418,10931,middle,33
5418,10911,returning_champ,33
5415,10923,right,33
5415,10924,middle,33
5415,10911,returning_champ,33
5413,10919,right,33
5413,10920,middle,33
5413,10911,returning_champ,33
5412,10917,right,33
5412,10918,middle,33
5412,10911,returning_champ,33
5411,10915,right,33
5411,10916,middle,33
5411,10911,returning_champ,33
5410,10913,right,33
5410,10914,middle,33
5410,10911,returning_champ,33
5408,10909,right,33
5408,10910,middle,33
5408,10911,returning_champ,33
5409,10911,right,33
5409,10912,middle,33
5409,10906,returning_champ,33
5407,10907,right,33
5407,10908,middle,33
5407,10906,returning_champ,33
5406,10905,right,33
5406,10906,middle,33
5406,10904,returning_champ,33
5405,10903,right,33
5405,10904,middle,33
5405,10899,returning_champ,33
5403,10899,right,33
5403,10900,middle,33
5403,10901,returning_champ,33
5404,10901,right,33
5404,10902,middle,33
5404,10854,returning_champ,33
5384,10854,right,32
5384,10855,middle,32
5384,10850,returning_champ,32
5383,10852,right,32
5383,10853,middle,32
5383,10850,returning_champ,32
5382,10850,right,32
5382,10851,middle,32
5382,10811,returning_champ,32
5368,10822,right,32
5368,10823,middle,32
5368,10811,returning_champ,32
5366,10817,right,32
5366,10818,middle,32
5366,10811,returning_champ,32
5381,10848,right,32
5381,10849,middle,32
5381,10811,returning_champ,32
5380,10846,right,32
5380,10847,middle,32
5380,10811,returning_champ,32
5379,10844,right,32
5379,10845,middle,32
5379,10811,returning_champ,32
5363,10810,right,32
5363,10811,middle,32
5363,10809,returning_champ,32
5365,10815,right,32
5365,10816,middle,32
5365,10809,returning_champ,32
5378,10842,right,32
5378,10843,middle,32
5378,10809,returning_champ,32
5377,10809,right,32
5377,10841,middle,32
5377,10840,returning_champ,32
5376,10839,right,32
5376,10840,middle,32
5376,10782,returning_champ,32
5362,10807,right,32
5362,10808,middle,32
5362,10782,returning_champ,32
5351,10781,right,32
5351,10782,middle,32
5351,10779,returning_champ,32
5350,10779,right,32
5350,10780,middle,32
5350,10777,returning_champ,32
5349,10777,right,32
5349,10778,middle,32
5349,10769,returning_champ,32
5345,10768,right,32
5345,10769,middle,32
5345,10764,returning_champ,32
5343,10763,right,32
5343,10764,middle,32
5343,10756,returning_champ,32
5339,10755,right,32
5339,10756,middle,32
5339,10752,returning_champ,32
5337,10751,right,32
5337,10752,middle,32
5337,10749,returning_champ,32
5336,10749,right,32
5336,10750,middle,32
5336,10747,returning_champ,32
5335,10747,right,32
5335,10748,middle,32
5335,10734,returning_champ,32
5332,10741,right,32
5332,10742,middle,32
5332,10734,returning_champ,32
5330,10737,right,32
5330,10738,middle,32
5330,10734,returning_champ,32
5328,10733,right,32
5328,10734,middle,32
5328,10718,returning_champ,32
5327,10731,right,32
5327,10732,middle,32
5327,10718,returning_champ,32
5325,10726,right,32
5325,10727,middle,32
5325,10718,returning_champ,32
5321,10718,right,32
5321,10719,middle,32
5321,10713,returning_champ,32
5319,10713,right,32
5319,10714,middle,32
5319,10704,returning_champ,32
5316,10706,right,32
5316,10707,middle,32
5316,10704,returning_champ,32
5315,10704,right,32
5315,10705,middle,32
5315,10685,returning_champ,32
5314,10702,right,32
5314,10703,middle,32
5314,10685,returning_champ,32
5313,10700,right,32
5313,10701,middle,32
5313,10685,returning_champ,32
5310,10693,right,32
5310,10694,middle,32
5310,10685,returning_champ,32
5309,10691,right,32
5309,10692,middle,32
5309,10685,returning_champ,32
5307,10686,right,32
5307,10687,middle,32
5307,10685,returning_champ,32
5306,10684,right,32
5306,10685,middle,32
5306,10680,returning_champ,32
5305,10682,right,32
5305,10683,middle,32
5305,10680,returning_champ,32
5304,10680,right,32
5304,10681,middle,32
5304,10672,returning_champ,32
5302,10675,right,32
5302,10676,middle,32
5302,10672,returning_champ,32
5301,10673,right,32
5301,10674,middle,32
5301,10672,returning_champ,32
5300,10671,right,32
5300,10672,middle,32
5300,10667,returning_champ,32
5298,10666,right,32
5298,10667,middle,32
5298,10663,returning_champ,32
5297,10664,right,32
5297,10665,middle,32
5297,10663,returning_champ,32
5296,10662,right,32
5296,10663,middle,32
5296,10585,returning_champ,32
5295,10660,right,32
5295,10661,middle,32
5295,10585,returning_champ,32
5294,10658,right,32
5294,10659,middle,32
5294,10585,returning_champ,32
5293,10656,right,32
5293,10657,middle,32
5293,10585,returning_champ,32
5292,10654,right,32
5292,10655,middle,32
5292,10585,returning_champ,32
5290,10649,right,32
5290,10650,middle,32
5290,10651,returning_champ,32
5289,10646,right,32
5289,10647,middle,32
5289,10648,returning_champ,32
5287,10641,right,32
5287,10642,middle,32
5287,10643,returning_champ,32
5286,10638,right,32
5286,10639,middle,32
5286,10640,returning_champ,32
5284,10633,right,32
5284,10634,middle,32
5284,10635,returning_champ,32
5283,10609,right,32
5283,10618,middle,32
5283,10624,returning_champ,32
5282,10609,right,32
5282,10618,middle,32
5282,10624,returning_champ,32
5280,10607,right,32
5280,10623,middle,32
5280,10609,returning_champ,32
5278,10622,right,32
5278,10618,middle,32
5278,10605,returning_champ,32
5276,10608,right,32
5276,10624,middle,32
5276,10621,returning_champ,32
5275,10622,right,32
5275,10623,middle,32
5275,10624,returning_champ,32
5274,10619,right,32
5274,10620,middle,32
5274,10621,returning_champ,32
5273,10616,right,32
5273,10617,middle,32
5273,10618,returning_champ,32
5270,10608,right,32
5270,10609,middle,32
5270,10610,returning_champ,32
5269,10605,right,32
5269,10606,middle,32
5269,10607,returning_champ,32
5267,10600,right,32
5267,10601,middle,32
5267,10585,returning_champ,32
5264,10594,right,32
5264,10595,middle,32
5264,10585,returning_champ,32
5263,10592,right,32
5263,10593,middle,32
5263,10585,returning_champ,32
5261,10588,right,32
5261,10589,middle,32
5261,10585,returning_champ,32
5259,10585,right,32
5259,10586,middle,32
5259,10567,returning_champ,32
5258,10583,right,32
5258,10584,middle,32
5258,10567,returning_champ,32
5257,10579,right,32
5257,10580,middle,32
5257,10567,returning_champ,32
5255,10577,right,32
5255,10578,middle,32
5255,10567,returning_champ,32
5253,10573,right,32
5253,10574,middle,32
5253,10567,returning_champ,32
5251,10570,right,32
5251,10571,middle,32
5251,10567,returning_champ,32
5249,10566,right,32
5249,10567,middle,32
5249,10564,returning_champ,32
5248,10564,right,32
5248,10565,middle,32
5248,10559,returning_champ,32
5247,10562,right,32
5247,10563,middle,32
5247,10559,returning_champ,32
5245,10558,right,32
5245,10559,middle,32
5245,10549,returning_champ,32
5242,10551,right,32
5242,10552,middle,32
5242,10549,returning_champ,32
5241,10549,right,32
5241,10550,middle,32
5241,10548,returning_champ,32
5240,10547,right,32
5240,10548,middle,32
5240,10534,returning_champ,32
5239,10545,right,32
5239,10546,middle,32
5239,10534,returning_champ,32
5233,10533,right,32
5233,10534,middle,32
5233,10532,returning_champ,32
5232,10531,right,32
5232,10532,middle,32
5232,10519,returning_champ,32
5231,10529,right,32
5231,10530,middle,32
5231,10519,returning_champ,32
5230,10527,right,32
5230,10528,middle,32
5230,10519,returning_champ,32
5228,10523,right,32
5228,10524,middle,32
5228,10519,returning_champ,32
5226,10518,right,32
5226,10519,middle,32
5226,10516,returning_champ,32
5225,10516,right,32
5225,10517,middle,32
5225,10515,returning_champ,32
5224,10514,right,32
5224,10515,middle,32
5224,10512,returning_champ,32
5223,10512,right,32
5223,10513,middle,32
5223,10508,returning_champ,32
5222,10510,right,32
5222,10511,middle,32
5222,10508,returning_champ,32
5221,10508,right,32
5221,10509,middle,32
5221,10506,returning_champ,32
5220,10506,right,32
5220,10507,middle,32
5220,10505,returning_champ,32
5219,10504,right,32
5219,10505,middle,32
5219,10502,returning_champ,32
5218,10502,right,32
5218,10503,middle,32
5218,10497,returning_champ,32
5217,10500,right,32
5217,10501,middle,32
5217,10497,returning_champ,32
5216,10498,right,32
5216,10499,middle,32
5216,10497,returning_champ,32
5215,10496,right,32
5215,10497,middle,32
5215,10494,returning_champ,32
5214,10494,right,32
5214,10495,middle,32
5214,10491,returning_champ,32
5213,10492,right,32
5213,10493,middle,32
5213,10491,returning_champ,32
5212,10490,right,32
5212,10491,middle,32
5212,10488,returning_champ,32
5211,10488,right,32
5211,10489,middle,32
5211,10486,returning_champ,32
5210,10486,right,32
5210,10487,middle,32
5210,10484,returning_champ,32
5209,10484,right,32
5209,10485,middle,32
5209,10478,returning_champ,32
5208,10482,right,32
5208,10483,middle,32
5208,10478,returning_champ,32
5207,10480,right,32
5207,10481,middle,32
5207,10478,returning_champ,32
5206,10478,right,32
5206,10479,middle,32
5206,10475,returning_champ,32
5205,10476,right,32
5205,10477,middle,32
5205,10475,returning_champ,32
5204,10474,right,32
5204,10475,middle,32
5204,10472,returning_champ,32
5203,10472,right,32
5203,10473,middle,32
5203,10471,returning_champ,32
5200,10470,right,32
5200,10471,middle,32
5200,10469,returning_champ,32
5202,10468,right,32
5202,10469,middle,32
5202,10460,returning_champ,32
5201,10466,right,32
5201,10467,middle,32
5201,10460,returning_champ,32
5199,10464,right,32
5199,10465,middle,32
5199,10460,returning_champ,32
5198,10462,right,32
5198,10463,middle,32
5198,10460,returning_champ,32
5197,10460,right,32
5197,10461,middle,32
5197,10427,returning_champ,32
5196,10458,right,32
5196,10459,middle,32
5196,10427,returning_champ,32
5195,10456,right,32
5195,10457,middle,32
5195,10427,returning_champ,32
5193,10440,right,32
5193,10444,middle,32
5193,10443,returning_champ,32
5192,10440,right,32
5192,10444,middle,32
5192,10443,returning_champ,32
5189,10433,right,32
5189,10443,middle,32
5189,10446,returning_champ,32
5188,10442,right,32
5188,10440,middle,32
5188,10435,returning_champ,32
5187,10430,right,32
5187,10441,middle,32
5187,10444,returning_champ,32
5185,10444,right,32
5185,10445,middle,32
5185,10446,returning_champ,32
5184,10441,right,32
5184,10442,middle,32
5184,10443,returning_champ,32
5183,10438,right,32
5183,10439,middle,32
5183,10440,returning_champ,32
5181,10433,right,32
5181,10434,middle,32
5181,10435,returning_champ,32
5180,10430,right,32
5180,10431,middle,32
5180,10432,returning_champ,32
5178,10405,right,32
5178,10427,middle,32
5178,10425,returning_champ,32
5177,10425,right,32
5177,10426,middle,32
5177,10415,returning_champ,32
5176,10423,right,32
5176,10424,middle,32
5176,10415,returning_champ,32
5175,10421,right,32
5175,10422,middle,32
5175,10415,returning_champ,32
5174,10419,right,32
5174,10420,middle,32
5174,10415,returning_champ,32
5172,10415,right,32
5172,10416,middle,32
5172,10406,returning_champ,32
5171,10413,right,32
5171,10414,middle,32
5171,10406,returning_champ,32
5170,10411,right,32
5170,10412,middle,32
5170,10406,returning_champ,32
5168,10406,right,32
5168,10407,middle,32
5168,10408,returning_champ,32
5167,10404,right,32
5167,10331,middle,32
5167,10402,returning_champ,32
5166,10402,right,32
5166,10403,middle,32
5166,10388,returning_champ,32
5165,10400,right,32
5165,10401,middle,32
5165,10388,returning_champ,32
5164,10398,right,32
5164,10399,middle,32
5164,10388,returning_champ,32
5160,10388,right,32
5160,10389,middle,32
5160,10379,returning_champ,32
5157,10381,right,32
5157,10382,middle,32
5157,10379,returning_champ,32
5156,10379,right,32
5156,10380,middle,32
5156,10371,returning_champ,32
5155,10377,right,32
5155,10378,middle,32
5155,10371,returning_champ,32
5154,10375,right,32
5154,10376,middle,32
5154,10371,returning_champ,32
5152,10371,right,32
5152,10372,middle,32
5152,10368,returning_champ,32
5150,10367,right,32
5150,10368,middle,32
5150,10350,returning_champ,32
5147,10361,right,32
5147,10362,middle,32
5147,10350,returning_champ,32
5146,10350,right,32
5146,10360,middle,32
5146,10356,returning_champ,32
5144,10356,right,32
5144,10357,middle,32
5144,10349,returning_champ,32
5141,10349,right,32
5141,10350,middle,32
5141,10348,returning_champ,32
5140,10347,right,32
5140,10348,middle,32
5140,10345,returning_champ,32
5139,10345,right,32
5139,10346,middle,32
5139,10344,returning_champ,32
5138,10343,right,32
5138,10344,middle,32
5138,10341,returning_champ,32
5137,10341,right,32
5137,10342,middle,32
5137,10340,returning_champ,32
5136,10339,right,32
5136,10340,middle,32
5136,10336,returning_champ,32
5134,10334,right,32
5134,10335,middle,32
5134,10336,returning_champ,32
5133,10332,right,32
5133,10333,middle,32
5133,10331,returning_champ,32
5132,10330,right,32
5132,10331,middle,32
5132,10327,returning_champ,32
5131,10328,right,32
5131,10329,middle,32
5131,10327,returning_champ,32
5130,10326,right,32
5130,10327,middle,32
5130,10325,returning_champ,32
5129,10324,right,32
5129,10325,middle,32
5129,10323,returning_champ,32
5128,10322,right,32
5128,10323,middle,32
5128,10317,returning_champ,32
5127,10320,right,32
5127,10321,middle,32
5127,10317,returning_champ,32
5126,10318,right,32
5126,10319,middle,32
5126,10317,returning_champ,32
5125,10316,right,32
5125,10317,middle,32
5125,10315,returning_champ,32
5124,10314,right,32
5124,10315,middle,32
5124,10310,returning_champ,32
5122,10310,right,32
5122,10311,middle,32
5122,10308,returning_champ,32
5121,10308,right,32
5121,10309,middle,32
5121,10297,returning_champ,32
5119,10303,right,32
5119,10304,middle,32
5119,10297,returning_champ,32
5117,10299,right,32
5117,10300,middle,32
5117,10297,returning_champ,32
5116,10297,right,32
5116,10298,middle,32
5116,10289,returning_champ,32
5113,10291,right,32
5113,10292,middle,32
5113,10289,returning_champ,32
5112,10289,right,32
5112,10290,middle,32
5112,10286,returning_champ,32
5110,10285,right,32
5110,10286,middle,32
5110,10284,returning_champ,32
5109,10283,right,32
5109,10284,middle,32
5109,10255,returning_champ,32
5108,10281,right,32
5108,10282,middle,32
5108,10255,returning_champ,32
5104,10271,right,32
5104,10274,middle,32
5104,10266,returning_champ,32
5103,10271,right,32
5103,10274,middle,32
5103,10266,returning_champ,32
5101,10256,right,32
5101,10270,middle,32
5101,10266,returning_champ,32
5100,10257,right,32
5100,10260,middle,32
5100,10274,returning_champ,32
5099,10258,right,32
5099,10265,middle,32
5099,10271,returning_champ,32
5098,10272,right,32
5098,10273,middle,32
5098,10274,returning_champ,32
5097,10269,right,32
5097,10270,middle,32
5097,10271,returning_champ,32
5095,10264,right,32
5095,10265,middle,32
5095,10266,returning_champ,32
5093,10259,right,32
5093,10260,middle,32
5093,10261,returning_champ,32
5092,10256,right,32
5092,10257,middle,32
5092,10258,returning_champ,32
5091,10254,right,32
5091,10255,middle,32
5091,10253,returning_champ,32
5090,10252,right,32
5090,10253,middle,32
5090,10251,returning_champ,32
5089,10250,right,32
5089,10251,middle,32
5089,10247,returning_champ,32
5087,10246,right,32
5087,10247,middle,32
5087,10248,returning_champ,32
5088,10248,right,32
5088,10249,middle,32
5088,10243,returning_champ,32
5085,10242,right,32
5085,10243,middle,32
5085,10233,returning_champ,32
5083,10238,right,32
5083,10239,middle,32
5083,10233,returning_champ,32
5081,10233,right,32
5081,10234,middle,32
5081,10219,returning_champ,32
5078,10226,right,32
5078,10227,middle,32
5078,10219,returning_champ,32
5076,10221,right,32
5076,10222,middle,32
5076,10219,returning_champ,32
5075,10219,right,32
5075,10220,middle,32
5075,10214,returning_champ,32
5074,10217,right,32
5074,10218,middle,32
5074,10214,returning_champ,32
5072,10213,right,32
5072,10214,middle,32
5072,10212,returning_champ,32
5071,10211,right,32
5071,10212,middle,32
5071,10209,returning_champ,32
5070,10209,right,32
5070,10210,middle,32
5070,10205,returning_champ,32
5069,10207,right,32
5069,10208,middle,32
5069,10205,returning_champ,32
5067,10204,right,32
5067,10205,middle,32
5067,10203,returning_champ,32
5066,10202,right,32
5066,10203,middle,32
5066,10171,returning_champ,32
5065,10200,right,32
5065,10201,middle,32
5065,10171,returning_champ,32
5064,10198,right,32
5064,10199,middle,32
5064,10171,returning_champ,32
5063,10196,right,32
5063,10197,middle,32
5063,10171,returning_champ,32
5062,10194,right,32
5062,10195,middle,32
5062,10171,returning_champ,32
5061,10192,right,32
5061,10193,middle,32
5061,10171,returning_champ,32
5059,10189,right,32
5059,10190,middle,32
5059,10171,returning_champ,32
5058,10187,right,32
5058,10188,middle,32
5058,10171,returning_champ,32
5057,10185,right,32
5057,10186,middle,32
5057,10171,returning_champ,32
5056,10183,right,32
5056,10184,middle,32
5056,10171,returning_champ,32
5055,10181,right,32
5055,10182,middle,32
5055,10171,returning_champ,32
5053,10177,right,32
5053,10178,middle,32
5053,10171,returning_champ,32
5052,10175,right,32
5052,10176,middle,32
5052,10171,returning_champ,32
5050,10171,right,32
5050,10172,middle,32
5050,10164,returning_champ,32
5049,10169,right,32
5049,10170,middle,32
5049,10164,returning_champ,32
5048,10167,right,32
5048,10168,middle,32
5048,10164,returning_champ,32
5046,10164,right,32
5046,10165,middle,32
5046,10155,returning_champ,32
5044,10159,right,32
5044,10160,middle,32
5044,10155,returning_champ,32
5043,10157,right,32
5043,10158,middle,32
5043,10155,returning_champ,32
5042,10155,right,32
5042,10156,middle,32
5042,10150,returning_champ,32
5040,10152,right,32
5040,10153,middle,32
5040,10150,returning_champ,32
5038,10150,right,32
5038,10151,middle,32
5038,10146,returning_champ,32
